pair,i,side,price,atr,tp_dist,tp_frac,structure_quality,spike_risk_score,spike_bucket,move_potential,wall_ratio,overall_score,reason,mfe_frac,mae_frac,bars_held,main_correct,second_correct
NEARUSDT,139,long,1.6303,0.0024571428571428244,0.0097818,0.006,0.0,0.1899,low,0.9,,0.044,TP,0.006625,0.012084,46,True,True
NEARUSDT,154,long,1.6172,0.004207142857142854,0.0097032,0.006,0.0,0.2773,low,0.9,,0.0091,TP,0.00606,0.000866,15,True,True
NEARUSDT,166,long,1.6174,0.0020499999999999963,0.0097044,0.006,0.0,0.1463,low,0.9,,0.0615,TP,0.007976,0.00068,4,True,True
NEARUSDT,175,long,1.63,0.002321428571428617,0.009779999999999999,0.006,0.0,0.2728,low,0.9,,0.0109,TP,0.00681,0.0,10,True,True
NEARUSDT,190,long,1.6379,0.0018357142857142897,0.0098274,0.006,0.0,0.3995,medium,0.9,,-0.0398,TP,0.007326,0.00635,133,True,False
NEARUSDT,211,long,1.636,0.0020571428571428685,0.009816,0.006,0.0,0.6644,medium,0.15,0.5195599022004996,-0.7458,TP,0.006724,0.005196,108,True,False
NEARUSDT,223,short,1.6289,0.002214285714285708,0.0097734,0.006,0.0,0.271,low,0.9,1.872429246730921,0.0116,TIMEOUT,0.000859,0.016269,240,False,False
NEARUSDT,232,long,1.6315,0.0017428571428571096,0.009788999999999999,0.006,0.0,0.459,medium,0.4,0.9806926141587551,-0.4636,TP,0.006007,0.001839,66,True,False
NEARUSDT,235,short,1.6299,0.0016500000000000087,0.009779399999999999,0.006,0.0,0.0,low,0.9,1.9735362087653512,0.12,TIMEOUT,0.000859,0.015645,240,False,False
NEARUSDT,238,short,1.6291,0.0016642857142857212,0.0097746,0.006,0.0,0.1202,low,0.9,1.8926605692304506,0.0719,TIMEOUT,0.000123,0.016144,240,False,False
NEARUSDT,256,long,1.6353,0.0010999999999999582,0.0098118,0.006,0.0,0.1515,low,0.15,0.5911249719725257,-0.5406,TP,0.007155,0.002201,63,True,False
NEARUSDT,268,long,1.6334,0.0008999999999999801,0.0098004,0.006,0.0,0.4074,medium,0.4,0.7856822170523693,-0.443,TP,0.006245,0.000551,48,True,False
NEARUSDT,283,long,1.6349,0.0010428571428571232,0.009809400000000001,0.006,0.0,0.1598,low,0.15,0.6320468122413178,-0.5439,TP,0.007401,0.000122,36,True,False
NEARUSDT,286,long,1.637,0.0009714285714285438,0.009822000000000001,0.006,0.0,0.1373,low,0.15,0.41743025860313504,-0.5349,TP,0.006109,0.0,33,True,False
NEARUSDT,298,long,1.6411,0.0012928571428571592,0.0098466,0.006,0.0,0.1289,low,0.9,,0.0684,TP,0.007007,0.001219,30,True,True
NEARUSDT,313,short,1.6407,0.0008785714285714111,0.0098442,0.006,0.0,0.0,low,0.9,1.3408910830743077,0.12,TP,0.007131,0.00896,203,True,True
NEARUSDT,325,long,1.65,0.0012928571428571273,0.009899999999999999,0.006,0.0,0.1289,low,0.9,,0.0684,TIMEOUT,0.003273,0.017333,240,False,False
NEARUSDT,340,short,1.6482,0.0017285714285714285,0.0098892,0.006,0.0,0.2314,low,0.9,2.0931925737167982,0.0274,TP,0.007766,0.004368,79,True,True
NEARUSDT,343,short,1.6482,0.0014071428571428607,0.0098892,0.006,0.0,0.2606,low,0.9,2.0931925737167982,0.0158,TP,0.007766,0.004368,76,True,True
NEARUSDT,349,long,1.6488,0.0011357142857143035,0.0098928,0.006,0.0,0.4403,medium,0.9,,-0.0561,TIMEOUT,0.004003,0.022016,240,False,True
NEARUSDT,355,long,1.6534,0.0015214285714285783,0.0099204,0.006,0.0,0.3944,medium,0.9,,-0.0378,TIMEOUT,0.000605,0.024737,240,False,True
NEARUSDT,358,short,1.6524,0.0016928571428571468,0.0099144,0.006,0.0,0.3544,medium,0.9,2.5114984265311207,-0.0218,TP,0.006052,0.00121,53,True,False
NEARUSDT,364,long,1.6521,0.0023285714285714416,0.009912599999999999,0.006,0.0,0.1431,low,0.9,,0.0628,TIMEOUT,0.001392,0.023969,240,False,False
NEARUSDT,373,short,1.6513,0.0020499999999999963,0.0099078,0.006,0.0,0.2276,low,0.9,2.402147802741279,0.029,TP,0.009629,0.001575,46,True,True
NEARUSDT,376,short,1.6496,0.0017428571428571254,0.0098976,0.006,0.7,0.2486,low,0.9,2.2328645328160373,0.5806,TP,0.008608,0.001758,43,True,True
NEARUSDT,379,long,1.6512,0.0017499999999999658,0.0099072,0.006,1.0,0.3048,low,0.15,0.4239341085271299,0.1981,TIMEOUT,0.000666,0.023437,240,False,False
NEARUSDT,382,long,1.6513,0.0016999999999999555,0.0099078,0.006,1.0,0.1765,low,0.15,0.41381537778316,0.2494,TIMEOUT,0.000606,0.023497,240,False,False
NEARUSDT,385,short,1.6504,0.0019214285714285184,0.0099024,0.006,0.7,0.4511,medium,0.9,2.312570689933768,0.4996,TP,0.009089,0.001151,34,True,True
NEARUSDT,394,long,1.6497,0.00207857142857139,0.0098982,0.006,1.0,0.3207,low,0.15,0.5758622779899415,0.1917,TIMEOUT,0.0,0.02255,240,False,False
NEARUSDT,406,long,1.6455,0.001307142857142856,0.009873,0.006,1.0,0.255,low,0.65,1.0027347310847787,0.618,TIMEOUT,0.000182,0.020055,240,False,False
NEARUSDT,433,short,1.6347,0.0019285714285714223,0.009808200000000001,0.006,1.0,0.1901,low,0.4,0.7340796476417787,0.444,TP,0.006484,0.00679,118,True,True
NEARUSDT,448,long,1.6353,0.0010071428571428414,0.0098118,0.006,1.0,0.3972,medium,0.15,0.5911249719725257,0.1611,TP,0.006237,0.002385,25,True,True
NEARUSDT,457,short,1.6346,0.0012785714285714306,0.009807600000000001,0.006,1.0,0.2086,low,0.15,0.1631387903258744,0.2366,TP,0.006424,0.006852,94,True,True
NEARUSDT,466,long,1.634,0.0013428571428571376,0.009804,0.006,1.0,1.0,high,0.2,0.7241942064463592,-0.04,TP,0.00661,0.000734,6,True,False
NEARUSDT,469,long,1.6376,0.0017499999999999977,0.0098256,0.006,1.0,0.4,medium,0.15,0.3562123432665749,0.16,TIMEOUT,0.005801,0.015327,240,False,False
NEARUSDT,478,short,1.6408,0.0023428571428571227,0.0098448,0.006,1.0,0.2419,low,0.4,0.7922964407606075,0.4232,TP,0.007192,0.003047,38,True,True
NEARUSDT,484,short,1.6395,0.0015642857142857006,0.009837,0.006,1.0,0.3623,medium,0.15,0.6607705601301159,0.1751,TP,0.006404,0.003843,32,True,True
NEARUSDT,487,short,1.6379,0.0012642857142856861,0.0098274,0.006,1.0,0.29,low,0.15,0.4986059384984741,0.204,TP,0.006105,0.004823,36,True,True
NEARUSDT,490,short,1.6382,0.0012857142857142392,0.009829200000000001,0.006,1.0,0.4667,medium,0.15,0.5290359337484325,0.1333,TP,0.006165,0.004639,32,True,True
NEARUSDT,496,long,1.6432,0.0019214285714285184,0.0098592,0.006,1.0,0.4684,medium,0.65,1.2374229146381033,0.5326,TIMEOUT,0.005538,0.018683,240,False,False
NEARUSDT,502,short,1.6411,0.002142857142857129,0.0098466,0.006,1.0,0.3889,medium,0.4,0.8226189750776913,0.3644,TP,0.006033,0.000975,11,True,True
NEARUSDT,514,short,1.6326,0.0016571428571428967,0.0097956,0.006,1.0,0.2615,low,0.15,0.122503981379404,0.2154,TP,0.006738,0.0,39,True,True
NEARUSDT,517,short,1.6308,0.001357142857142882,0.0097848,0.006,1.0,0.3684,medium,0.15,0.33725778758892166,0.1726,TP,0.007726,0.001594,68,True,True
NEARUSDT,523,short,1.6297,0.0016071428571428706,0.009778199999999999,0.006,1.0,0.3733,medium,0.15,0.22499028451043954,0.1707,TP,0.007057,0.00227,62,True,True
NEARUSDT,547,long,1.6294,0.0009499999999999906,0.0097764,0.006,0.0,0.1754,low,0.65,1.1967595433902096,-0.1502,TP,0.006505,0.010372,135,True,False
NEARUSDT,607,long,1.6226,0.0012214285714285797,0.0097356,0.006,0.0,0.4094,medium,0.65,1.109330703808694,-0.2438,TP,0.006964,0.001294,53,True,False
NEARUSDT,613,long,1.6222,0.0012357142857142764,0.009733200000000001,0.006,0.0,0.3507,medium,0.65,1.1507006945300493,-0.2203,TP,0.007212,0.001048,47,True,False
NEARUSDT,622,long,1.6221,0.0011071428571428463,0.009732600000000001,0.006,0.7,0.6022,medium,0.65,1.161046380206714,0.2391,TP,0.007275,0.000493,38,True,True
NEARUSDT,625,long,1.6241,0.0011142857142857026,0.0097446,0.006,0.7,0.2692,low,0.4,0.9543747306200216,0.1723,TP,0.006034,0.001724,35,True,True
NEARUSDT,628,long,1.6234,0.0011000000000000057,0.0097404,0.006,0.7,0.2727,low,0.65,1.0266518828795541,0.3709,TP,0.006468,0.001294,32,True,True
NEARUSDT,637,short,1.6235,0.001435714285714302,0.009741,0.006,1.0,0.534,medium,0.65,1.1292475105225233,0.5064,TIMEOUT,0.000678,0.017739,240,False,False
NEARUSDT,640,long,1.6233,0.0013285714285714567,0.0097398,0.006,0.7,0.2007,low,0.65,1.036982278896897,0.3997,TP,0.00653,0.000554,20,True,True
NEARUSDT,643,long,1.6237,0.0012071428571428986,0.0097422,0.006,0.7,0.1933,low,0.4,0.9956683295354276,0.2027,TP,0.006282,0.000801,17,True,True
NEARUSDT,649,long,1.6251,0.0009357142857143096,0.0097506,0.006,0.7,0.3919,medium,0.4,0.851229667917869,0.1232,TP,0.006338,0.001661,21,True,True
NEARUSDT,655,short,1.624,0.0009928571428571287,0.009744000000000001,0.006,1.0,0.5372,medium,0.65,1.18021346469623,0.5051,TIMEOUT,0.0,0.017426,240,False,False
NEARUSDT,661,long,1.6317,0.001492857142857121,0.0097902,0.006,1.0,0.4242,medium,0.15,0.17364303078589147,0.1503,TP,0.006006,0.0,23,True,True
NEARUSDT,694,long,1.6419,0.0015357142857143227,0.0098514,0.006,1.0,0.369,medium,0.15,0.39588281868567055,0.1724,TP,0.006212,0.000426,21,True,True
NEARUSDT,697,short,1.6421,0.001421428571428637,0.0098526,0.006,0.4,0.2814,low,0.4,0.9236140714126105,-0.0726,TIMEOUT,0.005846,0.010231,240,False,True
NEARUSDT,715,long,1.6501,0.0016500000000000087,0.009900599999999999,0.006,1.0,0.4444,medium,0.15,0.5353210916510194,0.1422,TIMEOUT,0.005333,0.010666,240,False,False
NEARUSDT,724,long,1.6495,0.0017500000000000135,0.009897,0.006,1.0,0.4571,medium,0.15,0.5961402445185426,0.1372,TP,0.006608,0.010306,236,True,True
NEARUSDT,736,long,1.6486,0.0023214285714285537,0.0098916,0.006,1.0,0.1436,low,0.15,0.687451979457309,0.2626,TP,0.006248,0.009766,200,True,True
NEARUSDT,745,short,1.6444,0.0015000000000000252,0.0098664,0.006,0.4,0.1556,low,0.65,1.1554366334225326,0.1778,TP,0.00675,0.004135,115,True,True
NEARUSDT,754,short,1.6421,0.0012857142857143186,0.0098526,0.006,0.7,0.4407,medium,0.4,0.9236140714126105,0.1037,TIMEOUT,0.005846,0.015224,240,False,False
NEARUSDT,760,long,1.6491,0.0019142857142857572,0.0098946,0.006,1.0,0.3657,medium,0.15,0.323408727993056,0.1737,TP,0.006852,0.010066,200,True,True
NEARUSDT,769,short,1.6398,0.0018714285714285875,0.0098388,0.006,0.7,0.0534,low,0.15,0.6911411960808145,0.0586,TIMEOUT,0.004452,0.017075,240,False,False
NEARUSDT,775,short,1.6412,0.001128571428571463,0.0098472,0.006,0.7,0.443,medium,0.4,0.832724023072547,0.1028,TIMEOUT,0.005301,0.018036,240,False,False
NEARUSDT,790,long,1.6446,0.0009142857142857246,0.0098676,0.006,1.0,0.474,medium,0.15,0.12161011796180102,0.1304,TP,0.006081,0.007357,118,True,True
NEARUSDT,793,short,1.6434,0.001085714285714293,0.0098604,0.006,0.7,0.8596,medium,0.65,1.0547239462902078,0.1362,TP,0.006146,0.001278,67,True,True
NEARUSDT,799,short,1.6424,0.0010285714285714262,0.009854400000000001,0.006,0.7,0.0648,low,0.15,0.46679655788278934,0.0541,TP,0.006028,0.001887,64,True,True
NEARUSDT,817,short,1.6426,0.0013071428571429036,0.0098556,0.006,0.7,0.51,medium,0.15,0.48703275295264997,-0.124,TP,0.006149,0.001765,46,True,False
NEARUSDT,826,long,1.6437,0.0011428571428571757,0.0098622,0.006,1.0,0.2917,low,0.15,0.21293423374094936,0.2033,TP,0.006145,0.006814,81,True,True
NEARUSDT,829,short,1.6434,0.0010142857142857295,0.0098604,0.006,0.7,0.3286,low,0.15,0.5679282787716573,-0.0514,TP,0.006146,0.000669,31,True,False
NEARUSDT,850,short,1.6394,0.0008999999999999961,0.0098364,0.006,0.7,0.1481,low,0.15,0.05083160505875574,0.0208,TIMEOUT,0.004209,0.020739,240,False,False
NEARUSDT,859,short,1.6354,0.0010000000000000325,0.0098124,0.006,0.7,0.3,low,0.15,0.24458847988259322,-0.04,TIMEOUT,0.001773,0.023236,240,False,True
NEARUSDT,883,long,1.6415,0.0009785714285714478,0.009849,0.006,1.0,0.8175,medium,0.15,0.4365925474667449,-0.007,TP,0.00664,0.0,19,True,False
NEARUSDT,892,long,1.6447,0.0010142857142857137,0.0098682,0.006,1.0,0.2629,low,0.15,0.11146916357591849,0.2148,TP,0.006019,0.0,16,True,True
NEARUSDT,901,long,1.6504,0.001064285714285724,0.0099024,0.006,1.0,0.1566,low,0.15,0.1918726773307494,0.2574,TP,0.006059,6.1e-05,59,True,True
NEARUSDT,904,long,1.6511,0.0010714285714285962,0.0099066,0.006,1.0,0.4356,medium,0.15,0.1211313669674853,0.1458,TP,0.007752,0.000182,78,True,True
NEARUSDT,910,long,1.6547,0.0011071428571429096,0.0099282,0.006,1.0,0.3312,medium,0.15,0.07050623476560937,0.1875,TP,0.007494,0.002357,80,True,True
NEARUSDT,916,short,1.6519,0.001135714285714351,0.009911399999999999,0.006,0.15,0.2348,low,0.9,1.3116209617208368,0.1461,TIMEOUT,0.000605,0.014408,240,False,False
NEARUSDT,925,long,1.6532,0.0012214285714286113,0.0099192,0.006,1.0,0.3275,low,0.9,,0.789,TP,0.006472,0.000665,57,True,True
NEARUSDT,934,long,1.6547,0.0013571428571428346,0.0099282,0.006,1.0,0.4421,medium,0.9,,0.7432,TP,0.007494,0.001027,56,True,True
NEARUSDT,943,short,1.653,0.0012428571428571011,0.009918,0.006,0.15,0.0,low,0.9,1.4216575922565036,0.24,TIMEOUT,0.0,0.015971,240,False,False
NEARUSDT,946,long,1.6545,0.0010999999999999899,0.009927,0.006,1.0,0.0909,low,0.9,,0.8836,TP,0.007616,0.000665,44,True,True
NEARUSDT,958,long,1.657,0.0007928571428571507,0.009942000000000001,0.006,1.0,0.2943,low,0.9,,0.8023,TP,0.006095,0.001207,32,True,True
NEARUSDT,961,long,1.6591,0.0010142857142857137,0.009954600000000001,0.006,1.0,0.3615,medium,0.9,,0.7754,TP,0.007052,0.002471,53,True,True
NEARUSDT,964,long,1.658,0.0012928571428571273,0.009948,0.006,1.0,1.0,high,0.2,,-0.04,TP,0.006634,0.001568,49,True,False
NEARUSDT,967,long,1.6585,0.00146428571428568,0.009951000000000002,0.006,1.0,0.4098,medium,0.9,,0.7561,TP,0.006331,0.001869,46,True,True
NEARUSDT,976,long,1.6585,0.0014357142857142704,0.009951000000000002,0.006,1.0,0.1857,low,0.9,,0.8457,TP,0.006331,0.000422,37,True,True
NEARUSDT,979,long,1.6589,0.001121428571428559,0.009953400000000001,0.006,1.0,0.1486,low,0.9,,0.8606,TP,0.006088,0.000663,34,True,True
NEARUSDT,985,long,1.6629,0.0011928571428571066,0.0099774,0.006,1.0,0.3633,medium,0.9,,0.7747,TP,0.006194,0.000722,79,True,True
NEARUSDT,991,long,1.6649,0.0015785714285713975,0.0099894,0.006,1.0,0.2745,low,0.9,,0.8102,TP,0.006487,0.001982,164,True,True
NEARUSDT,994,long,1.6647,0.001649999999999961,0.009988200000000001,0.006,1.0,0.2626,low,0.9,,0.815,TP,0.006608,0.001862,161,True,True
NEARUSDT,1006,long,1.6664,0.0008214285714285603,0.009998400000000001,0.006,1.0,0.4058,medium,0.9,,0.7577,TP,0.006661,0.00288,153,True,True
NEARUSDT,1015,long,1.6665,0.001535714285714307,0.009999000000000001,0.006,1.0,0.7163,medium,0.9,,0.6335,TP,0.006601,0.00294,144,True,True
NEARUSDT,1024,short,1.6664,0.0020999999999999908,0.009998400000000001,0.006,0.15,0.1905,low,0.9,2.7504400704112735,0.1638,TP,0.007921,0.008161,232,True,True
NEARUSDT,1030,short,1.6629,0.0016357142857142959,0.0099774,0.006,0.15,0.3057,low,0.9,2.4054362860063763,0.1177,TP,0.006495,0.010283,231,True,True
NEARUSDT,1057,short,1.6631,0.0008214285714285444,0.0099786,0.006,0.7,0.0,low,0.15,0.14030024251899742,0.08,TP,0.006614,0.010162,204,True,True
NEARUSDT,1075,long,1.6655,0.0024071428571428616,0.009993,0.006,1.0,0.6647,medium,0.15,0.5303712598819256,0.0541,TP,0.006124,0.001621,80,True,True
NEARUSDT,1087,short,1.6682,0.0018857142857142525,0.0100092,0.006,0.7,0.2121,low,0.15,0.6494025496543131,-0.0048,TP,0.006834,0.007073,168,True,False
NEARUSDT,1099,short,1.6672,0.0010285714285714262,0.0100032,0.006,0.7,0.5185,medium,0.15,0.5498240563019894,-0.1274,TP,0.006238,0.007678,156,True,False
NEARUSDT,1111,short,1.6636,0.0010714285714285645,0.0099816,0.006,0.15,0.2489,low,0.15,0.19035024444978887,-0.4596,TP,0.006252,0.009858,145,True,False
NEARUSDT,1144,short,1.6689,0.000821428571428592,0.0100134,0.006,0.7,0.3652,medium,0.15,0.6091836938502401,-0.0661,TP,0.00725,0.006651,111,True,False
NEARUSDT,1183,long,1.6754,0.000857142857142842,0.0100524,0.006,1.0,0.2722,low,0.9,,0.8111,TIMEOUT,0.002746,0.01725,240,False,False
NEARUSDT,1210,long,1.6676,0.001457142857142871,0.0100056,0.006,1.0,0.6634,medium,0.15,0.3198209002958435,0.0546,TIMEOUT,0.0006,0.012653,240,False,False
NEARUSDT,1216,short,1.6661,0.0011571428571428566,0.0099966,0.006,1.0,0.0288,low,0.15,0.3301122381609606,0.3085,TP,0.007743,0.0009,40,True,True
NEARUSDT,1219,short,1.6652,0.0012142857142857233,0.0099912,0.006,1.0,0.3294,low,0.15,0.24021138601969308,0.1882,TP,0.007206,0.001441,37,True,True
NEARUSDT,1222,short,1.6634,0.0012928571428571431,0.0099804,0.006,1.0,0.1805,low,0.15,0.06011783094865275,0.2478,TP,0.006132,0.002525,34,True,True
NEARUSDT,1231,short,1.664,0.0011785714285714257,0.009984,0.006,1.0,0.2545,low,0.15,0.12019230769229446,0.2182,TP,0.00649,0.002163,25,True,True
NEARUSDT,1243,long,1.6628,0.0015428571428571316,0.009976800000000001,0.006,1.0,0.6049,medium,0.4,0.8018603159329651,0.278,TIMEOUT,0.002887,0.009803,240,False,False
NEARUSDT,1249,long,1.6644,0.0014857142857142808,0.009986400000000001,0.006,0.4,0.7179,medium,0.15,0.6408715853560804,-0.4472,TIMEOUT,0.000481,0.010755,240,False,True
NEARUSDT,1273,long,1.6603,0.001250000000000005,0.009961800000000002,0.006,0.4,0.1067,low,0.65,1.054026380774554,0.1973,TIMEOUT,0.002951,0.008312,240,False,False
NEARUSDT,1291,long,1.6563,0.0010000000000000167,0.0099378,0.006,1.0,0.2333,low,0.65,1.1370725915192361,0.6267,TIMEOUT,0.005373,0.005917,240,False,False
NEARUSDT,1303,long,1.6637,0.001042857142857139,0.0099822,0.006,1.0,0.3196,low,0.15,0.39069543787942684,0.1922,TIMEOUT,0.000902,0.010338,240,False,False
NEARUSDT,1321,long,1.6613,0.0013499999999999782,0.0099678,0.006,0.7,0.0988,low,0.15,0.311001424587181,0.0405,TIMEOUT,0.002348,0.008909,240,False,False
NEARUSDT,1336,short,1.6561,0.0013357142857142337,0.0099366,0.006,1.0,0.3993,medium,0.15,0.40255218082643995,0.1603,TIMEOUT,0.005797,0.009903,240,False,False
NEARUSDT,1339,short,1.6556,0.0016071428571427912,0.0099336,0.006,1.0,0.6222,medium,0.15,0.35233953450914657,0.0711,TIMEOUT,0.005496,0.010208,240,False,False
NEARUSDT,1351,long,1.659,0.00098571428571432,0.009954000000000001,0.006,0.7,0.2705,low,0.15,0.542495479204347,-0.0282,TP,0.006088,0.007535,215,True,False
NEARUSDT,1360,long,1.6633,0.0013571428571428662,0.0099798,0.006,0.7,0.4667,medium,0.15,0.11022264975251016,-0.1067,TIMEOUT,0.005531,0.0101,240,False,True
NEARUSDT,1366,short,1.6616,0.0011000000000000057,0.0099696,0.006,1.0,0.0,low,0.4,0.852591879313107,0.52,TP,0.007824,0.001986,48,True,True
NEARUSDT,1372,long,1.6636,0.0008857142857143151,0.0099816,0.006,1.0,0.3763,medium,0.15,0.08014747134729241,0.1695,TIMEOUT,0.00535,0.010279,240,False,False
NEARUSDT,1384,long,1.6619,0.0009000000000000119,0.0099714,0.006,1.0,1.0,high,0.15,0.25071705076520534,-0.08,TP,0.006378,0.009267,189,True,False
NEARUSDT,1387,short,1.6608,0.0009714285714285754,0.009964800000000001,0.006,1.0,0.2059,low,0.4,0.7727199743095736,0.4376,TP,0.007346,0.000361,27,True,True
NEARUSDT,1390,short,1.6596,0.0012428571428571647,0.0099576,0.006,1.0,0.3218,low,0.15,0.6527677351972313,0.1913,TP,0.006628,0.001085,24,True,True
NEARUSDT,1396,short,1.6603,0.0011500000000000319,0.009961800000000002,0.006,1.0,0.058,low,0.4,0.7227609468168498,0.4968,TP,0.007047,0.000663,18,True,True
NEARUSDT,1411,short,1.6578,0.0013642857142857068,0.0099468,0.006,1.0,0.4642,medium,0.15,0.4725137732738093,0.1343,TP,0.006816,0.001206,7,True,True
NEARUSDT,1417,short,1.649,0.0019285714285714065,0.009894,0.006,1.0,0.1728,low,0.9,1.6676773802304385,0.8509,TIMEOUT,0.002547,0.014251,240,False,False
NEARUSDT,1450,long,1.6549,0.0012357142857143241,0.0099294,0.006,1.0,0.1349,low,0.4,0.9567546880979781,0.466,TP,0.006707,0.003323,112,True,True
NEARUSDT,1456,long,1.6568,0.001128571428571463,0.009940800000000001,0.006,1.0,0.1181,low,0.4,0.764525993883797,0.4728,TP,0.006277,0.004466,108,True,True
NEARUSDT,1462,long,1.6566,0.0012928571428571431,0.0099396,0.006,1.0,0.1805,low,0.4,0.7847398285645327,0.4478,TP,0.006399,0.004346,102,True,True
NEARUSDT,1468,short,1.6559,0.0012142857142857075,0.0099354,0.006,1.0,0.2471,low,0.15,0.28182056082290735,0.2212,TP,0.006703,0.010025,187,True,True
NEARUSDT,1480,long,1.657,0.0008357142857143047,0.009942000000000001,0.006,1.0,0.4387,medium,0.4,0.7443170388251934,0.3445,TP,0.006156,0.004587,84,True,True
NEARUSDT,1510,short,1.6529,0.0007071428571428269,0.0099174,0.006,1.0,0.1886,low,0.15,0.08066630366831366,0.2446,TP,0.007199,0.011858,148,True,True
NEARUSDT,1513,short,1.6537,0.0008928571428571397,0.009922199999999999,0.006,1.0,0.896,medium,0.15,0.060470460180195314,-0.0384,TP,0.00768,0.011368,145,True,False
NEARUSDT,1519,short,1.651,0.0012357142857143083,0.009906,0.006,1.0,0.4586,medium,0.15,0.4542701393095042,0.1366,TP,0.006057,0.013022,139,True,True
NEARUSDT,1522,long,1.6549,0.0013500000000000098,0.0099294,0.006,1.0,0.1975,low,0.15,0.4934839970189442,0.241,TP,0.006707,0.000604,40,True,True
NEARUSDT,1525,long,1.6562,0.0014285714285714774,0.0099372,0.006,1.0,0.14,low,0.15,0.36227508754981763,0.264,TP,0.006642,0.001389,39,True,True
NEARUSDT,1528,long,1.6559,0.0013285714285714884,0.0099354,0.006,1.0,0.552,medium,0.15,0.3925357811462059,0.0992,TP,0.006099,0.001208,34,True,True
NEARUSDT,1531,long,1.6556,0.001335714285714329,0.0099336,0.006,1.0,0.4991,medium,0.15,0.42280744141096693,0.1204,TP,0.006282,0.001027,31,True,True
NEARUSDT,1534,short,1.6551,0.0011500000000000319,0.0099306,0.006,1.0,0.1449,low,0.15,0.20139770003826576,0.262,TP,0.006223,0.010513,121,True,True
NEARUSDT,1540,long,1.6565,0.001064285714285724,0.009939,0.006,1.0,0.0626,low,0.15,0.3320253546634328,0.295,TP,0.006459,0.000604,24,True,True
NEARUSDT,1561,long,1.6623,0.001407142857142829,0.009973800000000001,0.006,1.0,0.2843,low,0.15,0.2105516453107131,0.2063,TP,0.006136,0.0,12,True,True
NEARUSDT,1576,short,1.667,0.0013999999999999727,0.010002,0.006,0.0,0.119,low,0.15,0.4199160167966388,-0.5276,TP,0.006179,0.0024,18,True,False
NEARUSDT,1612,short,1.6558,0.001407142857142829,0.0099348,0.006,1.0,0.0711,low,0.15,0.2717719531344289,0.2916,TP,0.006643,0.001812,43,True,True
NEARUSDT,1624,long,1.6555,0.0008214285714285603,0.009933,0.006,1.0,0.1623,low,0.15,0.4329004329004299,0.2551,TIMEOUT,0.001993,0.018363,240,False,False
NEARUSDT,1627,long,1.656,0.000842857142857161,0.009936,0.006,1.0,0.1582,low,0.15,0.3824476650563633,0.2567,TIMEOUT,0.001691,0.018659,240,False,False
NEARUSDT,1630,long,1.656,0.0010428571428571707,0.009936,0.006,1.0,0.6393,medium,0.15,0.3824476650563633,0.0643,TIMEOUT,0.000664,0.018659,240,False,False
NEARUSDT,1636,short,1.6528,0.0015785714285714767,0.0099168,0.006,1.0,0.5913,medium,0.15,0.07058728622137635,0.0835,TP,0.007139,0.000303,22,True,True
NEARUSDT,1639,short,1.6503,0.0018428571428572096,0.0099018,0.006,1.0,0.199,low,0.15,0.09089256498819638,0.2404,TP,0.007574,0.001818,27,True,True
NEARUSDT,1657,short,1.6463,0.0013785714285714512,0.0098778,0.006,1.0,0.3143,low,0.9,,0.7943,TP,0.006742,0.0,18,True,True
NEARUSDT,1660,short,1.642,0.0018142857142857366,0.009852,0.006,1.0,0.3858,medium,0.9,,0.7657,TP,0.006151,0.001523,36,True,True
NEARUSDT,1669,short,1.641,0.002314285714285745,0.009846,0.006,1.0,0.2593,low,0.9,,0.8163,TP,0.007252,0.000731,37,True,True
NEARUSDT,1672,short,1.6409,0.002007142857142858,0.0098454,0.006,1.0,0.1329,low,0.9,,0.8668,TP,0.007191,0.000792,34,True,True
NEARUSDT,1675,short,1.6385,0.002199999999999996,0.009831000000000001,0.006,1.0,0.5,medium,0.9,,0.72,TP,0.008178,0.002258,34,True,True
NEARUSDT,1678,short,1.6391,0.0022499999999999742,0.0098346,0.006,1.0,0.1185,low,0.9,,0.8726,TP,0.006101,0.001891,28,True,True
NEARUSDT,1681,short,1.6395,0.0018071428571428167,0.009837,0.006,1.0,0.0922,low,0.9,,0.8831,TP,0.006343,0.001647,25,True,True
NEARUSDT,1687,long,1.6387,0.001800000000000008,0.009832200000000001,0.006,0.15,0.9815,medium,0.9,2.146010048615762,-0.1526,TIMEOUT,0.002746,0.010008,240,False,True
NEARUSDT,1690,long,1.6402,0.0015642857142857322,0.009841200000000001,0.006,0.15,0.5114,medium,0.9,1.9916270373531517,0.0354,TIMEOUT,0.001829,0.010913,240,False,False
NEARUSDT,1702,short,1.6376,0.001800000000000008,0.0098256,0.006,1.0,0.3519,medium,0.9,,0.7792,TP,0.007633,6.1e-05,7,True,True
NEARUSDT,1705,short,1.6363,0.0019142857142857097,0.009817800000000002,0.006,1.0,0.5746,medium,0.9,,0.6902,TP,0.006845,0.00055,4,True,True
NEARUSDT,1723,short,1.6365,0.0026928571428571474,0.009819000000000001,0.006,1.0,0.2971,low,0.9,,0.8012,TP,0.008005,0.002566,164,True,True
NEARUSDT,1732,long,1.6365,0.0018142857142857366,0.009819000000000001,0.006,0.7,0.147,low,0.9,2.3729504022812784,0.6212,TIMEOUT,0.002566,0.008677,240,False,False
