pair,ts,net_frac,gross_frac,exit_type,tp_mult,hold_min,regime,k,ts_parsed,fold
BTCUSDT,2026-09-09 05:14:00+00:00,0.004600000000000001,0.006,TP,6.0,1128.0,CHOP,6.0,,
BTCUSDT,2026-09-09 05:14:00+00:00,0.004600000000000001,0.006,TP,6.0,751.0,CHOP,6.0,,
BTCUSDT,2026-09-09 05:14:00+00:00,0.004600000000000001,0.006,TP,6.0,746.0,CHOP,6.0,,
BTCUSDT,2026-09-09 05:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,37.0,CHOP,6.0,,
NEARUSDT,2026-09-09 05:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,9.0,CHOP,6.0,,
XRPUSDT,2026-09-09 06:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,78.0,CHOP,6.0,,
XRPUSDT,2026-09-09 06:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,74.0,CHOP,6.0,,
SOLUSDT,2026-09-09 07:14:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,2420.0,CHOP,6.0,,
BTCUSDT,2026-09-09 08:28:00+00:00,0.004600000000000001,0.006,TP,6.0,112.0,CHOP,6.0,,
BTCUSDT,2026-09-09 08:36:00+00:00,0.004600000000000001,0.006,TP,6.0,82.0,CHOP,6.0,,
XRPUSDT,2026-09-09 08:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,31.0,TREND,6.0,,
BTCUSDT,2026-09-09 09:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,248.0,CHOP,6.0,,
ETHUSDT,2026-09-09 09:41:00+00:00,0.004600000000000001,0.006,TP,6.0,16.0,CHOP,6.0,,
ETHUSDT,2026-09-09 10:52:00+00:00,0.004600000000000001,0.006,TP,6.0,259.0,CHOP,6.0,,
BTCUSDT,2026-09-09 11:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,339.0,TREND,6.0,,
BTCUSDT,2026-09-09 11:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,107.0,CHOP,6.0,,
NEARUSDT,2026-09-09 11:41:00+00:00,0.01929665773515733,0.020696657735157328,TP,6.0,49.0,TREND,6.0,,
NEARUSDT,2026-09-09 11:41:00+00:00,-0.0264,-0.025,MAE_KILL,6.0,30.0,TREND,6.0,,
SOLUSDT,2026-09-09 12:02:00+00:00,0.004600000000000001,0.006,TP,6.0,33.0,CHOP,6.0,,
NEARUSDT,2026-09-09 12:15:00+00:00,0.02592924111506454,0.02732924111506454,TP,6.0,32.0,TREND,6.0,,
BTCUSDT,2026-09-09 12:31:00+00:00,0.004600000000000001,0.006,TP,6.0,50.0,CHOP,6.0,,
SOLUSDT,2026-09-09 12:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,33.0,CHOP,6.0,,
BTCUSDT,2026-09-09 13:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,69.0,CHOP,6.0,,
BTCUSDT,2026-09-09 14:01:00+00:00,0.004600000000000001,0.006,TP,6.0,49.0,CHOP,6.0,,
BTCUSDT,2026-09-09 15:11:00+00:00,0.004600000000000001,0.006,TP,6.0,751.0,CHOP,6.0,,
BTCUSDT,2026-09-09 15:11:00+00:00,0.004600000000000001,0.006,TP,6.0,749.0,CHOP,6.0,,
BTCUSDT,2026-09-09 15:11:00+00:00,0.004932195639015387,0.006332195639015386,TP,6.0,69.0,CHOP,6.0,,
BTCUSDT,2026-09-09 15:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,19.0,CHOP,6.0,,
BTCUSDT,2026-09-09 17:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,126.0,CHOP,6.0,,
BTCUSDT,2026-09-09 19:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,104.0,CHOP,6.0,,
SOLUSDT,2026-09-09 22:08:00+00:00,0.016052455785026846,0.017452455785026844,TP,6.0,414.0,CHOP,6.0,,
BTCUSDT,2026-09-10 12:30:00+00:00,0.004600000000000001,0.006,TP,6.0,861.0,TREND,6.0,,
BTCUSDT,2026-09-10 12:39:00+00:00,0.006872755455870269,0.008272755455870268,TP,6.0,2816.0,CHOP,6.0,,
BTCUSDT,2026-09-10 12:46:00+00:00,0.015850618809060243,0.01725061880906024,TP,6.0,1294.0,CHOP,6.0,,
NEARUSDT,2026-09-10 14:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,107.0,CHOP,6.0,,
SOLUSDT,2026-09-10 16:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,139.0,CHOP,6.0,,
XRPUSDT,2026-09-10 23:08:00+00:00,0.005672766662418759,0.007072766662418758,TP,6.0,391.0,TREND,6.0,,
BTCUSDT,2026-09-10 23:14:00+00:00,-0.0414,-0.04,MAE_KILL,6.0,2318.0,TREND,6.0,,
BTCUSDT,2026-09-10 23:14:00+00:00,-0.0414,-0.04,MAE_KILL,6.0,2295.0,TREND,6.0,,
BTCUSDT,2026-09-10 23:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,8.0,CHOP,6.0,,
BTCUSDT,2026-09-11 00:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,685.0,TREND,6.0,,
BTCUSDT,2026-09-11 01:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,744.0,CHOP,6.0,,
BTCUSDT,2026-09-11 06:12:00+00:00,0.004600000000000001,0.006,TP,6.0,359.0,CHOP,6.0,,
BTCUSDT,2026-09-11 08:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,425.0,CHOP,6.0,,
ETHUSDT,2026-09-11 08:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,6.0,135.0,CHOP,6.0,,
NEARUSDT,2026-09-11 08:31:00+00:00,-0.0264,-0.025,MAE_KILL,6.0,22.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.032748135990444155,-0.031348135990444156,EOD,6.0,2859.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.03373590005381559,-0.03233590005381559,EOD,6.0,2844.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.021412555599275077,-0.02001255559927508,EOD,6.0,2446.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.00579558718545388,-0.004395587185453881,EOD,6.0,777.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.005380222819422415,-0.003980222819422416,EOD,6.0,775.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.00582442648861069,-0.0044244264886106905,EOD,6.0,773.0,CHOP,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.005730230885271484,-0.004330230885271485,EOD,6.0,225.0,TREND,6.0,,
BTCUSDT,2026-09-11 12:12:00+00:00,-0.00723895591200745,-0.00583895591200745,EOD,6.0,220.0,TREND,6.0,,
SOLUSDT,2026-08-12 13:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,20.0,,8.0,,
BTCUSDT,2026-08-12 13:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,51.0,,8.0,,
BTCUSDT,2026-08-12 14:02:00+00:00,0.004600000000000001,0.006,TP,8.0,59.0,,8.0,,
BTCUSDT,2026-08-12 14:03:00+00:00,0.004600000000000001,0.006,TP,8.0,45.0,,8.0,,
SOLUSDT,2026-08-12 14:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,29.0,,8.0,,
BTCUSDT,2026-08-12 14:31:00+00:00,0.005352555927696322,0.006752555927696321,TP,8.0,101.0,,8.0,,
NEARUSDT,2026-08-12 14:35:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,110.0,,8.0,,
NEARUSDT,2026-08-12 14:35:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,99.0,,8.0,,
ETHUSDT,2026-08-12 14:55:00+00:00,0.009708032203707218,0.011108032203707218,TP,8.0,128.0,,8.0,,
SOLUSDT,2026-08-12 15:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,62.0,,8.0,,
BTCUSDT,2026-08-12 15:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,41.0,,8.0,,
BTCUSDT,2026-08-12 15:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,72.0,,8.0,,
ETHUSDT,2026-08-12 20:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,362.0,,8.0,,
BTCUSDT,2026-08-12 20:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,395.0,,8.0,,
SOLUSDT,2026-08-13 04:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,464.0,CHOP,8.0,,
BTCUSDT,2026-08-13 05:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,501.0,CHOP,8.0,,
BTCUSDT,2026-08-13 05:15:00+00:00,0.004600000000000001,0.006,TP,8.0,837.0,,8.0,,
BTCUSDT,2026-08-13 05:15:00+00:00,0.004600000000000001,0.006,TP,8.0,811.0,,8.0,,
NEARUSDT,2026-08-13 09:55:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,280.0,CHOP,8.0,,
BTCUSDT,2026-08-13 11:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,445.0,CHOP,8.0,,
BTCUSDT,2026-08-13 12:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,434.0,CHOP,8.0,,
ETHUSDT,2026-08-13 12:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,45.0,TREND,8.0,,
ETHUSDT,2026-08-13 13:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,196.0,CHOP,8.0,,
BTCUSDT,2026-08-13 13:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,68.0,CHOP,8.0,,
BTCUSDT,2026-08-13 14:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,108.0,CHOP,8.0,,
NEARUSDT,2026-08-13 15:53:00+00:00,0.008291075416224567,0.009691075416224567,TP,8.0,53.0,CHOP,8.0,,
SOLUSDT,2026-08-13 16:08:00+00:00,0.004600000000000001,0.006,TP,8.0,164.0,CHOP,8.0,,
ETHUSDT,2026-08-13 16:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,29.0,CHOP,8.0,,
BTCUSDT,2026-08-13 16:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,240.0,CHOP,8.0,,
BTCUSDT,2026-08-13 16:37:00+00:00,0.011051518716072057,0.012451518716072058,TP,8.0,1674.0,,8.0,,
BTCUSDT,2026-08-13 16:39:00+00:00,0.005107760664427431,0.00650776066442743,TP,8.0,31.0,CHOP,8.0,,
SOLUSDT,2026-08-13 16:39:00+00:00,0.004600000000000001,0.006,TP,8.0,7.0,CHOP,8.0,,
SOLUSDT,2026-08-13 16:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,1552.0,,8.0,,
NEARUSDT,2026-08-13 16:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,10.0,CHOP,8.0,,
ETHUSDT,2026-08-13 19:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,190.0,CHOP,8.0,,
BTCUSDT,2026-08-13 22:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,196.0,CHOP,8.0,,
ETHUSDT,2026-08-14 00:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,72.0,TREND,8.0,,
XRPUSDT,2026-08-14 05:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,745.0,CHOP,8.0,,
BTCUSDT,2026-08-14 06:58:00+00:00,0.004600000000000001,0.006,TP,8.0,102.0,CHOP,8.0,,
BTCUSDT,2026-08-14 08:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,99.0,TREND,8.0,,
ETHUSDT,2026-08-14 11:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,182.0,TREND,8.0,,
BTCUSDT,2026-08-14 13:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,106.0,CHOP,8.0,,
XRPUSDT,2026-08-14 14:12:00+00:00,-0.015284785819793206,-0.013884785819793206,MAX_AGE,8.0,2880.0,,8.0,,
ETHUSDT,2026-08-14 15:07:00+00:00,-0.013370821453320202,-0.011970821453320202,MAX_AGE,8.0,2880.0,,8.0,,
BTCUSDT,2026-08-14 15:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,1371.0,CHOP,8.0,,
BTCUSDT,2026-08-14 15:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,1371.0,CHOP,8.0,,
NEARUSDT,2026-08-14 16:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,197.0,CHOP,8.0,,
BTCUSDT,2026-08-14 17:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,132.0,CHOP,8.0,,
BTCUSDT,2026-08-14 17:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,140.0,CHOP,8.0,,
SOLUSDT,2026-08-14 18:01:00+00:00,0.004600000000000001,0.006,TP,8.0,77.0,CHOP,8.0,,
SOLUSDT,2026-08-14 18:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,242.0,TREND,8.0,,
NEARUSDT,2026-08-14 19:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,80.0,CHOP,8.0,,
BTCUSDT,2026-08-14 19:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,72.0,CHOP,8.0,,
BTCUSDT,2026-08-14 19:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,110.0,CHOP,8.0,,
NEARUSDT,2026-08-14 20:40:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,333.0,CHOP,8.0,,
BTCUSDT,2026-08-15 05:18:00+00:00,-0.013430863617867047,-0.012030863617867047,MAX_AGE,8.0,2880.0,CHOP,8.0,,
ETHUSDT,2026-08-15 05:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,594.0,CHOP,8.0,,
BTCUSDT,2026-08-15 06:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,646.0,CHOP,8.0,,
SOLUSDT,2026-08-15 06:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,92.0,CHOP,8.0,,
ETHUSDT,2026-08-15 16:42:00+00:00,-0.011725591374778738,-0.010325591374778738,MAX_AGE,8.0,2880.0,CHOP,8.0,,
NEARUSDT,2026-08-15 23:17:00+00:00,0.004600000000000001,0.006,TP,8.0,1058.0,CHOP,8.0,,
BTCUSDT,2026-08-16 00:01:00+00:00,-0.007986338547255403,-0.006586338547255404,MAX_AGE,8.0,2880.0,CHOP,8.0,,
NEARUSDT,2026-08-16 01:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,61.0,TREND,8.0,,
SOLUSDT,2026-08-16 16:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,938.0,CHOP,8.0,,
ETHUSDT,2026-08-16 17:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,2084.0,CHOP,8.0,,
ETHUSDT,2026-08-16 17:56:00+00:00,-0.005801295877914654,-0.0044012958779146545,MAX_AGE,8.0,2880.0,CHOP,8.0,,
BTCUSDT,2026-08-16 19:21:00+00:00,-0.006821869852844124,-0.0054218698528441245,MAX_AGE,8.0,2880.0,CHOP,8.0,,
ETHUSDT,2026-08-16 20:40:00+00:00,-0.00432251346804932,-0.0029225134680493205,MAX_AGE,8.0,2880.0,CHOP,8.0,,
NEARUSDT,2026-08-16 20:52:00+00:00,0.004600000000000001,0.006,TP,8.0,176.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,0.006,TP,8.0,1342.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,0.006,TP,8.0,245.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,2372.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:50:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,57.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,1749.0,CHOP,8.0,,
BTCUSDT,2026-08-16 21:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,71.0,CHOP,8.0,,
BTCUSDT,2026-08-16 22:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,67.0,TREND,8.0,,
BTCUSDT,2026-08-16 22:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,64.0,TREND,8.0,,
BTCUSDT,2026-08-16 22:57:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,60.0,TREND,8.0,,
XRPUSDT,2026-08-17 00:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,199.0,CHOP,8.0,,
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,0.006,TP,8.0,132.0,CHOP,8.0,,
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,0.006,TP,8.0,130.0,CHOP,8.0,,
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,0.006,TP,8.0,121.0,CHOP,8.0,,
ETHUSDT,2026-08-17 01:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,508.0,TREND,8.0,,
BTCUSDT,2026-08-17 02:32:00+00:00,0.004600000000000001,0.006,TP,8.0,93.0,CHOP,8.0,,
BTCUSDT,2026-08-17 02:52:00+00:00,0.004600000000000001,0.006,TP,8.0,110.0,CHOP,8.0,,
BTCUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,0.006,TP,8.0,108.0,CHOP,8.0,,
ETHUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,0.006,TP,8.0,20.0,CHOP,8.0,,
BTCUSDT,2026-08-17 04:48:00+00:00,0.005261307306468479,0.006661307306468478,TP,8.0,221.0,CHOP,8.0,,
BTCUSDT,2026-08-17 05:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,150.0,CHOP,8.0,,
SOLUSDT,2026-08-17 05:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,625.0,CHOP,8.0,,
NEARUSDT,2026-08-17 06:46:00+00:00,0.004600000000000001,0.006,TP,8.0,78.0,TREND,8.0,,
ETHUSDT,2026-08-17 07:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,245.0,TREND,8.0,,
BTCUSDT,2026-08-17 07:17:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,263.0,CHOP,8.0,,
ETHUSDT,2026-08-17 08:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,432.0,CHOP,8.0,,
BTCUSDT,2026-08-17 09:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,117.0,TREND,8.0,,
BTCUSDT,2026-08-17 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,423.0,TREND,8.0,,
BTCUSDT,2026-08-17 13:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,226.0,CHOP,8.0,,
SOLUSDT,2026-08-17 16:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,559.0,TREND,8.0,,
SOLUSDT,2026-08-17 17:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,79.0,CHOP,8.0,,
NEARUSDT,2026-08-17 17:46:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,659.0,TREND,8.0,,
NEARUSDT,2026-08-17 18:10:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,378.0,CHOP,8.0,,
BTCUSDT,2026-08-17 18:23:00+00:00,0.004600000000000001,0.006,TP,8.0,44.0,TREND,8.0,,
BTCUSDT,2026-08-17 19:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,75.0,TREND,8.0,,
ETHUSDT,2026-08-18 02:30:00+00:00,0.004600000000000001,0.006,TP,8.0,499.0,CHOP,8.0,,
ETHUSDT,2026-08-18 02:30:00+00:00,0.004600000000000001,0.006,TP,8.0,447.0,CHOP,8.0,,
NEARUSDT,2026-08-18 02:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,19.0,CHOP,8.0,,
BTCUSDT,2026-08-18 14:27:00+00:00,0.004652713178294742,0.006052713178294741,TP,8.0,1203.0,TREND,8.0,,
SOLUSDT,2026-08-18 21:50:00+00:00,-0.03447727431441532,-0.033077274314415324,MAX_AGE,8.0,2880.0,TREND,8.0,,
SOLUSDT,2026-08-18 21:53:00+00:00,-0.0349549734703473,-0.033554973470347305,MAX_AGE,8.0,2880.0,TREND,8.0,,
NEARUSDT,2026-08-19 00:10:00+00:00,0.012998822240973654,0.014398822240973655,TP,8.0,136.0,CHOP,8.0,,
ETHUSDT,2026-08-19 03:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,322.0,CHOP,8.0,,
BTCUSDT,2026-08-19 05:47:00+00:00,-0.014744117095258163,-0.013344117095258163,MAX_AGE,8.0,2880.0,TREND,8.0,,
BTCUSDT,2026-08-19 06:03:00+00:00,0.004600000000000001,0.006,TP,8.0,350.0,CHOP,8.0,,
NEARUSDT,2026-08-19 06:46:00+00:00,0.004600000000000001,0.006,TP,8.0,59.0,TREND,8.0,,
BTCUSDT,2026-08-19 08:21:00+00:00,-0.015168871653037756,-0.013768871653037756,MAX_AGE,8.0,2880.0,CHOP,8.0,,
SOLUSDT,2026-08-19 08:39:00+00:00,0.004600000000000001,0.006,TP,8.0,18.0,CHOP,8.0,,
BTCUSDT,2026-08-19 09:15:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,149.0,CHOP,8.0,,
ETHUSDT,2026-08-19 12:47:00+00:00,0.005808534405752566,0.007208534405752565,TP,8.0,247.0,CHOP,8.0,,
BTCUSDT,2026-08-19 13:03:00+00:00,-0.0214630918801097,-0.020063091880109702,MAX_AGE,8.0,2880.0,CHOP,8.0,,
XRPUSDT,2026-08-19 13:21:00+00:00,0.005610699797877235,0.007010699797877234,TP,8.0,34.0,CHOP,8.0,,
NEARUSDT,2026-08-19 13:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,23.0,CHOP,8.0,,
BTCUSDT,2026-08-19 14:54:00+00:00,0.008687190631626117,0.010087190631626117,TP,8.0,1465.0,TREND,8.0,,
BTCUSDT,2026-08-19 14:54:00+00:00,0.009164485843219557,0.010564485843219557,TP,8.0,69.0,CHOP,8.0,,
ETHUSDT,2026-08-19 15:06:00+00:00,0.01769096372152153,0.01909096372152153,TP,8.0,9.0,TREND,8.0,,
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,2202.0,CHOP,8.0,,
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,2185.0,CHOP,8.0,,
BTCUSDT,2026-08-19 15:16:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,552.0,TREND,8.0,,
BTCUSDT,2026-08-19 15:23:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,731.0,TREND,8.0,,
BTCUSDT,2026-08-19 15:23:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,367.0,CHOP,8.0,,
NEARUSDT,2026-08-19 15:23:00+00:00,0.008246723696512387,0.009646723696512387,TP,8.0,28.0,TREND,8.0,,
NEARUSDT,2026-08-19 15:26:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,143.0,CHOP,8.0,,
BTCUSDT,2026-08-19 15:26:00+00:00,0.013551887490747695,0.014951887490747695,TP,8.0,19.0,TREND,8.0,,
ETHUSDT,2026-08-19 15:27:00+00:00,0.033664986729863365,0.035064986729863364,TP,8.0,13.0,TREND,8.0,,
ETHUSDT,2026-08-19 15:27:00+00:00,0.03269855764121419,0.03409855764121419,TP,8.0,11.0,TREND,8.0,,
ETHUSDT,2026-08-19 15:27:00+00:00,0.031207064816638624,0.03260706481663862,TP,8.0,9.0,TREND,8.0,,
NEARUSDT,2026-08-20 00:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,38.0,CHOP,8.0,,
NEARUSDT,2026-08-20 00:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,39.0,CHOP,8.0,,
XRPUSDT,2026-08-20 00:57:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,43.0,CHOP,8.0,,
ETHUSDT,2026-08-20 01:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,50.0,TREND,8.0,,
ETHUSDT,2026-08-20 01:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,61.0,TREND,8.0,,
BTCUSDT,2026-08-20 02:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,116.0,CHOP,8.0,,
XRPUSDT,2026-08-20 02:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,159.0,CHOP,8.0,,
SOLUSDT,2026-08-20 03:08:00+00:00,0.006894463563486227,0.008294463563486227,TP,8.0,120.0,CHOP,8.0,,
BTCUSDT,2026-08-20 03:11:00+00:00,0.00802827525453652,0.00942827525453652,TP,8.0,149.0,TREND,8.0,,
BTCUSDT,2026-08-20 03:11:00+00:00,0.007382257817654054,0.008782257817654054,TP,8.0,147.0,TREND,8.0,,
BTCUSDT,2026-08-20 03:11:00+00:00,0.0060273479361175435,0.007427347936117543,TP,8.0,134.0,CHOP,8.0,,
BTCUSDT,2026-08-20 03:11:00+00:00,0.005218198852073836,0.006618198852073836,TP,8.0,120.0,CHOP,8.0,,
BTCUSDT,2026-08-20 03:11:00+00:00,0.004600000000000001,0.006,TP,8.0,32.0,CHOP,8.0,,
NEARUSDT,2026-08-20 03:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,21.0,CHOP,8.0,,
BTCUSDT,2026-08-20 03:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,13.0,CHOP,8.0,,
BTCUSDT,2026-08-20 04:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,38.0,CHOP,8.0,,
SOLUSDT,2026-08-20 06:43:00+00:00,0.004600000000000001,0.006,TP,8.0,275.0,CHOP,8.0,,
SOLUSDT,2026-08-20 08:07:00+00:00,0.006990197630570782,0.008390197630570782,TP,8.0,477.0,TREND,8.0,,
BTCUSDT,2026-08-20 08:10:00+00:00,0.008297685873838811,0.009697685873838811,TP,8.0,2.0,CHOP,8.0,,
ETHUSDT,2026-08-20 08:14:00+00:00,0.008790725504861497,0.010190725504861498,TP,8.0,90.0,CHOP,8.0,,
SOLUSDT,2026-08-20 08:17:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,308.0,TREND,8.0,,
BTCUSDT,2026-08-20 08:52:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,339.0,CHOP,8.0,,
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,351.0,CHOP,8.0,,
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,349.0,CHOP,8.0,,
NEARUSDT,2026-08-20 09:13:00+00:00,-0.0264,-0.025,MAE_KILL,8.0,362.0,CHOP,8.0,,
BTCUSDT,2026-08-20 09:19:00+00:00,-0.0414,-0.04,MAE_KILL,8.0,286.0,CHOP,8.0,,
ETHUSDT,2026-08-20 09:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,8.0,103.0,CHOP,8.0,,
