pair,i,variant,sweep,dir,atr_frac,mfe,mae,ret30,ret60,ret240,t0.6_s1.0,t0.6_s1.5,t0.6_s2.0,t1.0_s1.0,t1.0_s1.5,t1.0_s2.0,t1.6_s1.0,t1.6_s1.5,t1.6_s2.0,ts,hyp
XRPUSDT,28572,A_sweeponly,sell,1,0.0013233324964432107,0.015670767428236736,0.0034417106033977204,-0.0019039250146455301,-0.00014645577035733595,0.010544815465729327,-0.0027233324964432105,-0.003384998744664816,-0.004046664992886422,-0.0027233324964432105,-0.003384998744664816,-0.004046664992886422,-0.0027233324964432105,-0.003384998744664816,-0.004046664992886422,2026-09-01 08:25:00+00:00,REVERSAL
XRPUSDT,28572,A_sweeponly,sell,-1,0.0013233324964432107,0.0034417106033977204,0.015670767428236736,0.0019039250146455301,0.00014645577035733595,-0.010544815465729327,-0.0006060005021340736,-0.0006060005021340736,-0.0006060005021340736,-7.666750355678925e-05,-7.666750355678925e-05,-7.666750355678925e-05,0.0007173319943091373,0.0007173319943091373,0.0007173319943091373,2026-09-01 08:25:00+00:00,CONTINUATION
XRPUSDT,28573,A_sweeponly,sell,1,0.0014125623881721396,0.015893942723211055,0.0032227349300519735,-0.0014648795136600029,0.000292975902731968,0.010766864425400964,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,2026-09-01 08:26:00+00:00,REVERSAL
XRPUSDT,28573,A_sweeponly,sell,-1,0.0014125623881721396,0.0032227349300519735,0.015893942723211055,0.0014648795136600029,-0.000292975902731968,-0.010766864425400964,-0.0005524625670967162,-0.0005524625670967162,-0.0005524625670967162,1.2562388172139647e-05,1.2562388172139647e-05,1.2562388172139647e-05,0.0008600998210754236,0.0008600998210754236,0.0008600998210754236,2026-09-01 08:26:00+00:00,CONTINUATION
XRPUSDT,28573,B_samebar,sell,1,0.0014125623881721396,0.015893942723211055,0.0032227349300519735,-0.0014648795136600029,0.000292975902731968,0.010766864425400964,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,2026-09-01 08:26:00+00:00,REVERSAL
XRPUSDT,28573,B_samebar,sell,-1,0.0014125623881721396,0.0032227349300519735,0.015893942723211055,0.0014648795136600029,-0.000292975902731968,-0.010766864425400964,-0.0005524625670967162,-0.0005524625670967162,-0.0005524625670967162,1.2562388172139647e-05,1.2562388172139647e-05,1.2562388172139647e-05,0.0008600998210754236,0.0008600998210754236,0.0008600998210754236,2026-09-01 08:26:00+00:00,CONTINUATION
XRPUSDT,28573,C_2bar,sell,1,0.0014125623881721396,0.015893942723211055,0.0032227349300519735,-0.0014648795136600029,0.000292975902731968,0.010766864425400964,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,-0.0028125623881721396,-0.0035188435822582093,-0.004225124776344279,2026-09-01 08:26:00+00:00,REVERSAL
XRPUSDT,28573,C_2bar,sell,-1,0.0014125623881721396,0.0032227349300519735,0.015893942723211055,0.0014648795136600029,-0.000292975902731968,-0.010766864425400964,-0.0005524625670967162,-0.0005524625670967162,-0.0005524625670967162,1.2562388172139647e-05,1.2562388172139647e-05,1.2562388172139647e-05,0.0008600998210754236,0.0008600998210754236,0.0008600998210754236,2026-09-01 08:26:00+00:00,CONTINUATION
XRPUSDT,28574,E_mss,sell,-1,0.00148263794295772,0.0018336511662021026,0.017309667008948267,0.0005134223265365432,-0.0018336511662021026,-0.011515329323749485,-0.000510417234225368,-0.000510417234225368,-0.000510417234225368,8.263794295771992e-05,8.263794295771992e-05,8.263794295771992e-05,-0.00288263794295772,-0.0036239569144365796,-0.00436527588591544,2026-09-01 08:27:00+00:00,CONTINUATION
XRPUSDT,28574,A_sweeponly,sell,1,0.00148263794295772,0.017309667008948267,0.0018336511662021026,-0.0005134223265365432,0.0018336511662021026,0.011515329323749485,-0.00288263794295772,-0.000510417234225368,-0.000510417234225368,-0.00288263794295772,8.263794295771992e-05,8.263794295771992e-05,-0.00288263794295772,0.0009722207087323519,0.0009722207087323519,2026-09-01 08:27:00+00:00,REVERSAL
