pair,i,dir,atr_frac,mfe,mae,ret30,ret240,t0.6_s1.0,t0.6_s1.5,t0.6_s2.0,t1.0_s1.0,t1.0_s1.5,t1.0_s2.0,t1.6_s1.0,t1.6_s1.5,t1.6_s2.0,premise,variant,ts
BTCUSDT,7511,1,0.0009688533483389418,0.004609470649821843,0.003901637661070829,-0.00012912118256328315,0.00030180131828062633,-0.0023688533483389417,-0.0028532800225084124,-0.0033377066966778835,-0.0023688533483389417,-0.0028532800225084124,-0.0033377066966778835,-0.0023688533483389417,-0.0028532800225084124,-0.0033377066966778835,MSS,M2_retest,2026-08-17 17:24:00+00:00
BTCUSDT,7511,-1,0.0009688533483389418,0.003901637661070829,0.004609470649821843,0.00012912118256328315,-0.00030180131828062633,-0.0008186879909966349,-0.0008186879909966349,-0.0008186879909966349,-0.0004311466516610582,-0.0004311466516610582,-0.0004311466516610582,0.00015016535734230685,0.00015016535734230685,0.00015016535734230685,MSS,M2_retest,2026-08-17 17:24:00+00:00
BTCUSDT,7576,1,0.000837442780469659,0.0003941167982199801,0.003478778982713236,-0.0009899469183635606,-0.002915533322264984,-0.002237442780469659,-0.0026561641707044887,-0.003074885560939318,-0.002237442780469659,-0.0026561641707044887,-0.003074885560939318,-0.002237442780469659,-0.0026561641707044887,-0.003074885560939318,MSS,M2_retest,2026-08-17 18:29:00+00:00
BTCUSDT,7576,-1,0.000837442780469659,0.003478778982713236,0.0003941167982199801,0.0009899469183635606,0.002915533322264984,-0.0008975343317182046,-0.0008975343317182046,-0.0008975343317182046,-0.0005625572195303409,-0.0005625572195303409,-0.0005625572195303409,-6.009155124854547e-05,-6.009155124854547e-05,-6.009155124854547e-05,MSS,M2_retest,2026-08-17 18:29:00+00:00
BTCUSDT,8732,1,0.0008166266885353792,0.013252544641257365,0.0014957021932291432,0.0007198066804914798,0.007853994537570925,-0.0009100239868787725,-0.0009100239868787725,-0.0009100239868787725,-0.0005833733114646208,-0.0005833733114646208,-0.0005833733114646208,-0.002216626688535379,-0.0026249400328030685,-9.339729834339323e-05,MSS,M2_retest,2026-08-18 13:45:00+00:00
BTCUSDT,8732,-1,0.0008166266885353792,0.0014957021932291432,0.013252544641257365,-0.0007198066804914798,-0.007853994537570925,-0.0009100239868787725,-0.0009100239868787725,-0.0009100239868787725,-0.002216626688535379,-0.0005833733114646208,-0.0005833733114646208,-0.002216626688535379,-9.339729834339323e-05,-9.339729834339323e-05,MSS,M2_retest,2026-08-18 13:45:00+00:00
BTCUSDT,8770,1,0.0008932811337477745,0.0059583011726344615,0.0006295505133080229,0.0001407594513784147,0.0015189646291606728,-0.0008640313197513353,-0.0008640313197513353,-0.0008640313197513353,-0.0005067188662522255,-0.0005067188662522255,-0.0005067188662522255,2.9249813996439335e-05,2.9249813996439335e-05,2.9249813996439335e-05,MSS,M1_break_close,2026-08-18 14:23:00+00:00
BTCUSDT,8770,-1,0.0008932811337477745,0.0006295505133080229,0.0059583011726344615,-0.0001407594513784147,-0.0015189646291606728,-0.0022932811337477745,-0.0027399217006216616,-0.0031865622674955487,-0.0022932811337477745,-0.0027399217006216616,-0.0031865622674955487,-0.0022932811337477745,-0.0027399217006216616,-0.0031865622674955487,MSS,M1_break_close,2026-08-18 14:23:00+00:00
BTCUSDT,8773,1,0.0010793860285752434,0.0027166916184975104,0.0038499313117982487,-0.0022741885001611203,-0.001566491875365309,-0.0007523683828548539,-0.0007523683828548539,-0.0007523683828548539,-0.0003206139714247566,-0.0003206139714247566,-0.0003206139714247566,0.00032701764572038946,0.00032701764572038946,0.00032701764572038946,MSS,M1_break_close,2026-08-18 14:26:00+00:00
BTCUSDT,8773,-1,0.0010793860285752434,0.0038499313117982487,0.0027166916184975104,0.0022741885001611203,0.001566491875365309,-0.0024793860285752434,-0.003019079042862865,0.0003422596645302142,-0.0024793860285752434,-0.003019079042862865,0.0003422596645302142,-0.0024793860285752434,-0.003019079042862865,-0.0035587720571504866,MSS,M1_break_close,2026-08-18 14:26:00+00:00
BTCUSDT,8779,1,0.0015693550484005602,0.0003362588884947465,0.0034304576514322077,-0.0018756459101355609,-0.0013373231941509014,-0.0029693550484005604,-0.00375403257260084,-0.0045387100968011206,-0.0029693550484005604,-0.00375403257260084,-0.0045387100968011206,-0.0029693550484005604,-0.00375403257260084,-0.0045387100968011206,MSS,M2_retest,2026-08-18 14:32:00+00:00
BTCUSDT,8779,-1,0.0015693550484005602,0.0034304576514322077,0.0003362588884947465,0.0018756459101355609,0.0013373231941509014,-0.0004583869709596639,-0.0004583869709596639,-0.0004583869709596639,0.0001693550484005602,0.0001693550484005602,0.0001693550484005602,0.0011109680774408963,0.0011109680774408963,0.0011109680774408963,MSS,M2_retest,2026-08-18 14:32:00+00:00
BTCUSDT,10161,1,0.0008616137557592038,0.0733123214722454,0.003883964073716869,0.001362848383886372,0.04485709319514119,-0.0008830317465444778,-0.0008830317465444778,-0.0008830317465444778,-0.002261613755759204,-0.0026924206336388055,-0.0031232275115184076,-0.002261613755759204,-0.0026924206336388055,-0.0031232275115184076,MSS,M2_retest,2026-08-19 13:34:00+00:00
BTCUSDT,10161,-1,0.0008616137557592038,0.003883964073716869,0.0733123214722454,-0.001362848383886372,-0.04485709319514119,-0.0008830317465444778,-0.0008830317465444778,-0.0008830317465444778,-0.0005383862442407962,-0.0005383862442407962,-0.0005383862442407962,-2.141799078527384e-05,-2.141799078527384e-05,-2.141799078527384e-05,MSS,M2_retest,2026-08-19 13:34:00+00:00
BTCUSDT,10160,1,0.000804083867265534,0.0730762842713287,0.004103024673511126,0.001096497973093553,0.04483492553656135,-0.002204083867265534,-0.0026061258008983007,-0.003008167734531068,-0.002204083867265534,-0.0026061258008983007,-0.003008167734531068,-0.002204083867265534,-0.0026061258008983007,-0.003008167734531068,MSS,M2_retest,2026-08-19 13:33:00+00:00
BTCUSDT,10160,-1,0.000804083867265534,0.004103024673511126,0.0730762842713287,-0.001096497973093553,-0.04483492553656135,-0.0009175496796406796,-0.0009175496796406796,-0.0009175496796406796,-0.0005959161327344659,-0.0005959161327344659,-0.0005959161327344659,-0.00011346581237514533,-0.00011346581237514533,-0.00011346581237514533,MSS,M2_retest,2026-08-19 13:33:00+00:00
BTCUSDT,10163,-1,0.0010693348382659904,0.0014648422441999956,0.0759189186688747,-0.005629620035341224,-0.04867593680516358,-0.0007583990970404058,-0.0007583990970404058,-0.0007583990970404058,-0.0003306651617340096,-0.0003306651617340096,-0.0003306651617340096,-0.0024693348382659906,-0.0030040022573989853,-0.003538669676531981,MSS,M1_break_close,2026-08-19 13:36:00+00:00
BTCUSDT,10163,1,0.0010693348382659904,0.0759189186688747,0.0014648422441999956,0.005629620035341224,0.04867593680516358,-0.0024693348382659906,-0.0007583990970404058,-0.0007583990970404058,-0.0024693348382659906,-0.0003306651617340096,-0.0003306651617340096,-0.0024693348382659906,0.00031093574122558463,0.00031093574122558463,MSS,M1_break_close,2026-08-19 13:36:00+00:00
BTCUSDT,10164,-1,0.0011187371220143115,0.0008208407136993546,0.07661282856772555,-0.006608384918749158,-0.04883076486308,-0.0007287577267914131,-0.0007287577267914131,-0.0007287577267914131,-0.0025187371220143115,-0.003078105683021467,-0.0036374742440286227,-0.0025187371220143115,-0.003078105683021467,-0.0036374742440286227,MSS,M2_retest,2026-08-19 13:37:00+00:00
BTCUSDT,10164,1,0.0011187371220143115,0.07661282856772555,0.0008208407136993546,0.006608384918749158,0.04883076486308,-0.0007287577267914131,-0.0007287577267914131,-0.0007287577267914131,-0.0002812628779856885,-0.0002812628779856885,-0.0002812628779856885,0.0003899793952228984,0.0003899793952228984,0.0003899793952228984,MSS,M2_retest,2026-08-19 13:37:00+00:00
