pair,i,dir,atr_frac,mfe,mae,ret30,ret240,t0.6_s1.0,t0.6_s1.5,t0.6_s2.0,t1.0_s1.0,t1.0_s1.5,t1.0_s2.0,t1.6_s1.0,t1.6_s1.5,t1.6_s2.0,premise,variant,ts
SOLUSDT,17238,1,0.0011378254923947364,0.025323372106463203,0.011579400855320577,0.003435992812785657,0.021277937143397596,-0.0007173047045631581,-0.0007173047045631581,-0.0007173047045631581,-0.0002621745076052636,-0.0002621745076052636,-0.0002621745076052636,0.00042052078783157837,0.00042052078783157837,0.00042052078783157837,MSS,M1_break_close,2026-08-24 11:31:00+00:00
SOLUSDT,17238,-1,0.0011378254923947364,0.011579400855320577,0.025323372106463203,-0.003435992812785657,-0.021277937143397596,-0.0025378254923947366,-0.003106738238592105,-0.003675650984789473,-0.0025378254923947366,-0.003106738238592105,-0.003675650984789473,-0.0025378254923947366,-0.003106738238592105,-0.003675650984789473,MSS,M1_break_close,2026-08-24 11:31:00+00:00
SOLUSDT,17242,1,0.0016670994856916171,0.019442529095885727,0.017248584383292697,-0.0023924444723040514,0.013497983660335585,-0.0003997403085850297,-0.0003997403085850297,-0.0003997403085850297,0.00026709948569161716,0.00026709948569161716,0.00026709948569161716,0.0012673591771065874,0.0012673591771065874,0.0012673591771065874,MSS,M1_break_close,2026-08-24 11:35:00+00:00
SOLUSDT,17242,-1,0.0016670994856916171,0.017248584383292697,0.019442529095885727,0.0023924444723040514,-0.013497983660335585,-0.0030670994856916173,-0.003900649228537426,-0.0047341989713832345,-0.0030670994856916173,-0.003900649228537426,-0.0047341989713832345,-0.0030670994856916173,-0.003900649228537426,-0.0047341989713832345,MSS,M1_break_close,2026-08-24 11:35:00+00:00
SOLUSDT,17245,1,0.0017773457011942021,0.018474256071976496,0.018182007953323847,-0.0030372929474266177,0.010301746182509045,-0.0003335925792834788,-0.0003335925792834788,-0.0003335925792834788,0.00037734570119420216,0.00037734570119420216,0.00037734570119420216,0.0014437531219107238,0.0014437531219107238,0.0014437531219107238,MSS,M2_retest,2026-08-24 11:38:00+00:00
SOLUSDT,17245,-1,0.0017773457011942021,0.018182007953323847,0.018474256071976496,0.0030372929474266177,-0.010301746182509045,-0.009582947322276675,-0.0003335925792834788,-0.0003335925792834788,-0.0031773457011942024,-0.004066018551791303,-0.0049546914023884045,-0.0031773457011942024,-0.004066018551791303,-0.0049546914023884045,MSS,M2_retest,2026-08-24 11:38:00+00:00
SOLUSDT,17282,-1,0.0022111254522756835,0.002877636952243981,0.032341677069888365,-0.016112651023042213,-0.027263494212987432,-0.0036111254522756837,-0.004716688178413525,-0.005822250904551367,-0.0036111254522756837,-0.004716688178413525,-0.005822250904551367,-0.0036111254522756837,-0.004716688178413525,-0.005822250904551367,MSS,M1_break_close,2026-08-24 12:15:00+00:00
SOLUSDT,17282,1,0.0022111254522756835,0.032341677069888365,0.002877636952243981,0.016112651023042213,0.027263494212987432,-7.332472863458999e-05,-7.332472863458999e-05,-7.332472863458999e-05,0.0008111254522756835,0.0008111254522756835,0.0008111254522756835,0.0021378007236410937,0.0021378007236410937,0.0021378007236410937,MSS,M1_break_close,2026-08-24 12:15:00+00:00
SOLUSDT,17289,-1,0.0026946825729872556,0.01122534620226598,0.02369911875786824,-0.008917331095258168,-0.020226605119597268,-0.004094682572987255,-0.005442023859480884,-0.0067893651459745115,-0.004094682572987255,-0.005442023859480884,-0.0067893651459745115,-0.004094682572987255,-0.005442023859480884,-0.0067893651459745115,MSS,M2_retest,2026-08-24 12:22:00+00:00
SOLUSDT,17289,1,0.0026946825729872556,0.02369911875786824,0.01122534620226598,0.008917331095258168,0.020226605119597268,0.00021680954379235326,0.00021680954379235326,0.00021680954379235326,0.0012946825729872556,0.0012946825729872556,0.0012946825729872556,0.0029114921167796093,0.0029114921167796093,0.0029114921167796093,MSS,M2_retest,2026-08-24 12:22:00+00:00
SOLUSDT,17297,1,0.0016987441081108617,0.01917633665124342,0.015593829313892348,0.0032378346197633485,0.014298695465987069,0.015290515233489644,-0.00038075353513348305,-0.00038075353513348305,-0.003098744108110862,-0.003948116162166292,-0.004797488216221724,-0.003098744108110862,-0.003948116162166292,-0.004797488216221724,MSS,M1_break_close,2026-08-24 12:30:00+00:00
SOLUSDT,17297,-1,0.0016987441081108617,0.015593829313892348,0.01917633665124342,-0.0032378346197633485,-0.014298695465987069,-0.00038075353513348305,-0.00038075353513348305,-0.00038075353513348305,0.0002987441081108617,0.0002987441081108617,0.0002987441081108617,0.001317990572977379,0.001317990572977379,0.001317990572977379,MSS,M1_break_close,2026-08-24 12:30:00+00:00
SOLUSDT,17298,1,0.0017932828513122592,0.021181518497200423,0.013657056145675335,0.004740725236774514,0.015530322850714191,0.015511726230966453,0.015511726230966453,-0.0003240302892126446,-0.003193282851312259,-0.004089924276968389,0.0003932828513122592,-0.003193282851312259,-0.004089924276968389,0.0014692525620996148,MSS,M2_retest,2026-08-24 12:31:00+00:00
SOLUSDT,17298,-1,0.0017932828513122592,0.013657056145675335,0.021181518497200423,-0.004740725236774514,-0.015530322850714191,-0.0003240302892126446,-0.0003240302892126446,-0.0003240302892126446,0.0003932828513122592,0.0003932828513122592,0.0003932828513122592,0.0014692525620996148,0.0014692525620996148,0.0014692525620996148,MSS,M2_retest,2026-08-24 12:31:00+00:00
SOLUSDT,17317,1,0.0017170044898297465,0.011474832075628156,0.023032589766978962,-0.0026847168090223107,-0.0024048428559581988,-0.0031170044898297467,-0.0039755067347446195,-0.004834008979659493,-0.0031170044898297467,-0.0039755067347446195,-0.004834008979659493,-0.0031170044898297467,-0.0039755067347446195,-0.004834008979659493,MSS,M1_break_close,2026-08-24 12:50:00+00:00
SOLUSDT,17317,-1,0.0017170044898297465,0.023032589766978962,0.011474832075628156,0.0026847168090223107,0.0024048428559581988,-0.00036979730610215214,-0.00036979730610215214,-0.00036979730610215214,0.0003170044898297465,0.0003170044898297465,0.0003170044898297465,0.0013472071837275946,0.0013472071837275946,0.0013472071837275946,MSS,M1_break_close,2026-08-24 12:50:00+00:00
SOLUSDT,17318,1,0.0019203265000601274,0.01445071681793137,0.0201582301510567,-0.0003326783727868725,0.0014866564783915072,-0.00024780409996392355,-0.00024780409996392355,-0.00024780409996392355,0.0005203265000601274,0.0005203265000601274,0.0005203265000601274,-0.003320326500060127,-0.0042804897500901915,0.0016725224000962039,MSS,M2_retest,2026-08-24 12:51:00+00:00
SOLUSDT,17318,-1,0.0019203265000601274,0.0201582301510567,0.01445071681793137,0.0003326783727868725,-0.0014866564783915072,-0.00024780409996392355,-0.00024780409996392355,-0.00024780409996392355,-0.003320326500060127,0.0005203265000601274,0.0005203265000601274,-0.003320326500060127,0.0016725224000962039,0.0016725224000962039,MSS,M2_retest,2026-08-24 12:51:00+00:00
SOLUSDT,17358,-1,0.001888240115343432,0.013254323882909725,0.021598475648058838,0.004868294317182497,0.005779136479752154,-0.0002670559307939408,-0.0002670559307939408,-0.0002670559307939408,0.0004882401153434321,0.0004882401153434321,0.0004882401153434321,0.0016211841845494917,0.0016211841845494917,0.0016211841845494917,MSS,M1_break_close,2026-08-24 13:31:00+00:00
SOLUSDT,17358,1,0.001888240115343432,0.021598475648058838,0.013254323882909725,-0.004868294317182497,-0.005779136479752154,-0.0032882401153434323,-0.004232360173015148,-0.005176480230686864,-0.0032882401153434323,-0.004232360173015148,-0.005176480230686864,-0.0032882401153434323,-0.004232360173015148,-0.005176480230686864,MSS,M1_break_close,2026-08-24 13:31:00+00:00
SOLUSDT,17368,-1,0.0034543615836409177,0.005665333853798581,0.029455516051779117,-0.007363879012944742,-0.0034181902581577437,0.0006726169501845506,0.0006726169501845506,0.0006726169501845506,0.002054361583640918,0.002054361583640918,0.002054361583640918,0.004126978533825468,0.004126978533825468,0.004126978533825468,MSS,M1_break_close,2026-08-24 13:41:00+00:00
SOLUSDT,17368,1,0.0034543615836409177,0.029455516051779117,0.005665333853798581,0.007363879012944742,0.0034181902581577437,-0.0048543615836409175,-0.0065815423754613765,0.0006726169501845506,-0.0048543615836409175,-0.0065815423754613765,0.002054361583640918,-0.0048543615836409175,-0.0065815423754613765,0.004126978533825468,MSS,M1_break_close,2026-08-24 13:41:00+00:00
SOLUSDT,17376,-1,0.0033190764936596277,0.005632053225534895,0.0272338723260905,-0.00715849755768899,-0.0026423277749704245,0.0005914458961957766,0.0005914458961957766,0.0005914458961957766,0.0019190764936596277,0.0019190764936596277,0.0019190764936596277,0.0039105223898554045,0.0039105223898554045,0.0039105223898554045,MSS,M2_retest,2026-08-24 13:49:00+00:00
SOLUSDT,17376,1,0.0033190764936596277,0.0272338723260905,0.005632053225534895,0.00715849755768899,0.0026423277749704245,-0.004719076493659628,-0.006378614740489442,0.0005914458961957766,-0.004719076493659628,-0.006378614740489442,0.0019190764936596277,-0.004719076493659628,-0.006378614740489442,0.0039105223898554045,MSS,M2_retest,2026-08-24 13:49:00+00:00
SOLUSDT,17464,1,0.0017142384453238636,0.008975194135103504,0.020442348853801574,-0.0012718305053200222,-0.011425794377061595,-0.0003714569328056819,-0.0003714569328056819,-0.0003714569328056819,0.0003142384453238636,0.0003142384453238636,0.0003142384453238636,0.0013427815125181821,0.0013427815125181821,0.0013427815125181821,MSS,M1_break_close,2026-08-24 15:17:00+00:00
SOLUSDT,17464,-1,0.0017142384453238636,0.020442348853801574,0.008975194135103504,0.0012718305053200222,0.011425794377061595,-0.0003714569328056819,-0.0003714569328056819,-0.0003714569328056819,-0.003114238445323864,-0.003971357667985795,-0.004828476890647727,-0.003114238445323864,-0.003971357667985795,-0.004828476890647727,MSS,M1_break_close,2026-08-24 15:17:00+00:00
SOLUSDT,17466,1,0.0015444215257908985,0.009977746726698739,0.01946902654867257,-0.0006831237385497935,-0.010443512912073698,-0.0004733470845254609,-0.0004733470845254609,-0.0004733470845254609,0.0001444215257908985,0.0001444215257908985,0.0001444215257908985,0.0010710744412654376,0.0010710744412654376,0.0010710744412654376,MSS,M2_retest,2026-08-24 15:19:00+00:00
SOLUSDT,17466,-1,0.0015444215257908985,0.01946902654867257,0.009977746726698739,0.0006831237385497935,0.010443512912073698,-0.0029444215257908987,-0.0037166322886863475,-0.004488843051581797,-0.0029444215257908987,-0.0037166322886863475,-0.004488843051581797,-0.0029444215257908987,-0.0037166322886863475,-0.004488843051581797,MSS,M2_retest,2026-08-24 15:19:00+00:00
SOLUSDT,17468,1,0.001606013858868222,0.0064152149922130424,0.022927689594356253,-0.005084728281609322,-0.014594098414761102,-0.00043639168467906676,-0.00043639168467906676,-0.00043639168467906676,0.0002060138588682221,0.0002060138588682221,0.0002060138588682221,0.0011696221741891554,0.0011696221741891554,0.0011696221741891554,MSS,M1_break_close,2026-08-24 15:21:00+00:00
SOLUSDT,17468,-1,0.001606013858868222,0.022927689594356253,0.0064152149922130424,0.005084728281609322,0.014594098414761102,-0.0030060138588682223,-0.003809020788302333,-0.004612027717736444,-0.0030060138588682223,-0.003809020788302333,-0.004612027717736444,-0.0030060138588682223,-0.003809020788302333,-0.004612027717736444,MSS,M1_break_close,2026-08-24 15:21:00+00:00
SOLUSDT,17480,1,0.0030545914096444604,0.008081601438566358,0.020968758719758694,0.0001756869877948793,-0.00787491086469002,0.0004327548457866762,0.0004327548457866762,0.0004327548457866762,0.0016545914096444605,0.0016545914096444605,0.0016545914096444605,-0.004454591409644461,-0.005981887114466691,-0.007509182819288921,MSS,M2_retest,2026-08-24 15:33:00+00:00
SOLUSDT,17480,-1,0.0030545914096444604,0.020968758719758694,0.008081601438566358,-0.0001756869877948793,0.00787491086469002,-0.004454591409644461,0.0004327548457866762,0.0004327548457866762,-0.004454591409644461,0.0016545914096444605,0.0016545914096444605,-0.004454591409644461,0.003487346255431137,0.003487346255431137,MSS,M2_retest,2026-08-24 15:33:00+00:00
SOLUSDT,17469,1,0.001762824752146389,0.0038372116947512545,0.025430528979692696,-0.007262926156821627,-0.017190296895253445,-0.0003423051487121665,-0.0003423051487121665,-0.0003423051487121665,0.0003628247521463891,0.0003628247521463891,0.0003628247521463891,0.0014205196034342228,0.0014205196034342228,0.0014205196034342228,MSS,M1_break_close,2026-08-24 15:22:00+00:00
SOLUSDT,17469,-1,0.001762824752146389,0.025430528979692696,0.0038372116947512545,0.007262926156821627,0.017190296895253445,0.01594460835750887,0.01594460835750887,-0.0003423051487121665,-0.0031628247521463893,-0.004044237128219583,-0.004925649504292778,-0.0031628247521463893,-0.004044237128219583,-0.004925649504292778,MSS,M1_break_close,2026-08-24 15:22:00+00:00
SOLUSDT,17476,1,0.0028679675963783915,0.004251945805707663,0.024688053370670943,-0.006269818391467372,-0.01243668409998763,-0.004267967596378391,-0.005701951394567587,-0.007135935192756783,-0.004267967596378391,-0.005701951394567587,-0.007135935192756783,-0.004267967596378391,-0.005701951394567587,-0.007135935192756783,MSS,M2_retest,2026-08-24 15:29:00+00:00
SOLUSDT,17476,-1,0.0028679675963783915,0.024688053370670943,0.004251945805707663,0.006269818391467372,0.01243668409998763,0.0003207805578270349,0.0003207805578270349,0.0003207805578270349,0.0014679675963783915,0.0014679675963783915,0.0014679675963783915,0.003188748154205426,0.003188748154205426,0.003188748154205426,MSS,M2_retest,2026-08-24 15:29:00+00:00
SOLUSDT,17489,-1,0.0029176448966040792,0.017119023904382528,0.012045567729083679,-0.0025419156706507776,0.001960906374502066,0.00035058693796244747,0.00035058693796244747,0.00035058693796244747,-0.004317644896604079,-0.005776467344906119,-0.007235289793208159,-0.004317644896604079,-0.005776467344906119,-0.007235289793208159,MSS,M1_break_close,2026-08-24 15:42:00+00:00
