pair,ts,net_frac,gross_frac,exit_type,mfe,mae,tp_frac,lev,hold_min,regime,atr_frac,armed,post_arm_dd
NEARUSDT,2026-08-25 00:00:00+00:00,0.004600000000000001,0.006,TP,0.006074333367651503,0.003294553690929776,0.006,10,17.0,CHOP,0.0011803032754335138,False,0.0
BTCUSDT,2026-08-25 00:44:00+00:00,0.004600000000000001,0.006,TP,0.00607986769883233,0.0034698619157289157,0.006,10,126.0,CHOP,0.0005546669932646573,False,0.0
BTCUSDT,2026-08-25 00:45:00+00:00,0.004600000000000001,0.006,TP,0.00730837066920757,0.003162568167534911,0.006,10,45.0,CHOP,0.0005448334583494222,False,0.0
NEARUSDT,2026-08-25 00:47:00+00:00,0.004600000000000001,0.006,TP,0.00831505381829311,0.0001020252002244442,0.006,10,3.0,CHOP,0.0020332164901873647,False,0.0
SOLUSDT,2026-08-25 01:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003931873670173752,0.006363556139507986,0.007717510214887317,10,18.0,TREND,0.0048234438843045725,False,0.0
ETHUSDT,2026-08-25 01:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004336732647051722,0.0040318374748259805,0.006,10,44.0,CHOP,0.0019342503877097575,False,0.0
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,0.006,TP,0.013702562868185858,0.01701349320074575,0.006,10,654.0,CHOP,0.0014126122679756236,False,0.0
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,0.006,TP,0.012804871938755097,0.017883983325985044,0.006,10,647.0,CHOP,0.001871406955904341,False,0.0
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,0.006,TP,0.013271929824561476,0.0045601503759397765,0.006,10,72.0,TREND,0.0014202470461868802,False,0.0
ETHUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,0.006,TP,0.007334786930451863,0.0030461410202968823,0.006,10,44.0,TREND,0.001367327961742255,False,0.0
XRPUSDT,2026-08-25 02:28:00+00:00,0.004600000000000001,0.006,TP,0.009314529353886514,0.0,0.006,10,3.0,CHOP,0.0032422808414936948,False,0.0
BTCUSDT,2026-08-25 02:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003302786377708942,0.002105263157894737,0.006,10,12.0,CHOP,0.0025466607695709864,False,0.0
BTCUSDT,2026-08-25 02:41:00+00:00,0.004600000000000001,0.006,TP,0.006826247510682674,0.000801045575277276,0.006,10,18.0,CHOP,0.002723058952490304,False,0.0
BTCUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00537839954567553,0.003010270553169728,0.006,10,25.0,CHOP,0.002068445255620241,False,0.0
ETHUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004908482222636869,0.0018386952015218316,0.006,10,11.0,CHOP,0.002465303917992248,False,0.0
BTCUSDT,2026-08-25 03:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003910302252111006,0.0031195660122229118,0.006,10,57.0,TREND,0.0015321621253630176,False,0.0
BTCUSDT,2026-08-25 04:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003545822023811704,0.004496504442516639,0.006,10,68.0,TREND,0.0016581979337816411,False,0.0
BTCUSDT,2026-08-25 04:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004172434151447877,0.0,0.006,10,11.0,TREND,0.0011992115821725768,False,0.0
BTCUSDT,2026-08-25 04:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030068013349203943,0.001246207330134398,0.006,10,9.0,CHOP,0.0011518676070227751,False,0.0
BTCUSDT,2026-08-25 04:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037312644149773504,0.0013900545204747435,0.006,10,24.0,CHOP,0.0012739798170335723,False,0.0
SOLUSDT,2026-08-25 05:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005770767364091108,0.0022195259092657247,0.006,10,25.0,CHOP,0.0017340486548263756,False,0.0
BTCUSDT,2026-08-25 05:32:00+00:00,0.004600000000000001,0.006,TP,0.006141730518498004,0.0,0.006,10,32.0,CHOP,0.0006256652251638824,False,0.0
NEARUSDT,2026-08-25 06:41:00+00:00,0.004600000000000001,0.006,TP,0.007534766118836984,0.014715549936788938,0.006,10,158.0,CHOP,0.002625970742279204,False,0.0
NEARUSDT,2026-08-25 06:49:00+00:00,-0.0264,-0.025,MAE_KILL,0.002246181491464374,0.02605570530098833,0.006126727420527956,10,260.0,CHOP,0.0038292046378299725,False,0.0
BTCUSDT,2026-08-25 07:49:00+00:00,0.004600000000000001,0.006,TP,0.010827518462912225,0.003272222863834548,0.006,10,68.0,CHOP,0.000735873160161863,False,0.0
BTCUSDT,2026-08-25 07:49:00+00:00,0.004600000000000001,0.006,TP,0.010724323411315994,0.003376888865705747,0.006,10,60.0,CHOP,0.0005248167532578748,False,0.0
BTCUSDT,2026-08-25 09:51:00+00:00,0.004600000000000001,0.006,TP,0.007425491177056926,0.005824283437593649,0.006,10,117.0,CHOP,0.0018767931636902056,False,0.0
BTCUSDT,2026-08-25 09:52:00+00:00,0.004600000000000001,0.006,TP,0.006853152827192507,0.007769000381917334,0.006,10,120.0,CHOP,0.001782160732591884,False,0.0
SOLUSDT,2026-08-25 12:03:00+00:00,-0.0414,-0.04,MAE_KILL,0.0011436279397103242,0.04011494926983754,0.006,10,391.0,CHOP,0.0020819893261392387,False,0.0
BTCUSDT,2026-08-25 12:07:00+00:00,0.004600000000000001,0.006,TP,0.006516566729138146,0.0033744702132280885,0.006,10,131.0,CHOP,0.001688588214323583,False,0.0
BTCUSDT,2026-08-25 12:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005301097533364354,0.004944402352164319,0.006,10,138.0,CHOP,0.0016025082140178025,False,0.0
BTCUSDT,2026-08-25 12:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005137508365371673,8.223049587519181e-05,0.006,10,9.0,CHOP,0.0008526669879981875,False,0.0
ETHUSDT,2026-08-25 12:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003115100744545558,0.003520185366723131,0.006,10,17.0,CHOP,0.0012343507130068395,False,0.0
BTCUSDT,2026-08-25 12:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035940886499592805,0.0005618141397078682,0.006,10,4.0,TREND,0.0011406584403742598,False,0.0
NEARUSDT,2026-08-25 13:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030087669243139634,0.009700679566322529,0.006,10,44.0,CHOP,0.0024233172025878323,False,0.0
BTCUSDT,2026-08-25 13:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003380445462231207,0.003608939710523028,0.006,10,56.0,TREND,0.0012724953494167028,False,0.0
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,0.006,TP,0.006039057835690383,0.03440506242099511,0.006,10,1228.0,CHOP,0.001911574212233737,False,0.0
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,0.006,TP,0.008259749629117845,0.03209401101469307,0.006,10,1110.0,CHOP,0.0011613656883892748,False,0.0
BTCUSDT,2026-08-25 13:51:00+00:00,0.004600000000000001,0.006,TP,0.008220698835612845,0.00593053814330581,0.006,10,27.0,TREND,0.001282714993575527,False,0.0
BTCUSDT,2026-08-25 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035490498857821797,0.036996388417412165,0.006,10,1439.0,CHOP,0.0025023107929984904,False,0.0
NEARUSDT,2026-08-25 14:06:00+00:00,0.00519306017368331,0.0065930601736833095,TP,0.009089476172962798,0.001313508117480138,0.0065930601736833095,10,6.0,CHOP,0.004120662608552068,False,0.0
BTCUSDT,2026-08-25 14:25:00+00:00,0.004600000000000001,0.006,TP,0.006280360155281322,0.00011305664519024931,0.006,10,19.0,TREND,0.0017773303097788529,False,0.0
BTCUSDT,2026-08-25 14:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003439976830744287,0.0010977573121640225,0.006,10,10.0,CHOP,0.0013936964953971498,False,0.0
ETHUSDT,2026-08-25 14:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004448938321536906,0.014151668351870489,0.006,10,97.0,CHOP,0.0007323414704607934,False,0.0
SOLUSDT,2026-08-25 14:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003255600346991913,0.001847221513496937,0.006,10,20.0,CHOP,0.002108194402933401,False,0.0
NEARUSDT,2026-08-25 15:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0049504950495049835,0.00026055237102654764,0.006,10,8.0,CHOP,0.0013437057991513362,False,0.0
BTCUSDT,2026-08-25 15:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003348071922293484,0.0026420846704782036,0.006,10,73.0,CHOP,0.0015134612987098514,False,0.0
BTCUSDT,2026-08-25 16:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037150280709238323,0.0034702198352718192,0.006,10,61.0,CHOP,0.0011198444476212045,False,0.0
SOLUSDT,2026-08-25 17:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005355025957568582,0.007920124269304578,0.006,10,89.0,CHOP,0.001371604931062074,False,0.0
NEARUSDT,2026-08-25 17:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005717916137230063,0.0017471410419313102,0.006,10,14.0,CHOP,0.002802232710110713,False,0.0
XRPUSDT,2026-08-25 18:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0034538805363674013,0.010767980495733308,0.006,10,139.0,CHOP,0.001838199725237538,False,0.0
ETHUSDT,2026-08-25 18:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0039480464676546504,0.0010468612421943436,0.006,10,57.0,CHOP,0.0010413544970109918,False,0.0
BTCUSDT,2026-08-25 20:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030534214780703972,0.014916212736582744,0.006,10,416.0,CHOP,0.002469022381974988,False,0.0
SOLUSDT,2026-08-25 21:07:00+00:00,0.004600000000000001,0.006,TP,0.008209756702052973,0.02003387170060719,0.006,10,429.0,TREND,0.003620259289638458,False,0.0
ETHUSDT,2026-08-25 21:07:00+00:00,0.004600000000000001,0.006,TP,0.0067297288435686714,0.0003606675628709585,0.006,10,15.0,CHOP,0.0017228316619280497,False,0.0
BTCUSDT,2026-08-25 21:08:00+00:00,-0.0414,-0.04,MAE_KILL,0.00029479786610742457,0.04024175891948564,0.006,10,1106.0,TREND,0.0015815650013435612,False,0.0
XRPUSDT,2026-08-25 21:08:00+00:00,-0.0414,-0.04,MAE_KILL,0.0025011829919556793,0.05211924558913011,0.006,10,532.0,TREND,0.002216299214879627,False,0.0
BTCUSDT,2026-08-25 21:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004271612079269281,0.039852169973817464,0.006,10,1885.0,CHOP,0.002759473103249558,False,0.0
BTCUSDT,2026-08-25 21:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005770390587465702,0.016336236417348993,0.006,10,440.0,CHOP,0.002441080391186182,False,0.0
ETHUSDT,2026-08-25 21:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003418697932736787,0.0012259590661318597,0.006,10,10.0,TREND,0.0025341972642188826,False,0.0
XRPUSDT,2026-08-25 21:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.007816316560820782,0.0010468281108240874,0.008286890721115048,10,11.0,CHOP,0.005179306700696904,False,0.0
BTCUSDT,2026-08-25 22:08:00+00:00,0.004600000000000001,0.006,TP,0.00677266020289907,0.0002706000684158292,0.006,10,42.0,TREND,0.0010978996037277404,False,0.0
BTCUSDT,2026-08-25 22:08:00+00:00,0.004600000000000001,0.006,TP,0.006125406276946903,0.0006403485945496014,0.006,10,37.0,CHOP,0.0009287241354929411,False,0.0
ETHUSDT,2026-08-25 23:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033374183006536244,0.0029738562091504083,0.006,10,62.0,CHOP,0.0010658846872081825,False,0.0
BTCUSDT,2026-08-26 00:09:00+00:00,0.004600000000000001,0.006,TP,0.006950471231291622,0.0017090698701258784,0.006,10,58.0,CHOP,0.0005634365989273924,False,0.0
BTCUSDT,2026-08-26 03:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004144106912633938,0.008051154176243146,0.006,10,295.0,CHOP,0.0008751648234629881,False,0.0
BTCUSDT,2026-08-26 05:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005522016573641971,0.0016803936777717112,0.006,10,137.0,CHOP,0.0004562514675878007,False,0.0
SOLUSDT,2026-08-26 10:16:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005826755297050343,0.015018695471541317,0.006,10,784.0,CHOP,0.0031789720458187615,False,0.0
ETHUSDT,2026-08-26 10:39:00+00:00,0.004600000000000001,0.006,TP,0.00790052520536882,0.0007467955126975345,0.006,10,21.0,CHOP,0.0006223295939146474,False,0.0
BTCUSDT,2026-08-26 15:04:00+00:00,0.004600000000000001,0.006,TP,0.006313411099255868,0.014577588095076538,0.006,10,1074.0,TREND,0.0016406122341804683,False,0.0
BTCUSDT,2026-08-26 15:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005550428139260627,0.015356611803312312,0.006,10,1082.0,TREND,0.0014640604742127584,False,0.0
SOLUSDT,2026-08-26 22:15:00+00:00,0.004600000000000001,0.006,TP,0.0073046760071830644,0.03741617377012579,0.006,10,1668.0,CHOP,0.0010435251438832846,False,0.0
SOLUSDT,2026-08-26 22:15:00+00:00,0.004600000000000001,0.006,TP,0.007141190671819763,0.037572400921051234,0.006,10,1664.0,CHOP,0.0010303138327239928,False,0.0
BTCUSDT,2026-08-26 22:30:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036728575950854925,0.013718866842702859,0.006,10,710.0,CHOP,0.0006632683547075761,False,0.0
SOLUSDT,2026-08-26 23:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004931775439158047,0.005351926693609665,0.006287977957779038,10,36.0,TREND,0.003929986223611898,False,0.0
BTCUSDT,2026-08-26 23:46:00+00:00,0.004600000000000001,0.006,TP,0.006048879215654404,0.00043224441641918557,0.006,10,40.0,CHOP,0.0005065250745349355,False,0.0
BTCUSDT,2026-08-27 00:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0045100451004510414,0.0033219217641092453,0.006,10,107.0,CHOP,0.0007819273239172232,False,0.0
BTCUSDT,2026-08-27 01:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0046375121230754,0.000978720437127951,0.006,10,80.0,CHOP,0.0008233277400414041,False,0.0
SOLUSDT,2026-08-27 01:29:00+00:00,0.004600000000000001,0.006,TP,0.00611663169563319,0.0003266162555920786,0.006,10,4.0,TREND,0.0012930327521166584,False,0.0
NEARUSDT,2026-08-27 04:36:00+00:00,-0.0264,-0.025,MAE_KILL,0.0006317119393557012,0.0256896188671299,0.006,10,290.0,TREND,0.0013950305327437406,False,0.0
BTCUSDT,2026-08-27 08:04:00+00:00,0.004600000000000001,0.006,TP,0.006751340199918584,0.01751599818140609,0.006,10,1599.0,CHOP,0.0008667811157866355,False,0.0
ETHUSDT,2026-08-27 08:04:00+00:00,0.004600000000000001,0.006,TP,0.006738851517440726,0.00875331246927333,0.006,10,395.0,CHOP,0.0009130167409241943,False,0.0
ETHUSDT,2026-08-27 08:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036419711272179054,0.011802536628905413,0.006,10,586.0,TREND,0.0016388300836605945,False,0.0
ETHUSDT,2026-08-27 08:09:00+00:00,-0.0414,-0.04,MAE_KILL,0.002786914264308142,0.040251769093655854,0.006,10,2095.0,TREND,0.0023446776053590683,False,0.0
SOLUSDT,2026-08-27 08:09:00+00:00,0.004600000000000001,0.006,TP,0.012912133321665771,5.833795175451611e-05,0.006,10,1.0,CHOP,0.002943983065326018,False,0.0
BTCUSDT,2026-08-27 08:10:00+00:00,0.004600000000000001,0.006,TP,0.007288809948506576,0.00025103377981176476,0.006,10,5.0,CHOP,0.0010674792496162253,False,0.0
SOLUSDT,2026-08-27 08:25:00+00:00,0.006042294059953992,0.007442294059953992,TP,0.007758863457598215,0.003301644024509885,0.007442294059953992,10,11.0,CHOP,0.004651433787471244,False,0.0
ETHUSDT,2026-08-27 08:29:00+00:00,-0.0414,-0.04,MAE_KILL,0.0022940109488752145,0.040569932451842046,0.006,10,1940.0,CHOP,0.0011604893108352235,False,0.0
ETHUSDT,2026-08-27 08:30:00+00:00,-0.0414,-0.04,MAE_KILL,0.0016358023426002438,0.04369519139707356,0.006,10,1045.0,CHOP,0.0013769320828689112,False,0.0
ETHUSDT,2026-08-27 08:30:00+00:00,0.004600000000000001,0.006,TP,0.008445470858768183,0.005399238640009687,0.006,10,20.0,CHOP,0.0021269299264727957,False,0.0
BTCUSDT,2026-08-27 08:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0031027071433865233,0.002509801162949762,0.006,10,27.0,TREND,0.0016681761483470575,False,0.0
BTCUSDT,2026-08-27 08:43:00+00:00,0.004600000000000001,0.006,TP,0.006240799224932999,0.0008669174729795309,0.006,10,26.0,TREND,0.0016681375923672359,False,0.0
SOLUSDT,2026-08-27 08:45:00+00:00,0.004600000000000001,0.006,TP,0.009551594981561228,0.000991748269254787,0.006,10,6.0,CHOP,0.00293466703530542,False,0.0
SOLUSDT,2026-08-27 08:48:00+00:00,0.004600000000000001,0.006,TP,0.0065929432508576805,0.0057496598117944145,0.006,10,17.0,CHOP,0.002926166154216832,False,0.0
NEARUSDT,2026-08-27 08:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0038673748259681648,0.004383024802763859,0.006,10,6.0,TREND,0.002489852745099479,False,0.0
BTCUSDT,2026-08-27 08:55:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004516727714274556,4.0182175940132196e-05,0.006,10,28.0,TREND,0.000893694645240725,False,0.0
SOLUSDT,2026-08-27 09:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033437125748503353,0.0001341317365269058,0.006,10,9.0,TREND,0.003150727117194173,False,0.0
XRPUSDT,2026-08-27 09:25:00+00:00,0.004600000000000001,0.006,TP,0.007374939121964755,0.0045223683295066795,0.006,10,52.0,CHOP,0.0020623987436761216,False,0.0
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,0.0076235999483655935,0.0019225057242795202,0.006,10,51.0,TREND,0.0009455870723395808,False,0.0
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,0.00636236304897759,0.0031717938158781723,0.006,10,43.0,TREND,0.001004663634824199,False,0.0
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,0.007344594543800659,0.002198867864955684,0.006,10,38.0,TREND,0.001029449615408437,False,0.0
BTCUSDT,2026-08-27 10:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005452643409413581,0.009748779521040368,0.006,10,87.0,TREND,0.0008367385849109841,False,0.0
BTCUSDT,2026-08-27 10:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005670909188954607,0.009527177600284887,0.006,10,93.0,TREND,0.0010058545410180605,False,0.0
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035361345213405404,0.0006720539854057511,0.006,10,13.0,CHOP,0.0013169207401602517,False,0.0
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003159220172764465,0.0008758856246685217,0.006,10,10.0,CHOP,0.0012755005868559349,False,0.0
ETHUSDT,2026-08-27 11:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003750354089282221,0.0011011677964276754,0.006,10,51.0,CHOP,0.0015696770762741068,False,0.0
SOLUSDT,2026-08-27 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036833477967408235,0.0023141452126121793,0.006,10,14.0,TREND,0.0020717109522432223,False,0.0
BTCUSDT,2026-08-27 11:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0056191566614845305,0.00226349835547596,0.006,10,73.0,CHOP,0.0010781555980513972,False,0.0
XRPUSDT,2026-08-27 12:31:00+00:00,0.004600000000000001,0.006,TP,0.006103549880735183,0.0007015574575556966,0.006,10,36.0,CHOP,0.00125779229890355,False,0.0
SOLUSDT,2026-08-27 12:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003459146616072958,0.00393825279558457,0.006,10,20.0,TREND,0.00132849299204548,False,0.0
SOLUSDT,2026-08-27 13:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00310208145836124,0.001570189380158182,0.006,10,18.0,TREND,0.0012049972508008145,False,0.0
BTCUSDT,2026-08-27 13:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037086509986768686,0.0025203200806502425,0.006,10,111.0,CHOP,0.0007212616002232179,False,0.0
BTCUSDT,2026-08-27 13:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005105007751488319,0.00234499861873393,0.006,10,42.0,CHOP,0.0005156546182669033,False,0.0
XRPUSDT,2026-08-27 13:56:00+00:00,0.004600000000000001,0.006,TP,0.006799383148745142,0.0051871582784242766,0.006,10,12.0,CHOP,0.0027137449680559294,False,0.0
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,0.006,TP,0.007257100574876208,0.02253970060902731,0.006,10,271.0,TREND,0.002627056856096649,False,0.0
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,0.006,TP,0.010862735391001403,0.0010758011386355372,0.006,10,4.0,CHOP,0.0027711059670921644,False,0.0
ETHUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0034265103697025076,0.0010379721470795092,0.006,10,8.0,CHOP,0.0016096297250490221,False,0.0
BTCUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003850810054389546,0.0003561370082981548,0.006,10,6.0,CHOP,0.0013635139522650643,False,0.0
BTCUSDT,2026-08-27 14:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00516507707292989,0.0006413818565798871,0.006,10,13.0,CHOP,0.001427403152329742,False,0.0
XRPUSDT,2026-08-27 14:19:00+00:00,0.004600000000000001,0.006,TP,0.006094182825484863,0.0,0.006,10,7.0,CHOP,0.0025474871388998866,False,0.0
NEARUSDT,2026-08-27 14:20:00+00:00,0.004600000000000001,0.006,TP,0.006154809096599224,0.0038076361360317567,0.006,10,10.0,CHOP,0.0026787577121397386,False,0.0
SOLUSDT,2026-08-27 14:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004821418442398144,0.0008981073569173066,0.006,10,6.0,CHOP,0.002882046766408393,False,0.0
BTCUSDT,2026-08-27 14:35:00+00:00,0.004600000000000001,0.006,TP,0.006620983599133007,0.002248090004113704,0.006,10,27.0,CHOP,0.001422915709294938,False,0.0
BTCUSDT,2026-08-27 14:36:00+00:00,0.004600000000000001,0.006,TP,0.006168664539338929,0.0002522175696516489,0.006,10,15.0,CHOP,0.0011516501607864286,False,0.0
BTCUSDT,2026-08-27 14:41:00+00:00,0.004600000000000001,0.006,TP,0.006175455135807434,0.00034224507756286854,0.006,10,16.0,CHOP,0.001261704119011715,False,0.0
XRPUSDT,2026-08-27 14:42:00+00:00,0.004600000000000001,0.006,TP,0.006502395619438632,0.0022587268993840386,0.006,10,6.0,CHOP,0.0030116358658453164,False,0.0
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,0.006,TP,0.007426110018200248,0.0026333811940906205,0.006,10,34.0,CHOP,0.0012994935147396763,False,0.0
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,0.006,TP,0.006430515537920103,0.0036190343259921713,0.006,10,28.0,CHOP,0.001408500101834302,False,0.0
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005596503897009388,0.018023357155307725,0.006,10,352.0,TREND,0.0013486569457833812,False,0.0
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005738001935081418,0.017885182680897147,0.006,10,350.0,TREND,0.0013849582733623466,False,0.0
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005571464143426295,0.004581673306772908,0.006,10,39.0,CHOP,0.001461208736482646,False,0.0
XRPUSDT,2026-08-27 15:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003633621280680009,0.004113533525298235,0.006,10,12.0,CHOP,0.002977414742120634,False,0.0
NEARUSDT,2026-08-27 15:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036399563205242146,0.0018199781602621073,0.006,10,5.0,CHOP,0.001682551237956561,False,0.0
BTCUSDT,2026-08-27 16:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0035280189620137577,0.001974795245568561,0.006,10,33.0,CHOP,0.0010303897466982228,False,0.0
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037700721433558404,0.009420525948336053,0.006,10,68.0,CHOP,0.003194255128162497,False,0.0
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037700721433558404,0.009420525948336053,0.006,10,53.0,TREND,0.0022381063200239463,False,0.0
SOLUSDT,2026-08-27 16:22:00+00:00,0.004600000000000001,0.006,TP,0.00998069155931989,0.0026677362485657387,0.006,10,11.0,TREND,0.001976150278033556,False,0.0
ETHUSDT,2026-08-27 16:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00322489907333669,0.0027098660517965324,0.006,10,19.0,CHOP,0.0009199848093557096,False,0.0
BTCUSDT,2026-08-27 17:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003057864880595516,0.005577128560631835,0.006,10,127.0,CHOP,0.0018532809907992516,False,0.0
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004889832678951998,0.0030137183864173077,0.006,10,77.0,CHOP,0.000980772803500499,False,0.0
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004706209934752064,0.0031958969208259274,0.006,10,56.0,CHOP,0.0008784854179766927,False,0.0
ETHUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,0.010490704489322699,0.005650368087928153,0.006,10,157.0,CHOP,0.0011739219714855197,False,0.0
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,0.007140150926989881,0.00038383901121075967,0.006,10,30.0,CHOP,0.0008109774762984032,False,0.0
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,0.006336604614271435,0.001193474677202396,0.006,10,27.0,CHOP,0.0008374746786231655,False,0.0
BTCUSDT,2026-08-27 18:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004161721160934118,0.0015005184972326719,0.006,10,13.0,CHOP,0.0009036666053870478,False,0.0
BTCUSDT,2026-08-28 01:18:00+00:00,-0.0414,-0.04,MAE_KILL,0.0014832199496938345,0.041288524838793125,0.006,10,2045.0,CHOP,0.0013202640564834941,False,0.0
BTCUSDT,2026-08-28 01:30:00+00:00,0.004600000000000001,0.006,TP,0.006008268805583959,0.012181368417921803,0.006,10,488.0,CHOP,0.0010326269391963763,False,0.0
ETHUSDT,2026-08-28 01:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003531945896290694,0.0005741391871772222,0.006,10,15.0,TREND,0.0010017738921093114,False,0.0
