pair,ts,net_frac,gross_frac,exit_type,mfe,mae,tp_frac,lev,hold_min,regime,atr_frac,armed,post_arm_dd
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,0.013617823423306384,0.00024781838568650245,0.006,10,11.0,CHOP,0.0010550176161922054,False,0.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,0.009718347113079326,0.0008276379894369735,0.006,10,8.0,CHOP,0.0012551696901659942,False,0.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,0.006,TP,0.006232622207861908,8.502895235820067e-05,0.006,10,1.0,CHOP,0.001557548202305755,False,0.0
SOLUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005201809913904952,0.009478352120781325,0.006,10,55.0,CHOP,0.0022801239923206183,False,0.0
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,0.006,TP,0.00831735910732666,0.0015281449047264313,0.006,10,10.0,TREND,0.002401754906849808,False,0.0
BTCUSDT,2026-08-21 01:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0047371155277773705,0.0017606859578934964,0.006,10,5.0,TREND,0.0030363942681781502,False,0.0
SOLUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,0.0063795493738799435,0.00593996911666912,0.006,10,28.0,CHOP,0.0018436607857376499,False,0.0
NEARUSDT,2026-08-21 01:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00583139896959745,0.006227707637434253,0.006,10,24.0,TREND,0.002272708891063627,False,0.0
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,0.012481298793755431,0.002958738247345778,0.006,10,14.0,TREND,0.0027181507895512286,False,0.0
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,0.013260961854981124,0.00219096481465865,0.006,10,12.0,TREND,0.0024745925947608346,False,0.0
XRPUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,0.006,TP,0.008556981719175339,0.0028004667444574464,0.006,10,10.0,TREND,0.002983830638439732,False,0.0
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0032143288462788645,0.0005865951073722747,0.006,10,6.0,TREND,0.002528577552366486,False,0.0
XRPUSDT,2026-08-21 02:40:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004170528266913864,0.011044176706827294,0.006,10,42.0,TREND,0.0032051282051281703,False,0.0
BTCUSDT,2026-08-21 03:04:00+00:00,0.004600000000000001,0.006,TP,0.006303785481364213,0.0,0.006,10,24.0,TREND,0.0015463773726373717,False,0.0
ETHUSDT,2026-08-21 03:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003735990037359993,0.015455739606612095,0.006,10,106.0,CHOP,0.002903739158195895,False,0.0
XRPUSDT,2026-08-21 03:27:00+00:00,0.004600000000000001,0.006,TP,0.007641837128521649,0.003936703975299193,0.006,10,14.0,CHOP,0.002624469316866055,False,0.0
NEARUSDT,2026-08-21 03:37:00+00:00,0.004600000000000001,0.006,TP,0.006420635363742988,5.583161185862821e-05,0.006,10,10.0,CHOP,0.001662984438932148,False,0.0
XRPUSDT,2026-08-21 03:39:00+00:00,-0.0414,-0.04,MAE_KILL,0.0013463213748317374,0.0406272273699217,0.006,10,170.0,CHOP,0.0017932095622758396,False,0.0
XRPUSDT,2026-08-21 03:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0032824427480915804,0.0022900763358779494,0.006,10,7.0,TREND,0.002737186477644482,False,0.0
XRPUSDT,2026-08-21 03:51:00+00:00,0.004600000000000001,0.006,TP,0.00757286009332213,0.0,0.006,10,7.0,TREND,0.0027537673066625754,False,0.0
XRPUSDT,2026-08-21 03:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005183321899534962,0.003735040780547394,0.006,10,19.0,TREND,0.002738666928010616,False,0.0
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030897995417794055,0.013616381120461062,0.006,10,207.0,TREND,0.0027456025175553716,False,0.0
ETHUSDT,2026-08-21 05:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004140927584784761,0.005412115826931342,0.006,10,93.0,CHOP,0.0008524188714059498,False,0.0
XRPUSDT,2026-08-21 05:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003440893102921066,0.0016057501146964296,0.006,10,23.0,CHOP,0.0016658292006204514,False,0.0
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003504957048658654,0.0,0.006,10,22.0,TREND,0.0008602420450158344,False,0.0
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037825855224951585,0.0159311418290585,0.006,10,292.0,TREND,0.002778839491927797,False,0.0
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033967895501339678,0.016309360984764223,0.006,10,290.0,TREND,0.0028384520893824567,False,0.0
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004888401626723992,0.014847043333298015,0.006,10,289.0,TREND,0.0029017359409864983,False,0.0
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005631864665229479,0.0035491373550691047,0.006,10,80.0,TREND,0.001307871536559777,False,0.0
SOLUSDT,2026-08-21 06:48:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005110581453356228,0.0011085859985589328,0.006,10,5.0,TREND,0.001325552115419622,False,0.0
XRPUSDT,2026-08-21 07:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036863528146840775,0.0016127793564242306,0.006,10,13.0,CHOP,0.0021558581193018055,False,0.0
BTCUSDT,2026-08-21 07:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003025406539003717,0.0002062777185683172,0.006,10,4.0,CHOP,0.001091458477919803,False,0.0
BTCUSDT,2026-08-21 07:10:00+00:00,-0.0414,-0.04,MAE_KILL,0.0,0.040185907407813026,0.006,10,430.0,CHOP,0.0008605592715822438,False,0.0
ETHUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,0.006,TP,0.008241202642577838,0.002292031818794684,0.006,10,25.0,CHOP,0.0020723386428860378,False,0.0
BTCUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,0.006,TP,0.011000010578204784,4.7601921001852095e-05,0.006,10,10.0,CHOP,0.0012886520042675446,False,0.0
NEARUSDT,2026-08-21 07:16:00+00:00,0.004600000000000001,0.006,TP,0.007679411605645985,0.002325455627061798,0.006,10,5.0,TREND,0.0017267087463399167,False,0.0
ETHUSDT,2026-08-21 07:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005282332275469398,0.0003856941026533544,0.006,10,3.0,TREND,0.001979077891642679,False,0.0
SOLUSDT,2026-08-21 07:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004759701196536019,0.011216147727022329,0.006,10,70.0,TREND,0.0022311099358762877,False,0.0
BTCUSDT,2026-08-21 07:42:00+00:00,0.004600000000000001,0.006,TP,0.006300367838597277,0.0,0.006,10,18.0,TREND,0.002974991437221398,False,0.0
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,0.006,TP,0.006247077208844268,0.0018168790288669865,0.006,10,22.0,TREND,0.0027205466393726155,False,0.0
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00338045241634429,0.004660530997494741,0.006,10,27.0,TREND,0.0026354504141222123,False,0.0
BTCUSDT,2026-08-21 07:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004968810834571867,0.0030849015134071928,0.006,10,27.0,TREND,0.002690738342937278,False,0.0
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003285986717503287,0.003956516226683377,0.006,10,20.0,TREND,0.0018883500212586615,False,0.0
BTCUSDT,2026-08-21 08:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003777991662002594,0.0034680629586813657,0.006,10,18.0,TREND,0.0017330973964494606,False,0.0
XRPUSDT,2026-08-21 08:10:00+00:00,-0.0414,-0.04,MAE_KILL,0.0004658023445384162,0.04176694356028264,0.006,10,304.0,CHOP,0.002123836880455168,False,0.0
BTCUSDT,2026-08-21 08:13:00+00:00,0.004600000000000001,0.006,TP,0.006409502835751064,0.0012487231935963917,0.006,10,8.0,TREND,0.001436815390121516,False,0.0
NEARUSDT,2026-08-21 08:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005859579365909856,0.00224965993512607,0.006,10,5.0,TREND,0.0036771850102393176,False,0.0
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,0.006,TP,0.00740831557337493,0.006085774729818285,0.006,10,31.0,TREND,0.0018513335899661403,False,0.0
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,0.006,TP,0.00702216427640164,0.00031421121251637316,0.006,10,4.0,TREND,0.0018321847643881896,False,0.0
XRPUSDT,2026-08-21 08:17:00+00:00,0.005740734451284253,0.007140734451284252,TP,0.007875185735512586,0.002154531946508265,0.007140734451284252,10,4.0,CHOP,0.004462959032052657,False,0.0
SOLUSDT,2026-08-21 08:25:00+00:00,0.004600000000000001,0.006,TP,0.006811854166895928,0.0004291798263472558,0.006,10,9.0,CHOP,0.0017741004909628492,False,0.0
BTCUSDT,2026-08-21 08:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037516642014230675,0.0029686631034067028,0.006,10,8.0,TREND,0.002527530507504366,False,0.0
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,0.006,TP,0.00620311129875613,0.0008755805267772294,0.006,10,10.0,TREND,0.0024976686137415166,False,0.0
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,0.006,TP,0.006115540591446075,0.0005949272707906676,0.006,10,8.0,TREND,0.0024561626188973076,False,0.0
XRPUSDT,2026-08-21 08:33:00+00:00,-0.0414,-0.04,MAE_KILL,0.0014479500076207993,0.0401615607376924,0.006,10,43.0,CHOP,0.0021719250114311988,False,0.0
BTCUSDT,2026-08-21 08:33:00+00:00,0.004600000000000001,0.006,TP,0.006547171697111648,0.0002349401421841031,0.006,10,5.0,TREND,0.002382778869034871,False,0.0
BTCUSDT,2026-08-21 08:35:00+00:00,-0.0414,-0.04,MAE_KILL,0.00035533981884373764,0.041472850026482794,0.006,10,275.0,TREND,0.0010256007493742992,False,0.0
BTCUSDT,2026-08-21 08:35:00+00:00,0.004600000000000001,0.006,TP,0.0071840384670247455,0.00143162066202074,0.006,10,9.0,TREND,0.0026410326045677767,False,0.0
SOLUSDT,2026-08-21 08:38:00+00:00,0.004600000000000001,0.006,TP,0.006121313299944273,0.0003819001167524392,0.006,10,5.0,TREND,0.002471439326982907,False,0.0
XRPUSDT,2026-08-21 08:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004042928550426227,0.003234342840341046,0.006208258075355976,10,8.0,CHOP,0.0038801612970974847,False,0.0
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,0.006,TP,0.008296531410077896,0.0001786433904024009,0.006,10,6.0,TREND,0.002588845411743306,False,0.0
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,0.006,TP,0.007346532187772306,0.0003527995683395026,0.006,10,2.0,TREND,0.002793342464616259,False,0.0
BTCUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,0.006,TP,0.007613892321863006,0.0011752382082711908,0.006,10,9.0,TREND,0.0023649434385512647,False,0.0
SOLUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,0.006,TP,0.007722972312438205,0.0011187990832365732,0.006,10,5.0,TREND,0.00219492552460197,False,0.0
BTCUSDT,2026-08-21 08:51:00+00:00,-0.0414,-0.04,MAE_KILL,0.00012354157838318492,0.0415856893686494,0.006,10,125.0,CHOP,0.0013396955032193817,False,0.0
BTCUSDT,2026-08-21 08:51:00+00:00,0.004600000000000001,0.006,TP,0.006092334539482163,3.2078425334257195e-05,0.006,10,2.0,TREND,0.002409822963753175,False,0.0
NEARUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,0.006,TP,0.006299049979347371,0.0021685254027261364,0.006,10,6.0,TREND,0.002865551425030999,False,0.0
BTCUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,0.006,TP,0.006013157995122447,0.001818315908865498,0.006,10,2.0,TREND,0.00266662113308143,False,0.0
XRPUSDT,2026-08-21 09:00:00+00:00,0.005135773300627145,0.006535773300627145,TP,0.0066096702349307404,0.00459803146777783,0.006535773300627145,10,3.0,CHOP,0.004084858312891965,False,0.0
ETHUSDT,2026-08-21 09:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005942529538109091,0.007096538384141104,0.006,10,8.0,TREND,0.0029724381384963134,False,0.0
ETHUSDT,2026-08-21 09:07:00+00:00,0.00569296984239893,0.0070929698423989294,TP,0.011980083111826476,0.003203008331981528,0.0070929698423989294,10,3.0,TREND,0.004433106151499331,False,0.0
BTCUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005144235154757379,0.004187078513824923,0.00930191069756074,10,9.0,TREND,0.005813694185975462,False,0.0
XRPUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.008281421766214795,0.0035910589959691494,0.012186567554834353,10,5.0,CHOP,0.007616604721771471,False,0.0
ETHUSDT,2026-08-21 09:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004345010549184304,0.0024607800129514204,0.006063915821388988,10,14.0,CHOP,0.003789947388368117,False,0.0
BTCUSDT,2026-08-21 09:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.007447257140586526,0.001862455185072709,0.008845297927824056,10,26.0,TREND,0.005528311204890035,False,0.0
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,0.006,TP,0.006239227763921427,0.0013588108221961738,0.006,10,9.0,TREND,0.0019477633929832789,False,0.0
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,0.006,TP,0.006543017804768103,8.992955946040847e-06,0.006,10,6.0,TREND,0.001970925589896605,False,0.0
BTCUSDT,2026-08-21 11:19:00+00:00,0.004600000000000001,0.006,TP,0.006114505200865676,0.007685888030615111,0.006,10,119.0,TREND,0.003390119760534077,False,0.0
BTCUSDT,2026-08-21 11:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0064732745867369535,0.008086447546150458,0.007063558426522343,10,127.0,TREND,0.004414724016576464,False,0.0
BTCUSDT,2026-08-21 11:32:00+00:00,0.004600000000000001,0.006,TP,0.009671429641317793,0.003039592172985517,0.006,10,12.0,CHOP,0.0017201236201657415,False,0.0
SOLUSDT,2026-08-21 11:34:00+00:00,0.0067596708957899645,0.008159670895789964,TP,0.011283078684337892,0.014816608691823387,0.008159670895789964,10,147.0,TREND,0.0050997943098687265,False,0.0
SOLUSDT,2026-08-21 11:34:00+00:00,0.004600000000000001,0.006,TP,0.010531534012668719,0.0,0.006,10,1.0,CHOP,0.00213951292442067,False,0.0
SOLUSDT,2026-08-21 11:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036274488052714282,0.03655181594302578,0.006,10,280.0,TREND,0.0019072235199406873,False,0.0
BTCUSDT,2026-08-21 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0042781429921520744,0.00226321693993838,0.006,10,15.0,CHOP,0.002684958604876336,False,0.0
BTCUSDT,2026-08-21 11:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005712846700736807,0.0,0.006,10,13.0,CHOP,0.002532738021834811,False,0.0
XRPUSDT,2026-08-21 11:59:00+00:00,0.004600000000000001,0.006,TP,0.007255936675461756,0.0002931691586044825,0.006,10,5.0,CHOP,0.0033557398333124064,False,0.0
SOLUSDT,2026-08-21 12:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0032116594312041093,0.0009413484539735286,0.006,10,4.0,CHOP,0.0016706957435228744,False,0.0
BTCUSDT,2026-08-21 12:05:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037944266836059943,0.003603078236782677,0.006,10,30.0,CHOP,0.0026316454999456822,False,0.0
BTCUSDT,2026-08-21 12:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004910973171029772,0.00162788943874236,0.006,10,14.0,CHOP,0.0014958231002043106,False,0.0
ETHUSDT,2026-08-21 12:39:00+00:00,0.004600000000000001,0.006,TP,0.006944649290996825,0.001748804281410038,0.006,10,31.0,CHOP,0.0017451922932212153,False,0.0
ETHUSDT,2026-08-21 12:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004113468047317327,1.2566602995961968e-05,0.006,10,13.0,CHOP,0.001303037048739303,False,0.0
NEARUSDT,2026-08-21 13:31:00+00:00,0.0046961313012895715,0.006096131301289571,TP,0.011989768730683132,0.021528295854204408,0.006096131301289571,10,249.0,CHOP,0.0038100820633059818,False,0.0
XRPUSDT,2026-08-21 13:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004179577718527079,0.029761475823304673,0.007823840064237862,10,127.0,CHOP,0.004889900040148663,False,0.0
BTCUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,0.006,TP,0.006992114333052888,0.009240323971437692,0.006,10,92.0,CHOP,0.0016282865784378105,False,0.0
SOLUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,0.006,TP,0.006421043308830023,0.009210875918873368,0.006,10,90.0,CHOP,0.0018638422510975866,False,0.0
XRPUSDT,2026-08-21 13:37:00+00:00,0.0049656977942692,0.006365697794269199,TP,0.007142857142857157,0.007431457431457415,0.006365697794269199,10,6.0,CHOP,0.00397856112141825,False,0.0
NEARUSDT,2026-08-21 13:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0038169990860706985,0.0018278587172731828,0.006,10,4.0,CHOP,0.002841629098281952,False,0.0
XRPUSDT,2026-08-21 13:37:00+00:00,0.005936269766770164,0.007336269766770163,TP,0.007942811755361325,0.0002888295183767463,0.007336269766770163,10,2.0,CHOP,0.004585168604231351,False,0.0
XRPUSDT,2026-08-21 13:48:00+00:00,0.006504721326110329,0.007904721326110328,TP,0.00823746626899592,0.002343417128248728,0.007904721326110328,10,6.0,CHOP,0.004940450828818955,False,0.0
BTCUSDT,2026-08-21 13:51:00+00:00,0.004600000000000001,0.006,TP,0.0066138885183568375,0.00030952014017776987,0.006,10,5.0,CHOP,0.002586981542202115,False,0.0
ETHUSDT,2026-08-21 13:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005190954459084102,0.0015201186026603441,0.006,10,9.0,CHOP,0.0025584884723344834,False,0.0
BTCUSDT,2026-08-21 13:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0059520805103335595,0.013446861600862461,0.006,10,61.0,CHOP,0.0012973549821703903,False,0.0
NEARUSDT,2026-08-21 14:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004399448743771851,0.004346443337220388,0.006,10,14.0,CHOP,0.002506398509790874,False,0.0
ETHUSDT,2026-08-21 14:23:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0039954745992959555,0.003629573241255214,0.006,10,20.0,CHOP,0.0023182765024636507,False,0.0
SOLUSDT,2026-08-21 14:36:00+00:00,0.004600000000000001,0.006,TP,0.008002902151329542,0.0006156078577945561,0.006,10,13.0,CHOP,0.001968531759554893,False,0.0
NEARUSDT,2026-08-21 14:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004362222105429113,0.010774163031481558,0.006,10,18.0,CHOP,0.0031459054426416547,False,0.0
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,0.006,TP,0.006503665266985498,0.00967526963813168,0.006,10,77.0,TREND,0.0022973196550924286,False,0.0
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,0.006,TP,0.0063044344509592225,0.0005123242443218149,0.006,10,20.0,CHOP,0.0011246367340179333,False,0.0
BTCUSDT,2026-08-21 15:15:00+00:00,0.004600000000000001,0.006,TP,0.00626395435375841,0.011155730587943363,0.006,10,82.0,CHOP,0.0022381417526077716,False,0.0
XRPUSDT,2026-08-21 15:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003839317454674617,0.0010664770707430194,0.006,10,4.0,CHOP,0.0034533543243106014,False,0.0
BTCUSDT,2026-08-21 15:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0030615572820590167,0.0009590731022533601,0.006,10,11.0,CHOP,0.0014976309531636062,False,0.0
NEARUSDT,2026-08-21 15:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005019607843137282,0.0030849673202614464,0.006,10,10.0,CHOP,0.0019943977591036456,False,0.0
BTCUSDT,2026-08-21 21:24:00+00:00,0.004600000000000001,0.006,TP,0.0061561147388421176,0.01275692369562804,0.006,10,364.0,CHOP,0.0014023059282619107,False,0.0
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,0.006,TP,0.007564849849192311,0.014382744827337554,0.006,10,456.0,CHOP,0.002333590045409707,False,0.0
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,0.006,TP,0.007149790295131527,0.014017656918201052,0.006,10,371.0,CHOP,0.0014841911254915327,False,0.0
NEARUSDT,2026-08-21 21:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0041303350160624116,0.0021926469838355876,0.006812503186986895,10,4.0,CHOP,0.004257814491866809,False,0.0
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,0.006,TP,0.007150688465383163,0.001967043952146057,0.006,10,2.0,TREND,0.003519488476439243,False,0.0
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003970360440679235,0.024958013182517585,0.006,10,712.0,TREND,0.00179678544795653,False,0.0
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003485171401138514,0.02542922199877009,0.006,10,710.0,TREND,0.0017740000953390272,False,0.0
BTCUSDT,2026-08-21 21:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.005441626134152519,1.280985436364728e-06,0.006,10,8.0,CHOP,0.0015487113927002084,False,0.0
BTCUSDT,2026-08-21 21:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0036370339930177045,0.0020086259539054104,0.006,10,11.0,CHOP,0.002209433683795869,False,0.0
NEARUSDT,2026-08-21 21:52:00+00:00,0.0055460239699063945,0.006946023969906394,TP,0.007246376811594198,0.006940191875893068,0.006946023969906394,10,25.0,CHOP,0.004341264981191496,False,0.0
ETHUSDT,2026-08-21 21:52:00+00:00,0.004974969826343102,0.006374969826343101,TP,0.008328215995793748,0.006317403362592558,0.006374969826343101,10,18.0,TREND,0.003984356141464438,False,0.0
BTCUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,0.006,TP,0.00657795271151557,0.0011838777377173803,0.006,10,14.0,CHOP,0.002069223535079438,False,0.0
NEARUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,0.006,TP,0.008893886730729954,0.0021979145369045035,0.006,10,9.0,CHOP,0.002369512515699396,False,0.0
BTCUSDT,2026-08-21 21:55:00+00:00,0.004600000000000001,0.006,TP,0.006066224657464105,0.00014193738131932485,0.006,10,8.0,CHOP,0.0016478984773242412,False,0.0
BTCUSDT,2026-08-21 21:57:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033437181584809817,0.00039915476110017397,0.006,10,4.0,CHOP,0.00162977566992324,False,0.0
SOLUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,0.006,TP,0.007301373811124961,0.0011848720658405034,0.006,10,6.0,CHOP,0.0019679245829692473,False,0.0
XRPUSDT,2026-08-21 22:04:00+00:00,0.004600000000000001,0.006,TP,0.006878456956460107,0.03474684441923127,0.006,10,382.0,CHOP,0.003494944992604897,False,0.0
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004097545552365571,0.003805592244496234,0.006,10,21.0,CHOP,0.0017051858046947246,False,0.0
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004885442809442324,0.0008637881384153136,0.006,10,17.0,CHOP,0.0020588560703672966,False,0.0
XRPUSDT,2026-08-21 22:32:00+00:00,0.007017350293268333,0.008417350293268332,TP,0.008603203469259269,0.0015387843603553051,0.008417350293268332,10,8.0,CHOP,0.005260843933292707,False,0.0
NEARUSDT,2026-08-21 22:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.00383683360258484,0.007673667205169568,0.006,10,34.0,TREND,0.002416051234710377,False,0.0
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004629392303536807,0.010146019077512754,0.006,10,63.0,TREND,0.0032979772744044446,False,0.0
BTCUSDT,2026-08-21 23:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0037660554906333034,0.00420236679747512,0.006,10,58.0,CHOP,0.0011871895792675976,False,0.0
NEARUSDT,2026-08-21 23:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003931178843110246,0.0021953336396589424,0.006,10,7.0,CHOP,0.0019619426879344277,False,0.0
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,0.006,TP,0.006575871012252266,0.00565726769812578,0.006,10,94.0,CHOP,0.0018488876558914607,False,0.0
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,0.006,TP,0.0064667068732877,0.0026998916465633934,0.006,10,14.0,TREND,0.0010891929859403466,False,0.0
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.004469318162872982,0.0012337113551459625,0.006,10,46.0,TREND,0.0017023531202875978,False,0.0
ETHUSDT,2026-08-22 01:08:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.003919575240356888,0.0006592193413367495,0.006,10,12.0,TREND,0.001838098679802609,False,0.0
BTCUSDT,2026-08-22 03:03:00+00:00,0.004600000000000001,0.006,TP,0.006146897923580812,0.004050112780654719,0.006,10,115.0,CHOP,0.0009172863183076899,False,0.0
NEARUSDT,2026-08-22 03:13:00+00:00,0.004600000000000001,0.006,TP,0.0074088328682767645,0.0024054652169729117,0.006,10,10.0,TREND,0.002773157757281725,False,0.0
XRPUSDT,2026-08-22 03:17:00+00:00,0.004600000000000001,0.006,TP,0.008560762100926794,0.005471163748712779,0.006,10,4.0,TREND,0.0036091290275121384,False,0.0
ETHUSDT,2026-08-22 03:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033362061775418085,0.0002383004412529476,0.006,10,10.0,CHOP,0.001054763143545953,False,0.0
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0033915697085975622,0.011713901234536356,0.006,10,338.0,CHOP,0.0017809014686071506,False,0.0
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,0.0031310417332225163,0.011970507114210474,0.006,10,325.0,CHOP,0.0018899891577224945,False,0.0
XRPUSDT,2026-08-22 04:17:00+00:00,0.006782385443890727,0.008182385443890727,TP,0.009875292777109473,0.017028549724631352,0.008182385443890727,10,42.0,TREND,0.0051139909024317046,False,0.0
NEARUSDT,2026-08-22 04:26:00+00:00,0.004600000000000001,0.006,TP,0.007907945828203294,0.003504119708305745,0.006,10,9.0,TREND,0.0036833845196379447,False,0.0
