pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime
XRPUSDT,2026-08-21 03:51:00+00:00,0.004600000000000001,TP,7.0,8,2,TREND
XRPUSDT,2026-08-21 03:59:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,2,TREND
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005000000000000001,BE_STOP,207.0,7,4,TREND
ETHUSDT,2026-08-21 05:24:00+00:00,0.0005000000000000001,BE_STOP,93.0,8,0,CHOP
XRPUSDT,2026-08-21 05:48:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,1,CHOP
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,BE_STOP,22.0,8,6,TREND
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,BE_STOP,292.0,5,2,TREND
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,BE_STOP,290.0,6,3,TREND
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,BE_STOP,289.0,6,3,TREND
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,BE_STOP,80.0,8,5,TREND
SOLUSDT,2026-08-21 06:48:00+00:00,0.0005000000000000001,BE_STOP,5.0,5,1,TREND
XRPUSDT,2026-08-21 07:01:00+00:00,0.0005000000000000001,BE_STOP,13.0,6,1,CHOP
BTCUSDT,2026-08-21 07:05:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,3,CHOP
BTCUSDT,2026-08-21 07:10:00+00:00,-0.0414,MAE_KILL,430.0,2,0,CHOP
ETHUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,25.0,7,0,CHOP
BTCUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,10.0,8,3,CHOP
NEARUSDT,2026-08-21 07:16:00+00:00,0.004600000000000001,TP,5.0,8,0,TREND
ETHUSDT,2026-08-21 07:18:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,0,TREND
SOLUSDT,2026-08-21 07:21:00+00:00,0.0005000000000000001,BE_STOP,70.0,8,0,TREND
BTCUSDT,2026-08-21 07:42:00+00:00,0.004600000000000001,TP,18.0,8,5,TREND
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,TP,22.0,7,4,TREND
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005000000000000001,BE_STOP,27.0,7,2,TREND
BTCUSDT,2026-08-21 07:46:00+00:00,0.0005000000000000001,BE_STOP,27.0,7,3,TREND
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005000000000000001,BE_STOP,20.0,7,4,TREND
BTCUSDT,2026-08-21 08:06:00+00:00,0.0005000000000000001,BE_STOP,18.0,7,4,TREND
XRPUSDT,2026-08-21 08:10:00+00:00,-0.0414,MAE_KILL,304.0,8,1,CHOP
BTCUSDT,2026-08-21 08:13:00+00:00,0.004600000000000001,TP,8.0,8,4,TREND
NEARUSDT,2026-08-21 08:13:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,TREND
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,TP,31.0,7,4,TREND
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,TP,4.0,8,4,TREND
XRPUSDT,2026-08-21 08:17:00+00:00,0.005740734451284253,TP,4.0,7,1,CHOP
SOLUSDT,2026-08-21 08:25:00+00:00,0.004600000000000001,TP,9.0,6,1,CHOP
BTCUSDT,2026-08-21 08:27:00+00:00,0.0005000000000000001,BE_STOP,8.0,6,2,TREND
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,TP,10.0,7,3,TREND
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,TP,8.0,8,4,TREND
XRPUSDT,2026-08-21 08:33:00+00:00,-0.0414,MAE_KILL,43.0,8,1,CHOP
BTCUSDT,2026-08-21 08:33:00+00:00,0.004600000000000001,TP,5.0,8,5,TREND
BTCUSDT,2026-08-21 08:35:00+00:00,-0.0414,MAE_KILL,275.0,8,5,TREND
BTCUSDT,2026-08-21 08:35:00+00:00,0.004600000000000001,TP,9.0,8,5,TREND
SOLUSDT,2026-08-21 08:38:00+00:00,0.004600000000000001,TP,5.0,5,1,TREND
XRPUSDT,2026-08-21 08:43:00+00:00,0.0005000000000000001,BE_STOP,8.0,4,0,CHOP
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,TP,6.0,5,0,TREND
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,TP,2.0,6,1,TREND
BTCUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,TP,9.0,4,1,TREND
SOLUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,TP,5.0,6,1,TREND
BTCUSDT,2026-08-21 08:51:00+00:00,-0.0414,MAE_KILL,125.0,6,2,CHOP
BTCUSDT,2026-08-21 08:51:00+00:00,0.004600000000000001,TP,2.0,3,1,TREND
NEARUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,TP,6.0,2,0,TREND
BTCUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,TP,2.0,4,0,TREND
XRPUSDT,2026-08-21 09:00:00+00:00,0.005135773300627145,TP,3.0,3,0,CHOP
ETHUSDT,2026-08-21 09:01:00+00:00,0.0005000000000000001,BE_STOP,8.0,3,0,TREND
ETHUSDT,2026-08-21 09:07:00+00:00,0.00569296984239893,TP,3.0,3,0,TREND
BTCUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,BE_STOP,9.0,4,1,TREND
XRPUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,BE_STOP,5.0,6,0,CHOP
ETHUSDT,2026-08-21 09:32:00+00:00,0.0005000000000000001,BE_STOP,14.0,6,0,CHOP
BTCUSDT,2026-08-21 09:37:00+00:00,0.0005000000000000001,BE_STOP,26.0,5,2,TREND
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,TP,9.0,8,4,TREND
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,TP,6.0,8,4,TREND
BTCUSDT,2026-08-21 11:19:00+00:00,0.004600000000000001,TP,119.0,7,3,TREND
BTCUSDT,2026-08-21 11:23:00+00:00,0.0005000000000000001,BE_STOP,127.0,7,3,TREND
BTCUSDT,2026-08-21 11:32:00+00:00,0.004600000000000001,TP,12.0,8,4,CHOP
SOLUSDT,2026-08-21 11:34:00+00:00,0.0067596708957899645,TP,147.0,3,1,TREND
SOLUSDT,2026-08-21 11:34:00+00:00,0.004600000000000001,TP,1.0,8,2,CHOP
SOLUSDT,2026-08-21 11:35:00+00:00,0.0005000000000000001,BE_STOP,280.0,8,1,TREND
BTCUSDT,2026-08-21 11:52:00+00:00,0.0005000000000000001,BE_STOP,15.0,7,4,CHOP
BTCUSDT,2026-08-21 11:53:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,5,CHOP
XRPUSDT,2026-08-21 11:59:00+00:00,0.004600000000000001,TP,5.0,8,1,CHOP
SOLUSDT,2026-08-21 12:03:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,0,CHOP
BTCUSDT,2026-08-21 12:05:00+00:00,0.0005000000000000001,BE_STOP,30.0,6,3,CHOP
BTCUSDT,2026-08-21 12:06:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,5,CHOP
ETHUSDT,2026-08-21 12:39:00+00:00,0.004600000000000001,TP,31.0,8,0,CHOP
ETHUSDT,2026-08-21 12:53:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,0,CHOP
NEARUSDT,2026-08-21 13:31:00+00:00,0.0046961313012895715,TP,249.0,8,0,CHOP
XRPUSDT,2026-08-21 13:31:00+00:00,0.0005000000000000001,BE_STOP,127.0,8,0,CHOP
BTCUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,TP,92.0,8,5,CHOP
SOLUSDT,2026-08-21 13:35:00+00:00,0.004600000000000001,TP,90.0,8,0,CHOP
XRPUSDT,2026-08-21 13:37:00+00:00,0.0049656977942692,TP,6.0,7,0,CHOP
NEARUSDT,2026-08-21 13:37:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,0,CHOP
XRPUSDT,2026-08-21 13:37:00+00:00,0.005936269766770164,TP,2.0,7,1,CHOP
XRPUSDT,2026-08-21 13:48:00+00:00,0.006504721326110329,TP,6.0,6,0,CHOP
BTCUSDT,2026-08-21 13:51:00+00:00,0.004600000000000001,TP,5.0,8,5,CHOP
ETHUSDT,2026-08-21 13:53:00+00:00,0.0005000000000000001,BE_STOP,9.0,7,0,CHOP
BTCUSDT,2026-08-21 13:54:00+00:00,0.0005000000000000001,BE_STOP,61.0,8,4,CHOP
NEARUSDT,2026-08-21 14:03:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,0,CHOP
ETHUSDT,2026-08-21 14:23:00+00:00,0.0005000000000000001,BE_STOP,20.0,8,0,CHOP
SOLUSDT,2026-08-21 14:36:00+00:00,0.004600000000000001,TP,13.0,8,0,CHOP
NEARUSDT,2026-08-21 14:54:00+00:00,0.0005000000000000001,BE_STOP,18.0,8,0,CHOP
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,TP,77.0,8,6,TREND
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,TP,20.0,8,7,CHOP
BTCUSDT,2026-08-21 15:15:00+00:00,0.004600000000000001,TP,82.0,8,6,CHOP
XRPUSDT,2026-08-21 15:18:00+00:00,0.0005000000000000001,BE_STOP,4.0,7,0,CHOP
BTCUSDT,2026-08-21 15:29:00+00:00,0.0005000000000000001,BE_STOP,11.0,7,6,CHOP
NEARUSDT,2026-08-21 15:39:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,0,CHOP
BTCUSDT,2026-08-21 21:24:00+00:00,0.004600000000000001,TP,364.0,8,7,CHOP
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,TP,456.0,8,5,CHOP
BTCUSDT,2026-08-21 21:27:00+00:00,0.004600000000000001,TP,371.0,7,5,CHOP
NEARUSDT,2026-08-21 21:28:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,0,CHOP
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,TP,2.0,8,0,TREND
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,BE_STOP,712.0,7,3,TREND
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,BE_STOP,710.0,8,4,TREND
BTCUSDT,2026-08-21 21:37:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,4,CHOP
BTCUSDT,2026-08-21 21:47:00+00:00,0.0005000000000000001,BE_STOP,11.0,7,3,CHOP
NEARUSDT,2026-08-21 21:52:00+00:00,0.0055460239699063945,TP,25.0,7,1,CHOP
ETHUSDT,2026-08-21 21:52:00+00:00,0.004974969826343102,TP,18.0,8,0,TREND
BTCUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,TP,14.0,7,3,CHOP
NEARUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,TP,9.0,8,1,CHOP
BTCUSDT,2026-08-21 21:55:00+00:00,0.004600000000000001,TP,8.0,8,3,CHOP
BTCUSDT,2026-08-21 21:57:00+00:00,0.0005000000000000001,BE_STOP,4.0,5,3,CHOP
SOLUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,TP,6.0,5,0,CHOP
XRPUSDT,2026-08-21 22:04:00+00:00,0.004600000000000001,TP,382.0,8,0,CHOP
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,BE_STOP,21.0,6,3,CHOP
BTCUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,BE_STOP,17.0,5,4,CHOP
XRPUSDT,2026-08-21 22:32:00+00:00,0.007017350293268333,TP,8.0,8,0,CHOP
NEARUSDT,2026-08-21 22:46:00+00:00,0.0005000000000000001,BE_STOP,34.0,8,0,TREND
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,BE_STOP,63.0,7,0,TREND
BTCUSDT,2026-08-21 23:44:00+00:00,0.0005000000000000001,BE_STOP,58.0,8,6,CHOP
NEARUSDT,2026-08-21 23:52:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,0,CHOP
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,TP,94.0,8,5,CHOP
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,TP,14.0,8,6,TREND
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,BE_STOP,46.0,8,6,TREND
ETHUSDT,2026-08-22 01:08:00+00:00,0.0005000000000000001,BE_STOP,12.0,8,1,TREND
BTCUSDT,2026-08-22 03:03:00+00:00,0.004600000000000001,TP,115.0,8,6,CHOP
NEARUSDT,2026-08-22 03:13:00+00:00,0.004600000000000001,TP,10.0,8,0,TREND
XRPUSDT,2026-08-22 03:17:00+00:00,0.004600000000000001,TP,4.0,8,0,TREND
ETHUSDT,2026-08-22 03:28:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,1,CHOP
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,BE_STOP,338.0,5,3,CHOP
BTCUSDT,2026-08-22 03:33:00+00:00,0.0005000000000000001,BE_STOP,325.0,6,5,CHOP
XRPUSDT,2026-08-22 04:17:00+00:00,0.006782385443890727,TP,42.0,8,0,TREND
NEARUSDT,2026-08-22 04:26:00+00:00,0.004600000000000001,TP,9.0,8,0,TREND
XRPUSDT,2026-08-22 04:31:00+00:00,0.0059216862825948674,TP,5.0,8,0,TREND
NEARUSDT,2026-08-22 04:49:00+00:00,0.0005000000000000001,BE_STOP,17.0,8,0,TREND
SOLUSDT,2026-08-22 05:09:00+00:00,-0.0414,MAE_KILL,20.0,8,0,TREND
ETHUSDT,2026-08-22 05:10:00+00:00,-0.0414,MAE_KILL,346.0,8,0,TREND
BTCUSDT,2026-08-22 05:10:00+00:00,0.004600000000000001,TP,302.0,7,5,TREND
SOLUSDT,2026-08-22 05:16:00+00:00,0.026461054641450273,TP,3.0,7,0,CHOP
BTCUSDT,2026-08-22 05:16:00+00:00,0.004600000000000001,TP,1.0,8,6,CHOP
BTCUSDT,2026-08-22 05:17:00+00:00,0.0005000000000000001,BE_STOP,6.0,6,5,CHOP
BTCUSDT,2026-08-22 05:26:00+00:00,0.0005000000000000001,BE_STOP,9.0,6,5,CHOP
BTCUSDT,2026-08-22 05:33:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,6,CHOP
BTCUSDT,2026-08-22 05:47:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,6,CHOP
BTCUSDT,2026-08-22 07:10:00+00:00,0.0005000000000000001,BE_STOP,81.0,8,6,CHOP
BTCUSDT,2026-08-22 08:44:00+00:00,0.0005000000000000001,BE_STOP,90.0,8,6,CHOP
BTCUSDT,2026-08-22 09:59:00+00:00,0.0005000000000000001,BE_STOP,73.0,8,6,TREND
SOLUSDT,2026-08-22 10:02:00+00:00,0.004600000000000001,TP,3.0,8,1,CHOP
BTCUSDT,2026-08-22 10:17:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,6,TREND
BTCUSDT,2026-08-22 10:28:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,6,CHOP
BTCUSDT,2026-08-22 10:31:00+00:00,0.0005000000000000001,BE_STOP,308.0,8,6,CHOP
NEARUSDT,2026-08-22 11:05:00+00:00,0.0005000000000000001,BE_STOP,37.0,8,0,CHOP
NEARUSDT,2026-08-22 11:05:00+00:00,0.0005000000000000001,BE_STOP,34.0,8,1,CHOP
NEARUSDT,2026-08-22 11:12:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,1,CHOP
NEARUSDT,2026-08-22 11:24:00+00:00,0.004600000000000001,TP,19.0,7,0,CHOP
ETHUSDT,2026-08-22 11:44:00+00:00,0.004600000000000001,TP,20.0,8,0,CHOP
XRPUSDT,2026-08-22 12:02:00+00:00,0.004600000000000001,TP,18.0,8,0,CHOP
SOLUSDT,2026-08-22 12:10:00+00:00,0.0005000000000000001,BE_STOP,411.0,7,0,CHOP
BTCUSDT,2026-08-22 16:54:00+00:00,0.0005000000000000001,BE_STOP,292.0,8,6,CHOP
BTCUSDT,2026-08-22 16:54:00+00:00,0.0005000000000000001,BE_STOP,282.0,8,7,CHOP
NEARUSDT,2026-08-22 18:41:00+00:00,-0.0264,MAE_KILL,107.0,7,0,CHOP
BTCUSDT,2026-08-22 21:09:00+00:00,0.0005000000000000001,BE_STOP,148.0,8,6,CHOP
ETHUSDT,2026-08-22 21:20:00+00:00,0.0005000000000000001,BE_STOP,264.0,8,0,CHOP
ETHUSDT,2026-08-22 21:56:00+00:00,0.004600000000000001,TP,36.0,8,0,CHOP
BTCUSDT,2026-08-22 22:06:00+00:00,0.0005000000000000001,BE_STOP,56.0,8,6,CHOP
BTCUSDT,2026-08-23 01:57:00+00:00,0.0005000000000000001,BE_STOP,231.0,8,7,CHOP
BTCUSDT,2026-08-23 04:08:00+00:00,0.004600000000000001,TP,131.0,8,7,CHOP
BTCUSDT,2026-08-23 05:08:00+00:00,0.004600000000000001,TP,1076.0,8,5,CHOP
BTCUSDT,2026-08-23 05:08:00+00:00,0.004600000000000001,TP,431.0,8,7,CHOP
BTCUSDT,2026-08-23 05:08:00+00:00,0.004600000000000001,TP,59.0,8,7,CHOP
BTCUSDT,2026-08-23 05:14:00+00:00,-0.0414,MAE_KILL,2655.0,4,0,TREND
BTCUSDT,2026-08-23 05:14:00+00:00,0.004600000000000001,TP,2377.0,5,4,CHOP
BTCUSDT,2026-08-23 05:14:00+00:00,0.004600000000000001,TP,4.0,7,5,CHOP
BTCUSDT,2026-08-23 05:14:00+00:00,0.004600000000000001,TP,2.0,8,6,TREND
XRPUSDT,2026-08-23 05:15:00+00:00,0.0005000000000000001,BE_STOP,7.0,6,0,CHOP
BTCUSDT,2026-08-23 05:17:00+00:00,-0.0414,MAE_KILL,1549.0,8,6,CHOP
BTCUSDT,2026-08-23 05:17:00+00:00,0.004600000000000001,TP,2.0,4,3,TREND
BTCUSDT,2026-08-23 06:14:00+00:00,0.0005000000000000001,BE_STOP,53.0,5,3,TREND
BTCUSDT,2026-08-23 06:14:00+00:00,0.0005000000000000001,BE_STOP,51.0,6,4,TREND
XRPUSDT,2026-08-23 06:23:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,0,TREND
ETHUSDT,2026-08-23 06:33:00+00:00,0.004600000000000001,TP,65.0,8,1,TREND
XRPUSDT,2026-08-23 06:38:00+00:00,0.0005000000000000001,BE_STOP,15.0,8,1,TREND
XRPUSDT,2026-08-23 07:17:00+00:00,0.004600000000000001,TP,57.0,8,1,TREND
ETHUSDT,2026-08-23 07:22:00+00:00,0.0005000000000000001,BE_STOP,44.0,8,1,TREND
NEARUSDT,2026-08-23 07:29:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,0,CHOP
SOLUSDT,2026-08-23 08:11:00+00:00,0.0005000000000000001,BE_STOP,41.0,8,1,CHOP
SOLUSDT,2026-08-23 08:47:00+00:00,0.0005000000000000001,BE_STOP,202.0,7,0,CHOP
BTCUSDT,2026-08-23 08:57:00+00:00,0.0005000000000000001,BE_STOP,143.0,8,3,TREND
BTCUSDT,2026-08-23 08:57:00+00:00,0.0005000000000000001,BE_STOP,100.0,8,4,CHOP
XRPUSDT,2026-08-23 09:35:00+00:00,0.004600000000000001,TP,38.0,7,0,CHOP
ETHUSDT,2026-08-23 09:37:00+00:00,0.0005000000000000001,BE_STOP,38.0,8,1,CHOP
BTCUSDT,2026-08-23 10:06:00+00:00,0.004600000000000001,TP,115.0,8,5,TREND
BTCUSDT,2026-08-23 11:20:00+00:00,0.004600000000000001,TP,153.0,8,6,CHOP
BTCUSDT,2026-08-23 11:20:00+00:00,0.004600000000000001,TP,73.0,8,5,CHOP
ETHUSDT,2026-08-23 13:18:00+00:00,-0.0414,MAE_KILL,481.0,3,0,TREND
BTCUSDT,2026-08-23 13:19:00+00:00,0.004600000000000001,TP,117.0,7,4,TREND
BTCUSDT,2026-08-23 13:19:00+00:00,0.004600000000000001,TP,114.0,8,5,TREND
SOLUSDT,2026-08-23 14:06:00+00:00,0.0005000000000000001,BE_STOP,44.0,7,0,TREND
XRPUSDT,2026-08-23 14:11:00+00:00,0.004600000000000001,TP,5.0,8,0,TREND
NEARUSDT,2026-08-23 14:16:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,0,TREND
ETHUSDT,2026-08-23 14:42:00+00:00,0.004600000000000001,TP,305.0,8,1,CHOP
NEARUSDT,2026-08-23 17:14:00+00:00,-0.0264,MAE_KILL,151.0,8,0,CHOP
XRPUSDT,2026-08-23 17:22:00+00:00,0.004600000000000001,TP,7.0,8,0,CHOP
BTCUSDT,2026-08-23 21:16:00+00:00,0.004600000000000001,TP,233.0,8,5,CHOP
BTCUSDT,2026-08-23 21:22:00+00:00,0.004600000000000001,TP,482.0,6,4,TREND
ETHUSDT,2026-08-23 21:25:00+00:00,0.0005000000000000001,BE_STOP,429.0,8,2,TREND
ETHUSDT,2026-08-23 21:29:00+00:00,0.0047317683051642705,TP,485.0,8,1,CHOP
BTCUSDT,2026-08-23 22:10:00+00:00,-0.01262776486572086,MAX_AGE,2880.0,7,6,CHOP
ETHUSDT,2026-08-23 23:03:00+00:00,0.004600000000000001,TP,53.0,8,0,CHOP
ETHUSDT,2026-08-23 23:07:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,0,CHOP
BTCUSDT,2026-08-24 00:49:00+00:00,0.0005000000000000001,BE_STOP,102.0,8,7,CHOP
NEARUSDT,2026-08-24 00:52:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,0,CHOP
XRPUSDT,2026-08-24 01:15:00+00:00,0.004600000000000001,TP,23.0,8,0,CHOP
BTCUSDT,2026-08-24 01:33:00+00:00,0.0005000000000000001,BE_STOP,17.0,8,7,CHOP
ETHUSDT,2026-08-24 01:51:00+00:00,0.004600000000000001,TP,18.0,8,0,CHOP
BTCUSDT,2026-08-24 02:05:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,7,CHOP
NEARUSDT,2026-08-24 02:37:00+00:00,-0.0264,MAE_KILL,32.0,8,0,CHOP
BTCUSDT,2026-08-24 03:33:00+00:00,-0.021503773716845965,MAX_AGE,2880.0,7,5,CHOP
XRPUSDT,2026-08-24 03:38:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,CHOP
BTCUSDT,2026-08-24 05:04:00+00:00,0.0005000000000000001,BE_STOP,86.0,8,7,CHOP
SOLUSDT,2026-08-24 05:15:00+00:00,0.004600000000000001,TP,11.0,8,0,CHOP
BTCUSDT,2026-08-24 06:33:00+00:00,0.0005000000000000001,BE_STOP,78.0,8,7,CHOP
XRPUSDT,2026-08-24 06:49:00+00:00,0.0005000000000000001,BE_STOP,16.0,8,0,CHOP
BTCUSDT,2026-08-24 07:21:00+00:00,0.0005000000000000001,BE_STOP,284.0,8,7,CHOP
BTCUSDT,2026-08-24 07:21:00+00:00,0.0005000000000000001,BE_STOP,31.0,8,7,CHOP
BTCUSDT,2026-08-24 10:41:00+00:00,0.0005000000000000001,BE_STOP,197.0,8,7,CHOP
BTCUSDT,2026-08-24 10:43:00+00:00,0.0005000000000000001,BE_STOP,202.0,7,6,CHOP
ETHUSDT,2026-08-24 11:07:00+00:00,0.0005000000000000001,BE_STOP,25.0,8,0,CHOP
BTCUSDT,2026-08-24 11:07:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,6,CHOP
BTCUSDT,2026-08-24 11:36:00+00:00,0.004600000000000001,TP,859.0,8,5,CHOP
BTCUSDT,2026-08-24 11:36:00+00:00,0.004600000000000001,TP,851.0,8,6,CHOP
BTCUSDT,2026-08-24 11:37:00+00:00,0.004600000000000001,TP,855.0,8,5,CHOP
BTCUSDT,2026-08-24 11:40:00+00:00,0.004600000000000001,TP,850.0,8,7,TREND
NEARUSDT,2026-08-24 11:44:00+00:00,0.004600000000000001,TP,3.0,6,0,CHOP
SOLUSDT,2026-08-24 12:17:00+00:00,0.0005000000000000001,BE_STOP,70.0,7,0,CHOP
SOLUSDT,2026-08-24 12:17:00+00:00,0.0005000000000000001,BE_STOP,68.0,8,1,CHOP
BTCUSDT,2026-08-24 12:34:00+00:00,0.0005000000000000001,BE_STOP,51.0,7,3,CHOP
BTCUSDT,2026-08-24 12:34:00+00:00,0.0005000000000000001,BE_STOP,49.0,7,4,CHOP
BTCUSDT,2026-08-24 12:41:00+00:00,0.004600000000000001,TP,54.0,8,5,CHOP
BTCUSDT,2026-08-24 12:42:00+00:00,0.004600000000000001,TP,64.0,6,3,CHOP
BTCUSDT,2026-08-24 12:50:00+00:00,0.004600000000000001,TP,14.0,7,4,CHOP
BTCUSDT,2026-08-24 12:51:00+00:00,-0.0414,MAE_KILL,1892.0,4,2,TREND
BTCUSDT,2026-08-24 12:51:00+00:00,0.004600000000000001,TP,8.0,7,3,TREND
ETHUSDT,2026-08-24 12:51:00+00:00,0.004600000000000001,TP,6.0,8,0,CHOP
SOLUSDT,2026-08-24 12:53:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,2,CHOP
NEARUSDT,2026-08-24 13:01:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,0,CHOP
BTCUSDT,2026-08-24 13:01:00+00:00,0.0005000000000000001,BE_STOP,9.0,6,1,TREND
BTCUSDT,2026-08-24 13:15:00+00:00,0.0005000000000000001,BE_STOP,17.0,7,2,TREND
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,16.0,8,3,TREND
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,14.0,7,3,TREND
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,12.0,8,4,TREND
BTCUSDT,2026-08-24 13:33:00+00:00,0.004600000000000001,TP,12.0,7,3,TREND
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,23.0,5,1,TREND
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,21.0,6,2,TREND
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,16.0,8,4,TREND
BTCUSDT,2026-08-24 13:42:00+00:00,0.004600000000000001,TP,9.0,8,4,TREND
BTCUSDT,2026-08-24 13:45:00+00:00,0.004600000000000001,TP,4.0,6,2,TREND
SOLUSDT,2026-08-24 13:46:00+00:00,0.004600000000000001,TP,87.0,8,1,CHOP
SOLUSDT,2026-08-24 13:47:00+00:00,0.0005000000000000001,BE_STOP,90.0,7,0,CHOP
BTCUSDT,2026-08-24 13:48:00+00:00,0.0005000000000000001,BE_STOP,5.0,6,2,CHOP
BTCUSDT,2026-08-24 13:54:00+00:00,0.0005000000000000001,BE_STOP,6.0,4,2,CHOP
BTCUSDT,2026-08-24 13:55:00+00:00,0.0005000000000000001,BE_STOP,5.0,5,3,CHOP
BTCUSDT,2026-08-24 14:15:00+00:00,0.004600000000000001,TP,13.0,8,3,CHOP
BTCUSDT,2026-08-24 14:23:00+00:00,-0.0414,MAE_KILL,1728.0,8,5,CHOP
ETHUSDT,2026-08-24 14:23:00+00:00,0.004600000000000001,TP,7.0,8,0,CHOP
NEARUSDT,2026-08-24 14:26:00+00:00,0.004600000000000001,TP,2.0,7,1,CHOP
BTCUSDT,2026-08-24 14:32:00+00:00,0.004600000000000001,TP,5.0,7,2,CHOP
NEARUSDT,2026-08-24 14:33:00+00:00,-0.0264,MAE_KILL,33.0,7,0,CHOP
SOLUSDT,2026-08-24 14:33:00+00:00,0.004600000000000001,TP,4.0,8,3,CHOP
SOLUSDT,2026-08-24 14:43:00+00:00,0.0005000000000000001,BE_STOP,107.0,6,2,CHOP
SOLUSDT,2026-08-24 14:43:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,3,CHOP
