pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime
ETHUSDT,2026-08-13 12:32:00+00:00,0.0005000000000000001,BE_STOP,45.0,8,2,TREND
NEARUSDT,2026-08-13 13:11:00+00:00,0.0005000000000000001,BE_STOP,40.0,8,1,CHOP
BTCUSDT,2026-08-13 13:15:00+00:00,0.0005000000000000001,BE_STOP,40.0,8,4,CHOP
ETHUSDT,2026-08-13 14:50:00+00:00,0.0005000000000000001,BE_STOP,95.0,8,1,CHOP
BTCUSDT,2026-08-13 14:59:00+00:00,0.0005000000000000001,BE_STOP,108.0,8,5,CHOP
NEARUSDT,2026-08-13 14:59:00+00:00,0.0005000000000000001,BE_STOP,8.0,8,1,CHOP
NEARUSDT,2026-08-13 15:47:00+00:00,0.004600000000000001,TP,47.0,7,1,CHOP
NEARUSDT,2026-08-13 15:47:00+00:00,0.004600000000000001,TP,45.0,8,2,CHOP
NEARUSDT,2026-08-13 15:56:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,1,CHOP
NEARUSDT,2026-08-13 15:59:00+00:00,0.004600000000000001,TP,232.0,8,0,CHOP
BTCUSDT,2026-08-13 16:37:00+00:00,0.004600000000000001,TP,47.0,8,4,CHOP
BTCUSDT,2026-08-13 16:39:00+00:00,0.004600000000000001,TP,1119.0,8,4,CHOP
BTCUSDT,2026-08-13 16:39:00+00:00,0.004600000000000001,TP,39.0,7,5,CHOP
BTCUSDT,2026-08-13 16:39:00+00:00,0.004600000000000001,TP,37.0,8,6,CHOP
BTCUSDT,2026-08-13 16:40:00+00:00,0.004600000000000001,TP,1538.0,8,6,
NEARUSDT,2026-08-13 16:42:00+00:00,0.004600000000000001,TP,4.0,8,0,CHOP
XRPUSDT,2026-08-13 19:04:00+00:00,0.0005000000000000001,BE_STOP,133.0,8,0,CHOP
BTCUSDT,2026-08-13 19:14:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,5,CHOP
BTCUSDT,2026-08-14 07:03:00+00:00,0.0005000000000000001,BE_STOP,855.0,7,4,CHOP
BTCUSDT,2026-08-14 08:47:00+00:00,0.0005000000000000001,BE_STOP,963.0,5,2,CHOP
BTCUSDT,2026-08-14 08:51:00+00:00,0.0005000000000000001,BE_STOP,965.0,6,3,CHOP
BTCUSDT,2026-08-14 08:53:00+00:00,0.0005000000000000001,BE_STOP,110.0,8,4,TREND
BTCUSDT,2026-08-14 13:47:00+00:00,-0.02154785408396109,MAX_AGE,2880.0,8,3,
BTCUSDT,2026-08-14 16:00:00+00:00,0.0005000000000000001,BE_STOP,433.0,8,4,TREND
ETHUSDT,2026-08-14 16:06:00+00:00,0.0005000000000000001,BE_STOP,434.0,8,3,CHOP
ETHUSDT,2026-08-14 16:47:00+00:00,0.0005000000000000001,BE_STOP,46.0,8,5,CHOP
BTCUSDT,2026-08-14 17:56:00+00:00,0.0005000000000000001,BE_STOP,542.0,8,3,TREND
SOLUSDT,2026-08-14 18:14:00+00:00,0.004600000000000001,TP,86.0,8,0,CHOP
ETHUSDT,2026-08-14 18:39:00+00:00,0.0005000000000000001,BE_STOP,152.0,8,5,CHOP
BTCUSDT,2026-08-14 19:28:00+00:00,0.0005000000000000001,BE_STOP,73.0,8,1,CHOP
ETHUSDT,2026-08-15 05:07:00+00:00,-0.008436945280502726,MAX_AGE,2880.0,8,1,CHOP
BTCUSDT,2026-08-15 05:18:00+00:00,-0.013430863617867047,MAX_AGE,2880.0,8,4,CHOP
ETHUSDT,2026-08-15 05:40:00+00:00,0.0005000000000000001,BE_STOP,659.0,8,5,CHOP
BTCUSDT,2026-08-15 06:15:00+00:00,0.0005000000000000001,BE_STOP,646.0,8,1,CHOP
SOLUSDT,2026-08-15 06:50:00+00:00,0.0005000000000000001,BE_STOP,92.0,8,0,CHOP
ETHUSDT,2026-08-15 16:42:00+00:00,-0.011725591374778738,MAX_AGE,2880.0,4,1,CHOP
ETHUSDT,2026-08-15 19:14:00+00:00,-0.004091262403382052,MAX_AGE,2880.0,8,2,CHOP
SOLUSDT,2026-08-16 00:28:00+00:00,0.0005000000000000001,BE_STOP,314.0,8,0,CHOP
ETHUSDT,2026-08-16 13:47:00+00:00,-0.007918842022446564,MAX_AGE,2880.0,8,4,CHOP
ETHUSDT,2026-08-16 17:11:00+00:00,0.0005000000000000001,BE_STOP,2161.0,8,5,CHOP
ETHUSDT,2026-08-16 17:35:00+00:00,0.0005000000000000001,BE_STOP,2084.0,8,5,CHOP
ETHUSDT,2026-08-16 17:56:00+00:00,-0.005801295877914654,MAX_AGE,2880.0,8,5,CHOP
ETHUSDT,2026-08-16 18:04:00+00:00,0.0005000000000000001,BE_STOP,257.0,8,3,CHOP
NEARUSDT,2026-08-16 20:52:00+00:00,0.004600000000000001,TP,176.0,8,0,CHOP
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,269.0,8,4,TREND
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,245.0,8,5,CHOP
ETHUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,216.0,8,0,TREND
BTCUSDT,2026-08-16 21:47:00+00:00,0.0005000000000000001,BE_STOP,2372.0,8,1,CHOP
BTCUSDT,2026-08-16 21:50:00+00:00,0.0005000000000000001,BE_STOP,2410.0,8,1,CHOP
BTCUSDT,2026-08-16 21:50:00+00:00,0.0005000000000000001,BE_STOP,1282.0,8,3,CHOP
BTCUSDT,2026-08-16 21:50:00+00:00,0.0005000000000000001,BE_STOP,57.0,8,6,CHOP
BTCUSDT,2026-08-16 21:51:00+00:00,0.0005000000000000001,BE_STOP,1749.0,8,2,CHOP
SOLUSDT,2026-08-16 22:05:00+00:00,0.0005000000000000001,BE_STOP,15.0,6,0,TREND
SOLUSDT,2026-08-16 22:05:00+00:00,0.0005000000000000001,BE_STOP,12.0,6,1,TREND
BTCUSDT,2026-08-16 22:49:00+00:00,0.0005000000000000001,BE_STOP,67.0,7,5,TREND
BTCUSDT,2026-08-16 22:51:00+00:00,0.0005000000000000001,BE_STOP,64.0,8,6,TREND
BTCUSDT,2026-08-16 22:53:00+00:00,0.0005000000000000001,BE_STOP,69.0,8,6,TREND
BTCUSDT,2026-08-16 22:57:00+00:00,0.0005000000000000001,BE_STOP,60.0,7,3,TREND
XRPUSDT,2026-08-16 22:59:00+00:00,0.0005000000000000001,BE_STOP,79.0,6,0,CHOP
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,TP,132.0,8,0,CHOP
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,TP,130.0,8,1,CHOP
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,TP,127.0,8,2,CHOP
ETHUSDT,2026-08-17 01:01:00+00:00,0.004600000000000001,TP,121.0,7,3,CHOP
BTCUSDT,2026-08-17 01:15:00+00:00,0.0005000000000000001,BE_STOP,132.0,8,3,CHOP
ETHUSDT,2026-08-17 01:37:00+00:00,0.0005000000000000001,BE_STOP,28.0,8,0,CHOP
BTCUSDT,2026-08-17 01:54:00+00:00,0.0005000000000000001,BE_STOP,39.0,8,6,CHOP
BTCUSDT,2026-08-17 02:52:00+00:00,0.004600000000000001,TP,110.0,5,4,CHOP
BTCUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,TP,108.0,6,5,CHOP
BTCUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,TP,106.0,7,6,CHOP
BTCUSDT,2026-08-17 05:28:00+00:00,0.0005000000000000001,BE_STOP,150.0,8,4,CHOP
SOLUSDT,2026-08-17 06:45:00+00:00,0.004600000000000001,TP,306.0,8,0,CHOP
NEARUSDT,2026-08-17 06:46:00+00:00,0.004600000000000001,TP,78.0,8,0,TREND
ETHUSDT,2026-08-17 07:01:00+00:00,0.0005000000000000001,BE_STOP,245.0,7,1,TREND
BTCUSDT,2026-08-17 07:17:00+00:00,0.0005000000000000001,BE_STOP,263.0,6,3,CHOP
BTCUSDT,2026-08-17 09:15:00+00:00,0.0005000000000000001,BE_STOP,117.0,8,4,TREND
BTCUSDT,2026-08-17 13:02:00+00:00,0.0005000000000000001,BE_STOP,226.0,8,4,CHOP
BTCUSDT,2026-08-17 15:28:00+00:00,0.004600000000000001,TP,519.0,8,4,CHOP
SOLUSDT,2026-08-17 16:20:00+00:00,0.0005000000000000001,BE_STOP,559.0,8,0,TREND
BTCUSDT,2026-08-17 17:23:00+00:00,0.004600000000000001,TP,114.0,8,4,TREND
SOLUSDT,2026-08-17 17:39:00+00:00,0.0005000000000000001,BE_STOP,79.0,8,0,CHOP
NEARUSDT,2026-08-17 17:46:00+00:00,-0.0264,MAE_KILL,659.0,7,0,TREND
BTCUSDT,2026-08-17 18:23:00+00:00,0.004600000000000001,TP,44.0,8,5,TREND
BTCUSDT,2026-08-17 18:29:00+00:00,0.0005000000000000001,BE_STOP,66.0,8,4,CHOP
BTCUSDT,2026-08-17 19:01:00+00:00,0.0005000000000000001,BE_STOP,75.0,8,6,TREND
ETHUSDT,2026-08-18 02:30:00+00:00,0.004600000000000001,TP,447.0,8,1,CHOP
NEARUSDT,2026-08-18 02:49:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,0,CHOP
ETHUSDT,2026-08-18 03:36:00+00:00,0.0005000000000000001,BE_STOP,1541.0,8,0,CHOP
NEARUSDT,2026-08-18 06:30:00+00:00,-0.0264,MAE_KILL,174.0,8,0,CHOP
BTCUSDT,2026-08-18 14:26:00+00:00,0.004600000000000001,TP,1197.0,8,6,TREND
ETHUSDT,2026-08-18 14:26:00+00:00,0.004600000000000001,TP,475.0,8,0,CHOP
BTCUSDT,2026-08-18 14:27:00+00:00,0.004600000000000001,TP,1203.0,8,6,TREND
BTCUSDT,2026-08-18 22:01:00+00:00,-0.028554714242977803,MAX_AGE,2880.0,8,4,TREND
BTCUSDT,2026-08-18 22:05:00+00:00,-0.028503875914720034,MAX_AGE,2880.0,7,5,TREND
BTCUSDT,2026-08-18 22:07:00+00:00,-0.028417050923664595,MAX_AGE,2880.0,8,6,TREND
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005000000000000001,BE_STOP,118.0,8,0,CHOP
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005000000000000001,BE_STOP,116.0,8,1,CHOP
ETHUSDT,2026-08-19 02:26:00+00:00,0.0005000000000000001,BE_STOP,140.0,7,0,CHOP
BTCUSDT,2026-08-19 05:53:00+00:00,0.004600000000000001,TP,345.0,8,6,CHOP
BTCUSDT,2026-08-19 06:09:00+00:00,0.004600000000000001,TP,487.0,8,7,CHOP
NEARUSDT,2026-08-19 06:48:00+00:00,0.004600000000000001,TP,55.0,8,0,TREND
NEARUSDT,2026-08-19 06:56:00+00:00,0.004600000000000001,TP,8.0,8,0,CHOP
BTCUSDT,2026-08-19 12:38:00+00:00,0.004600000000000001,TP,341.0,8,7,CHOP
BTCUSDT,2026-08-19 12:41:00+00:00,0.004600000000000001,TP,614.0,8,7,CHOP
ETHUSDT,2026-08-19 12:47:00+00:00,0.004600000000000001,TP,9.0,8,0,CHOP
BTCUSDT,2026-08-19 13:03:00+00:00,-0.0214630918801097,MAX_AGE,2880.0,8,4,CHOP
XRPUSDT,2026-08-19 13:20:00+00:00,0.004600000000000001,TP,33.0,8,0,CHOP
BTCUSDT,2026-08-19 13:31:00+00:00,0.004600000000000001,TP,1380.0,7,6,TREND
BTCUSDT,2026-08-19 13:31:00+00:00,0.004600000000000001,TP,1378.0,8,7,TREND
BTCUSDT,2026-08-19 13:34:00+00:00,0.0005000000000000001,BE_STOP,1385.0,6,5,TREND
NEARUSDT,2026-08-19 13:44:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,2,CHOP
BTCUSDT,2026-08-19 14:10:00+00:00,0.004600000000000001,TP,25.0,8,3,CHOP
NEARUSDT,2026-08-19 14:14:00+00:00,0.0005000000000000001,BE_STOP,92.0,8,0,CHOP
BTCUSDT,2026-08-19 14:17:00+00:00,0.004600000000000001,TP,44.0,8,3,TREND
SOLUSDT,2026-08-19 14:44:00+00:00,0.004600000000000001,TP,34.0,8,0,TREND
NEARUSDT,2026-08-19 14:47:00+00:00,0.0005000000000000001,BE_STOP,33.0,8,1,CHOP
XRPUSDT,2026-08-19 14:52:00+00:00,0.004600000000000001,TP,77.0,8,1,TREND
XRPUSDT,2026-08-19 14:54:00+00:00,0.004600000000000001,TP,83.0,7,0,TREND
XRPUSDT,2026-08-19 14:54:00+00:00,0.004600000000000001,TP,7.0,8,2,TREND
BTCUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,TP,38.0,8,2,TREND
NEARUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,TP,11.0,8,2,TREND
NEARUSDT,2026-08-19 15:00:00+00:00,0.004600000000000001,TP,8.0,8,2,TREND
NEARUSDT,2026-08-19 15:02:00+00:00,0.0005000000000000001,BE_STOP,7.0,5,2,TREND
ETHUSDT,2026-08-19 15:04:00+00:00,0.004600000000000001,TP,7.0,6,0,TREND
BTCUSDT,2026-08-19 15:05:00+00:00,0.004600000000000001,TP,6.0,7,2,TREND
BTCUSDT,2026-08-19 15:05:00+00:00,0.004600000000000001,TP,4.0,7,3,TREND
SOLUSDT,2026-08-19 15:05:00+00:00,0.004879527976102221,TP,2.0,7,0,TREND
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,MAE_KILL,2185.0,8,6,CHOP
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,MAE_KILL,544.0,8,6,TREND
ETHUSDT,2026-08-19 15:18:00+00:00,0.0005000000000000001,BE_STOP,4.0,4,0,TREND
BTCUSDT,2026-08-19 15:22:00+00:00,0.004600000000000001,TP,15.0,4,2,TREND
BTCUSDT,2026-08-19 15:23:00+00:00,0.004600000000000001,TP,13.0,5,3,TREND
ETHUSDT,2026-08-19 15:23:00+00:00,0.005121412963327725,TP,5.0,5,1,TREND
NEARUSDT,2026-08-19 15:23:00+00:00,0.004600000000000001,TP,2.0,6,1,TREND
ETHUSDT,2026-08-19 15:24:00+00:00,0.005419711528242839,TP,8.0,5,1,TREND
NEARUSDT,2026-08-19 15:26:00+00:00,-0.0264,MAE_KILL,143.0,8,1,CHOP
BTCUSDT,2026-08-19 15:26:00+00:00,0.004600000000000001,TP,1.0,2,0,TREND
BTCUSDT,2026-08-19 15:35:00+00:00,0.00977212520505511,TP,5.0,2,0,TREND
NEARUSDT,2026-08-19 15:40:00+00:00,0.006009111434876377,TP,8.0,3,0,TREND
NEARUSDT,2026-08-19 15:43:00+00:00,0.0005000000000000001,BE_STOP,4.0,5,1,TREND
BTCUSDT,2026-08-19 15:54:00+00:00,0.0005000000000000001,BE_STOP,19.0,3,0,TREND
XRPUSDT,2026-08-19 16:00:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,0,TREND
ETHUSDT,2026-08-19 16:01:00+00:00,0.004600000000000001,TP,12.0,8,1,TREND
BTCUSDT,2026-08-19 16:05:00+00:00,0.0047900307363356815,TP,20.0,6,3,TREND
BTCUSDT,2026-08-19 16:05:00+00:00,0.004600000000000001,TP,18.0,7,4,TREND
BTCUSDT,2026-08-19 16:09:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,4,TREND
BTCUSDT,2026-08-19 16:11:00+00:00,0.0005000000000000001,BE_STOP,28.0,5,2,TREND
ETHUSDT,2026-08-19 16:23:00+00:00,0.0005000000000000001,BE_STOP,16.0,8,2,TREND
BTCUSDT,2026-08-19 16:39:00+00:00,0.0005000000000000001,BE_STOP,28.0,8,1,TREND
ETHUSDT,2026-08-19 16:47:00+00:00,0.0005000000000000001,BE_STOP,79.0,1,0,TREND
NEARUSDT,2026-08-19 16:58:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,1,TREND
SOLUSDT,2026-08-19 17:03:00+00:00,0.004600000000000001,TP,40.0,8,2,TREND
BTCUSDT,2026-08-19 17:08:00+00:00,0.004600000000000001,TP,21.0,8,1,TREND
BTCUSDT,2026-08-19 17:19:00+00:00,0.004600000000000001,TP,20.0,8,2,TREND
BTCUSDT,2026-08-19 17:19:00+00:00,0.004600000000000001,TP,16.0,8,3,TREND
BTCUSDT,2026-08-19 17:28:00+00:00,0.004600000000000001,TP,19.0,8,3,TREND
BTCUSDT,2026-08-19 17:30:00+00:00,0.0005000000000000001,BE_STOP,10.0,7,2,TREND
NEARUSDT,2026-08-19 17:48:00+00:00,-0.0264,MAE_KILL,108.0,8,0,CHOP
SOLUSDT,2026-08-19 18:48:00+00:00,0.0005000000000000001,BE_STOP,159.0,8,1,TREND
ETHUSDT,2026-08-19 19:13:00+00:00,0.004600000000000001,TP,25.0,8,2,TREND
BTCUSDT,2026-08-19 19:15:00+00:00,0.0005000000000000001,BE_STOP,86.0,8,1,TREND
ETHUSDT,2026-08-19 20:07:00+00:00,0.004600000000000001,TP,242.0,7,1,TREND
XRPUSDT,2026-08-19 20:15:00+00:00,0.004600000000000001,TP,8.0,8,0,TREND
SOLUSDT,2026-08-19 20:50:00+00:00,0.0073632062052447775,TP,313.0,4,0,TREND
ETHUSDT,2026-08-19 20:50:00+00:00,-0.0414,MAE_KILL,202.0,8,1,TREND
NEARUSDT,2026-08-19 20:50:00+00:00,-0.0264,MAE_KILL,198.0,8,1,CHOP
SOLUSDT,2026-08-19 20:50:00+00:00,0.004600000000000001,TP,97.0,8,2,TREND
BTCUSDT,2026-08-19 20:50:00+00:00,0.004600000000000001,TP,35.0,8,2,CHOP
BTCUSDT,2026-08-19 20:51:00+00:00,0.008266705073485219,TP,310.0,5,1,TREND
XRPUSDT,2026-08-19 20:54:00+00:00,0.004600000000000001,TP,3.0,3,0,CHOP
SOLUSDT,2026-08-19 21:04:00+00:00,-0.0414,MAE_KILL,222.0,8,2,TREND
NEARUSDT,2026-08-19 21:04:00+00:00,0.004600000000000001,TP,8.0,4,0,CHOP
BTCUSDT,2026-08-19 21:06:00+00:00,0.004600000000000001,TP,12.0,3,1,CHOP
BTCUSDT,2026-08-19 21:06:00+00:00,0.004600000000000001,TP,7.0,5,2,CHOP
BTCUSDT,2026-08-19 21:06:00+00:00,0.004600000000000001,TP,4.0,6,3,CHOP
BTCUSDT,2026-08-19 21:07:00+00:00,0.004600000000000001,TP,2.0,5,4,CHOP
BTCUSDT,2026-08-19 21:21:00+00:00,0.004600000000000001,TP,9.0,4,3,CHOP
SOLUSDT,2026-08-19 21:22:00+00:00,0.008845021443532042,TP,4.0,7,0,TREND
BTCUSDT,2026-08-19 21:23:00+00:00,0.004600000000000001,TP,7.0,6,4,CHOP
BTCUSDT,2026-08-19 21:25:00+00:00,0.0005000000000000001,BE_STOP,17.0,2,1,CHOP
BTCUSDT,2026-08-19 21:29:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,4,CHOP
BTCUSDT,2026-08-19 21:31:00+00:00,0.004600000000000001,TP,21.0,3,2,CHOP
ETHUSDT,2026-08-19 21:31:00+00:00,0.014543434026799003,TP,11.0,8,1,TREND
NEARUSDT,2026-08-19 21:33:00+00:00,0.004600000000000001,TP,7.0,7,0,TREND
ETHUSDT,2026-08-19 21:45:00+00:00,0.005415537284950074,TP,7.0,8,1,TREND
ETHUSDT,2026-08-19 21:46:00+00:00,0.017096630483286378,TP,32.0,5,0,TREND
BTCUSDT,2026-08-19 21:47:00+00:00,0.004600000000000001,TP,18.0,7,3,CHOP
BTCUSDT,2026-08-19 21:48:00+00:00,0.0005000000000000001,BE_STOP,17.0,6,3,CHOP
SOLUSDT,2026-08-19 21:48:00+00:00,0.0005000000000000001,BE_STOP,14.0,6,0,TREND
BTCUSDT,2026-08-19 21:52:00+00:00,0.0005000000000000001,BE_STOP,30.0,7,4,CHOP
BTCUSDT,2026-08-19 21:54:00+00:00,0.0005000000000000001,BE_STOP,18.0,7,4,CHOP
XRPUSDT,2026-08-19 22:01:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,0,TREND
XRPUSDT,2026-08-19 22:06:00+00:00,0.004600000000000001,TP,6.0,8,1,TREND
BTCUSDT,2026-08-19 22:25:00+00:00,0.004600000000000001,TP,23.0,8,6,TREND
BTCUSDT,2026-08-19 22:32:00+00:00,0.004600000000000001,TP,26.0,8,7,TREND
SOLUSDT,2026-08-19 22:33:00+00:00,0.004600000000000001,TP,7.0,8,0,TREND
BTCUSDT,2026-08-20 03:16:00+00:00,0.0005000000000000001,BE_STOP,280.0,8,7,TREND
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,BE_STOP,564.0,6,4,CHOP
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,BE_STOP,559.0,5,4,CHOP
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005000000000000001,BE_STOP,555.0,6,5,CHOP
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005000000000000001,BE_STOP,563.0,5,4,CHOP
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005000000000000001,BE_STOP,559.0,5,4,CHOP
SOLUSDT,2026-08-20 08:07:00+00:00,0.004600000000000001,TP,54.0,5,0,CHOP
ETHUSDT,2026-08-20 08:07:00+00:00,0.0005000000000000001,BE_STOP,52.0,6,0,CHOP
NEARUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,58.0,6,0,CHOP
BTCUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,1.0,7,5,CHOP
BTCUSDT,2026-08-20 08:10:00+00:00,-0.0414,MAE_KILL,775.0,8,1,TREND
ETHUSDT,2026-08-20 08:16:00+00:00,0.0005000000000000001,BE_STOP,5.0,5,0,CHOP
BTCUSDT,2026-08-20 08:17:00+00:00,0.004600000000000001,TP,1.0,6,5,TREND
BTCUSDT,2026-08-20 08:19:00+00:00,0.0005000000000000001,BE_STOP,5.0,6,4,TREND
BTCUSDT,2026-08-20 08:31:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,6,TREND
BTCUSDT,2026-08-20 08:34:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,6,TREND
SOLUSDT,2026-08-20 08:37:00+00:00,0.004600000000000001,TP,15.0,7,0,TREND
BTCUSDT,2026-08-20 08:40:00+00:00,0.004600000000000001,TP,5.0,8,6,TREND
BTCUSDT,2026-08-20 08:42:00+00:00,0.0005000000000000001,BE_STOP,24.0,6,5,TREND
BTCUSDT,2026-08-20 08:47:00+00:00,0.005167838339266931,TP,27.0,6,5,TREND
SOLUSDT,2026-08-20 08:49:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,0,TREND
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,MAE_KILL,632.0,7,6,TREND
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,MAE_KILL,349.0,8,7,CHOP
BTCUSDT,2026-08-20 09:09:00+00:00,0.004600000000000001,TP,27.0,8,5,TREND
BTCUSDT,2026-08-20 09:16:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,4,TREND
BTCUSDT,2026-08-20 09:19:00+00:00,0.004600000000000001,TP,30.0,8,5,TREND
ETHUSDT,2026-08-20 09:29:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,1,CHOP
BTCUSDT,2026-08-20 09:52:00+00:00,0.0005000000000000001,BE_STOP,45.0,7,4,TREND
XRPUSDT,2026-08-20 09:52:00+00:00,0.004600000000000001,TP,22.0,8,0,TREND
SOLUSDT,2026-08-20 09:59:00+00:00,0.0005000000000000001,BE_STOP,50.0,7,1,TREND
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,177.0,7,3,CHOP
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,175.0,8,4,CHOP
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,56.0,8,3,TREND
NEARUSDT,2026-08-20 11:11:00+00:00,0.004600000000000001,TP,72.0,8,0,CHOP
BTCUSDT,2026-08-20 12:10:00+00:00,0.0005000000000000001,BE_STOP,135.0,8,3,TREND
ETHUSDT,2026-08-20 12:11:00+00:00,0.0005000000000000001,BE_STOP,138.0,7,1,CHOP
NEARUSDT,2026-08-20 12:32:00+00:00,-0.0264,MAE_KILL,137.0,6,1,CHOP
ETHUSDT,2026-08-20 13:36:00+00:00,0.004600000000000001,TP,299.0,8,0,TREND
SOLUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,931.0,8,1,TREND
ETHUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,16.0,3,0,CHOP
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,14.0,4,1,CHOP
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,11.0,5,2,CHOP
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,7.0,6,3,CHOP
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,5.0,7,4,CHOP
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,3.0,8,5,CHOP
BTCUSDT,2026-08-21 00:34:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,2,TREND
BTCUSDT,2026-08-21 00:35:00+00:00,0.0005000000000000001,BE_STOP,16.0,2,1,CHOP
SOLUSDT,2026-08-21 00:49:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,1,CHOP
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,44.0,3,0,TREND
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,38.0,6,2,TREND
XRPUSDT,2026-08-21 01:06:00+00:00,0.0005000000000000001,BE_STOP,43.0,4,1,TREND
BTCUSDT,2026-08-21 01:16:00+00:00,0.004600000000000001,TP,42.0,8,3,TREND
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,46.0,8,3,TREND
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,13.0,7,3,CHOP
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,11.0,7,4,CHOP
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,8.0,8,0,CHOP
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,1.0,8,1,CHOP
SOLUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,BE_STOP,55.0,5,0,CHOP
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,TP,10.0,4,1,TREND
BTCUSDT,2026-08-21 01:34:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,2,TREND
SOLUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,28.0,4,1,CHOP
NEARUSDT,2026-08-21 01:47:00+00:00,0.0005000000000000001,BE_STOP,24.0,5,0,TREND
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,14.0,7,2,TREND
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,12.0,7,2,TREND
XRPUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,10.0,8,1,TREND
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005000000000000001,BE_STOP,6.0,4,1,TREND
XRPUSDT,2026-08-21 02:40:00+00:00,0.0005000000000000001,BE_STOP,42.0,8,1,TREND
BTCUSDT,2026-08-21 03:04:00+00:00,0.004600000000000001,TP,24.0,8,5,TREND
ETHUSDT,2026-08-21 03:11:00+00:00,0.0005000000000000001,BE_STOP,106.0,6,0,CHOP
XRPUSDT,2026-08-21 03:27:00+00:00,0.004600000000000001,TP,14.0,8,2,CHOP
NEARUSDT,2026-08-21 03:37:00+00:00,0.004600000000000001,TP,10.0,8,0,CHOP
XRPUSDT,2026-08-21 03:39:00+00:00,-0.0414,MAE_KILL,170.0,8,3,CHOP
XRPUSDT,2026-08-21 03:44:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,2,TREND
