pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime,ts_parsed,fold
BTCUSDT,2026-08-20 15:05:00+00:00,0.0005000000000000001,BE_STOP,285.0,8,3,TREND,2026-08-20 15:05:00+00:00,fold1
BTCUSDT,2026-08-20 15:06:00+00:00,0.0005000000000000001,BE_STOP,205.0,8,4,TREND,2026-08-20 15:06:00+00:00,fold1
XRPUSDT,2026-08-20 15:14:00+00:00,0.005960898650654105,TP,7.0,2,0,TREND,2026-08-20 15:14:00+00:00,fold1
XRPUSDT,2026-08-20 15:17:00+00:00,0.0005000000000000001,BE_STOP,5.0,3,1,TREND,2026-08-20 15:17:00+00:00,fold1
XRPUSDT,2026-08-20 15:37:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,5,TREND,2026-08-20 15:37:00+00:00,fold1
XRPUSDT,2026-08-20 15:47:00+00:00,0.004600000000000001,TP,6.0,8,6,TREND,2026-08-20 15:47:00+00:00,fold1
XRPUSDT,2026-08-20 15:56:00+00:00,0.004600000000000001,TP,8.0,8,6,TREND,2026-08-20 15:56:00+00:00,fold1
XRPUSDT,2026-08-20 15:57:00+00:00,0.007075079339710932,TP,40.0,3,1,TREND,2026-08-20 15:57:00+00:00,fold1
XRPUSDT,2026-08-20 15:57:00+00:00,0.006336432163669312,TP,38.0,4,2,TREND,2026-08-20 15:57:00+00:00,fold1
XRPUSDT,2026-08-20 16:02:00+00:00,0.004600000000000001,TP,2.0,7,5,TREND,2026-08-20 16:02:00+00:00,fold1
XRPUSDT,2026-08-20 16:04:00+00:00,0.0005000000000000001,BE_STOP,49.0,3,1,TREND,2026-08-20 16:04:00+00:00,fold1
XRPUSDT,2026-08-20 16:04:00+00:00,0.0005000000000000001,BE_STOP,6.0,6,4,TREND,2026-08-20 16:04:00+00:00,fold1
XRPUSDT,2026-08-20 16:10:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,5,TREND,2026-08-20 16:10:00+00:00,fold1
XRPUSDT,2026-08-20 16:10:00+00:00,0.0005000000000000001,BE_STOP,3.0,6,4,TREND,2026-08-20 16:10:00+00:00,fold1
XRPUSDT,2026-08-20 16:21:00+00:00,0.004600000000000001,TP,1.0,8,6,TREND,2026-08-20 16:21:00+00:00,fold1
XRPUSDT,2026-08-20 16:23:00+00:00,0.0005000000000000001,BE_STOP,14.0,7,5,TREND,2026-08-20 16:23:00+00:00,fold1
XRPUSDT,2026-08-20 16:29:00+00:00,0.004600000000000001,TP,5.0,8,6,TREND,2026-08-20 16:29:00+00:00,fold1
XRPUSDT,2026-08-20 16:31:00+00:00,0.004600000000000001,TP,9.0,8,6,TREND,2026-08-20 16:31:00+00:00,fold1
XRPUSDT,2026-08-20 16:33:00+00:00,0.004600000000000001,TP,3.0,8,6,TREND,2026-08-20 16:33:00+00:00,fold1
XRPUSDT,2026-08-20 16:40:00+00:00,0.004600000000000001,TP,4.0,7,5,TREND,2026-08-20 16:40:00+00:00,fold1
XRPUSDT,2026-08-20 16:41:00+00:00,-0.0414,MAE_KILL,75.0,5,3,TREND,2026-08-20 16:41:00+00:00,fold1
XRPUSDT,2026-08-20 16:41:00+00:00,-0.0414,MAE_KILL,72.0,6,4,TREND,2026-08-20 16:41:00+00:00,fold1
XRPUSDT,2026-08-20 16:41:00+00:00,0.004600000000000001,TP,3.0,8,6,TREND,2026-08-20 16:41:00+00:00,fold1
XRPUSDT,2026-08-20 16:46:00+00:00,-0.0414,MAE_KILL,69.0,7,5,TREND,2026-08-20 16:46:00+00:00,fold1
XRPUSDT,2026-08-20 16:49:00+00:00,0.005151636246772416,TP,5.0,5,3,TREND,2026-08-20 16:49:00+00:00,fold1
XRPUSDT,2026-08-20 16:52:00+00:00,-0.0414,MAE_KILL,37.0,6,4,TREND,2026-08-20 16:52:00+00:00,fold1
XRPUSDT,2026-08-20 16:52:00+00:00,0.0047394610329466865,TP,4.0,5,3,TREND,2026-08-20 16:52:00+00:00,fold1
XRPUSDT,2026-08-20 16:52:00+00:00,0.004600000000000001,TP,2.0,5,3,TREND,2026-08-20 16:52:00+00:00,fold1
XRPUSDT,2026-08-20 16:54:00+00:00,-0.0414,MAE_KILL,37.0,7,5,TREND,2026-08-20 16:54:00+00:00,fold1
XRPUSDT,2026-08-20 16:59:00+00:00,0.005117631897954465,TP,2.0,2,0,TREND,2026-08-20 16:59:00+00:00,fold1
XRPUSDT,2026-08-20 17:06:00+00:00,0.0005000000000000001,BE_STOP,4.0,2,0,TREND,2026-08-20 17:06:00+00:00,fold1
XRPUSDT,2026-08-20 17:21:00+00:00,0.0005000000000000001,BE_STOP,17.0,3,1,TREND,2026-08-20 17:21:00+00:00,fold1
XRPUSDT,2026-08-20 17:21:00+00:00,0.0005000000000000001,BE_STOP,9.0,4,2,TREND,2026-08-20 17:21:00+00:00,fold1
XRPUSDT,2026-08-20 17:21:00+00:00,0.0005000000000000001,BE_STOP,3.0,5,3,TREND,2026-08-20 17:21:00+00:00,fold1
XRPUSDT,2026-08-20 17:27:00+00:00,0.0005000000000000001,BE_STOP,19.0,3,1,TREND,2026-08-20 17:27:00+00:00,fold1
XRPUSDT,2026-08-20 17:28:00+00:00,0.0005000000000000001,BE_STOP,8.0,6,4,TREND,2026-08-20 17:28:00+00:00,fold1
XRPUSDT,2026-08-20 17:31:00+00:00,0.006157799397629555,TP,8.0,4,2,TREND,2026-08-20 17:31:00+00:00,fold1
XRPUSDT,2026-08-20 17:31:00+00:00,0.006115603328710165,TP,6.0,5,3,TREND,2026-08-20 17:31:00+00:00,fold1
XRPUSDT,2026-08-20 17:37:00+00:00,0.005973550084084395,TP,2.0,3,1,TREND,2026-08-20 17:37:00+00:00,fold1
XRPUSDT,2026-08-20 17:39:00+00:00,0.005911670716758796,TP,6.0,2,0,TREND,2026-08-20 17:39:00+00:00,fold1
XRPUSDT,2026-08-20 17:51:00+00:00,0.0005000000000000001,BE_STOP,7.0,3,1,TREND,2026-08-20 17:51:00+00:00,fold1
XRPUSDT,2026-08-20 17:59:00+00:00,0.004887619624994607,TP,2.0,5,3,TREND,2026-08-20 17:59:00+00:00,fold1
XRPUSDT,2026-08-20 18:01:00+00:00,0.005332398036745875,TP,1.0,5,3,TREND,2026-08-20 18:01:00+00:00,fold1
XRPUSDT,2026-08-20 18:06:00+00:00,-0.0414,MAE_KILL,25.0,2,0,TREND,2026-08-20 18:06:00+00:00,fold1
XRPUSDT,2026-08-20 18:06:00+00:00,-0.0414,MAE_KILL,19.0,4,2,TREND,2026-08-20 18:06:00+00:00,fold1
XRPUSDT,2026-08-20 18:06:00+00:00,0.007444850985887547,TP,3.0,5,3,TREND,2026-08-20 18:06:00+00:00,fold1
XRPUSDT,2026-08-20 18:07:00+00:00,-0.0414,MAE_KILL,17.0,5,3,TREND,2026-08-20 18:07:00+00:00,fold1
XRPUSDT,2026-08-20 18:23:00+00:00,0.0005000000000000001,BE_STOP,11.0,2,0,TREND,2026-08-20 18:23:00+00:00,fold1
BTCUSDT,2026-08-20 20:39:00+00:00,0.0005000000000000001,BE_STOP,56.0,2,0,TREND,2026-08-20 20:39:00+00:00,fold1
BTCUSDT,2026-08-20 20:39:00+00:00,0.0005000000000000001,BE_STOP,46.0,4,2,TREND,2026-08-20 20:39:00+00:00,fold1
BTCUSDT,2026-08-20 20:40:00+00:00,0.0005000000000000001,BE_STOP,49.0,3,1,TREND,2026-08-20 20:40:00+00:00,fold1
XRPUSDT,2026-08-20 23:13:00+00:00,0.004600000000000001,TP,25.0,3,1,TREND,2026-08-20 23:13:00+00:00,fold1
XRPUSDT,2026-08-20 23:22:00+00:00,0.004600000000000001,TP,29.0,4,2,TREND,2026-08-20 23:22:00+00:00,fold1
SOLUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,931.0,5,1,TREND,2026-08-21 00:18:00+00:00,fold1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,46.0,5,1,TREND,2026-08-21 01:05:00+00:00,fold1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,44.0,6,2,TREND,2026-08-21 01:05:00+00:00,fold1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,38.0,8,4,TREND,2026-08-21 01:05:00+00:00,fold1
XRPUSDT,2026-08-21 01:06:00+00:00,0.0005000000000000001,BE_STOP,43.0,7,3,TREND,2026-08-21 01:06:00+00:00,fold1
XRPUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,13.0,6,2,TREND,2026-08-21 01:18:00+00:00,fold1
XRPUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,11.0,6,2,TREND,2026-08-21 01:18:00+00:00,fold1
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,6.0,7,0,TREND,2026-08-21 01:18:00+00:00,fold1
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,3.0,8,1,TREND,2026-08-21 01:18:00+00:00,fold1
NEARUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,BE_STOP,111.0,3,0,TREND,2026-08-21 01:20:00+00:00,fold1
NEARUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,BE_STOP,109.0,4,1,TREND,2026-08-21 01:20:00+00:00,fold1
NEARUSDT,2026-08-21 01:20:00+00:00,0.0005000000000000001,BE_STOP,107.0,5,2,TREND,2026-08-21 01:20:00+00:00,fold1
BTCUSDT,2026-08-21 01:28:00+00:00,0.004600000000000001,TP,6.0,3,1,TREND,2026-08-21 01:28:00+00:00,fold1
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,TP,11.0,2,0,TREND,2026-08-21 01:31:00+00:00,fold1
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,TP,5.0,5,2,TREND,2026-08-21 01:31:00+00:00,fold1
BTCUSDT,2026-08-21 01:34:00+00:00,0.0005000000000000001,BE_STOP,5.0,5,2,TREND,2026-08-21 01:34:00+00:00,fold1
NEARUSDT,2026-08-21 01:41:00+00:00,0.004600000000000001,TP,17.0,4,0,TREND,2026-08-21 01:41:00+00:00,fold1
NEARUSDT,2026-08-21 01:46:00+00:00,0.0005000000000000001,BE_STOP,7.0,6,1,TREND,2026-08-21 01:46:00+00:00,fold1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,14.0,4,1,TREND,2026-08-21 01:47:00+00:00,fold1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,12.0,4,1,TREND,2026-08-21 01:47:00+00:00,fold1
XRPUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,10.0,5,1,TREND,2026-08-21 01:47:00+00:00,fold1
XRPUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,6.0,6,2,TREND,2026-08-21 01:47:00+00:00,fold1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,4.0,7,2,TREND,2026-08-21 01:47:00+00:00,fold1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,2.0,8,3,TREND,2026-08-21 01:47:00+00:00,fold1
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005000000000000001,BE_STOP,6.0,2,0,TREND,2026-08-21 01:54:00+00:00,fold1
ETHUSDT,2026-08-21 02:14:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,0,TREND,2026-08-21 02:14:00+00:00,fold1
BTCUSDT,2026-08-21 02:28:00+00:00,0.0005000000000000001,BE_STOP,25.0,7,4,TREND,2026-08-21 02:28:00+00:00,fold1
BTCUSDT,2026-08-21 02:37:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,5,TREND,2026-08-21 02:37:00+00:00,fold1
XRPUSDT,2026-08-21 02:40:00+00:00,0.0005000000000000001,BE_STOP,42.0,6,1,TREND,2026-08-21 02:40:00+00:00,fold1
NEARUSDT,2026-08-21 02:54:00+00:00,0.0005000000000000001,BE_STOP,25.0,8,0,TREND,2026-08-21 02:54:00+00:00,fold1
BTCUSDT,2026-08-21 03:04:00+00:00,0.004600000000000001,TP,27.0,8,4,TREND,2026-08-21 03:04:00+00:00,fold1
BTCUSDT,2026-08-21 03:04:00+00:00,0.004600000000000001,TP,24.0,8,5,TREND,2026-08-21 03:04:00+00:00,fold1
XRPUSDT,2026-08-21 03:30:00+00:00,-0.0414,MAE_KILL,285.0,2,0,TREND,2026-08-21 03:30:00+00:00,fold1
XRPUSDT,2026-08-21 03:39:00+00:00,0.004600000000000001,TP,8.0,8,0,TREND,2026-08-21 03:39:00+00:00,fold1
BTCUSDT,2026-08-21 03:56:00+00:00,0.0005000000000000001,BE_STOP,32.0,8,6,TREND,2026-08-21 03:56:00+00:00,fold1
BTCUSDT,2026-08-21 03:58:00+00:00,0.0005000000000000001,BE_STOP,36.0,7,5,TREND,2026-08-21 03:58:00+00:00,fold1
XRPUSDT,2026-08-21 03:59:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,0,TREND,2026-08-21 03:59:00+00:00,fold1
XRPUSDT,2026-08-21 04:07:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,1,TREND,2026-08-21 04:07:00+00:00,fold1
XRPUSDT,2026-08-21 04:09:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,2,TREND,2026-08-21 04:09:00+00:00,fold1
SOLUSDT,2026-08-21 04:34:00+00:00,0.0005000000000000001,BE_STOP,26.0,8,0,TREND,2026-08-21 04:34:00+00:00,fold1
BTCUSDT,2026-08-21 05:12:00+00:00,0.004600000000000001,TP,62.0,8,6,TREND,2026-08-21 05:12:00+00:00,fold1
BTCUSDT,2026-08-21 05:14:00+00:00,0.004600000000000001,TP,32.0,8,7,TREND,2026-08-21 05:14:00+00:00,fold1
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005000000000000001,BE_STOP,207.0,5,3,TREND,2026-08-21 05:23:00+00:00,fold1
BTCUSDT,2026-08-21 05:24:00+00:00,0.0005000000000000001,BE_STOP,12.0,8,7,TREND,2026-08-21 05:24:00+00:00,fold1
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,BE_STOP,28.0,8,7,TREND,2026-08-21 06:11:00+00:00,fold1
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,BE_STOP,292.0,3,1,TREND,2026-08-21 06:42:00+00:00,fold1
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,BE_STOP,290.0,4,2,TREND,2026-08-21 06:42:00+00:00,fold1
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,BE_STOP,289.0,4,2,TREND,2026-08-21 06:43:00+00:00,fold1
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,BE_STOP,84.0,8,7,TREND,2026-08-21 06:43:00+00:00,fold1
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005000000000000001,BE_STOP,80.0,8,7,TREND,2026-08-21 06:43:00+00:00,fold1
SOLUSDT,2026-08-21 06:48:00+00:00,0.0005000000000000001,BE_STOP,5.0,4,1,TREND,2026-08-21 06:48:00+00:00,fold1
NEARUSDT,2026-08-21 07:10:00+00:00,0.0005000000000000001,BE_STOP,13.0,6,1,TREND,2026-08-21 07:10:00+00:00,fold1
NEARUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,15.0,7,2,TREND,2026-08-21 07:15:00+00:00,fold1
BTCUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,2.0,8,2,TREND,2026-08-21 07:15:00+00:00,fold1
NEARUSDT,2026-08-21 07:16:00+00:00,0.004600000000000001,TP,5.0,7,2,TREND,2026-08-21 07:16:00+00:00,fold1
ETHUSDT,2026-08-21 07:18:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,0,TREND,2026-08-21 07:18:00+00:00,fold1
SOLUSDT,2026-08-21 07:21:00+00:00,0.0005000000000000001,BE_STOP,70.0,8,0,TREND,2026-08-21 07:21:00+00:00,fold1
NEARUSDT,2026-08-21 07:41:00+00:00,-0.0264,MAE_KILL,55.0,5,0,TREND,2026-08-21 07:41:00+00:00,fold1
BTCUSDT,2026-08-21 07:42:00+00:00,0.004600000000000001,TP,18.0,8,5,TREND,2026-08-21 07:42:00+00:00,fold1
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,TP,22.0,7,4,TREND,2026-08-21 07:43:00+00:00,fold1
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005000000000000001,BE_STOP,27.0,7,2,TREND,2026-08-21 07:44:00+00:00,fold1
BTCUSDT,2026-08-21 07:45:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,6,TREND,2026-08-21 07:45:00+00:00,fold1
BTCUSDT,2026-08-21 07:46:00+00:00,0.0005000000000000001,BE_STOP,27.0,7,3,TREND,2026-08-21 07:46:00+00:00,fold1
NEARUSDT,2026-08-21 08:02:00+00:00,0.0063713331444674795,TP,10.0,8,1,TREND,2026-08-21 08:02:00+00:00,fold1
NEARUSDT,2026-08-21 08:04:00+00:00,0.0005000000000000001,BE_STOP,14.0,7,0,TREND,2026-08-21 08:04:00+00:00,fold1
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005000000000000001,BE_STOP,20.0,6,4,TREND,2026-08-21 08:05:00+00:00,fold1
BTCUSDT,2026-08-21 08:06:00+00:00,0.0005000000000000001,BE_STOP,18.0,6,4,TREND,2026-08-21 08:06:00+00:00,fold1
BTCUSDT,2026-08-21 08:13:00+00:00,0.004600000000000001,TP,8.0,7,4,TREND,2026-08-21 08:13:00+00:00,fold1
NEARUSDT,2026-08-21 08:13:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,1,TREND,2026-08-21 08:13:00+00:00,fold1
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,TP,31.0,7,5,TREND,2026-08-21 08:14:00+00:00,fold1
BTCUSDT,2026-08-21 08:14:00+00:00,0.004600000000000001,TP,4.0,8,4,TREND,2026-08-21 08:14:00+00:00,fold1
BTCUSDT,2026-08-21 08:26:00+00:00,-0.0414,MAE_KILL,332.0,8,6,TREND,2026-08-21 08:26:00+00:00,fold1
BTCUSDT,2026-08-21 08:26:00+00:00,0.004600000000000001,TP,12.0,5,2,TREND,2026-08-21 08:26:00+00:00,fold1
BTCUSDT,2026-08-21 08:27:00+00:00,0.0005000000000000001,BE_STOP,8.0,6,3,TREND,2026-08-21 08:27:00+00:00,fold1
NEARUSDT,2026-08-21 08:28:00+00:00,0.0005000000000000001,BE_STOP,25.0,8,1,TREND,2026-08-21 08:28:00+00:00,fold1
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,TP,10.0,7,4,TREND,2026-08-21 08:31:00+00:00,fold1
BTCUSDT,2026-08-21 08:31:00+00:00,0.004600000000000001,TP,8.0,8,5,TREND,2026-08-21 08:31:00+00:00,fold1
BTCUSDT,2026-08-21 08:33:00+00:00,0.004600000000000001,TP,5.0,6,4,TREND,2026-08-21 08:33:00+00:00,fold1
BTCUSDT,2026-08-21 08:35:00+00:00,-0.0414,MAE_KILL,275.0,8,5,TREND,2026-08-21 08:35:00+00:00,fold1
BTCUSDT,2026-08-21 08:35:00+00:00,0.004600000000000001,TP,9.0,7,4,TREND,2026-08-21 08:35:00+00:00,fold1
SOLUSDT,2026-08-21 08:38:00+00:00,0.004600000000000001,TP,5.0,4,1,TREND,2026-08-21 08:38:00+00:00,fold1
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,TP,6.0,4,0,TREND,2026-08-21 08:46:00+00:00,fold1
ETHUSDT,2026-08-21 08:46:00+00:00,0.004600000000000001,TP,2.0,6,1,TREND,2026-08-21 08:46:00+00:00,fold1
BTCUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,TP,11.0,3,0,TREND,2026-08-21 08:47:00+00:00,fold1
BTCUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,TP,9.0,3,1,TREND,2026-08-21 08:47:00+00:00,fold1
SOLUSDT,2026-08-21 08:47:00+00:00,0.004600000000000001,TP,5.0,5,1,TREND,2026-08-21 08:47:00+00:00,fold1
BTCUSDT,2026-08-21 08:51:00+00:00,0.004600000000000001,TP,2.0,2,0,TREND,2026-08-21 08:51:00+00:00,fold1
NEARUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,TP,6.0,2,0,TREND,2026-08-21 08:57:00+00:00,fold1
BTCUSDT,2026-08-21 08:57:00+00:00,0.004600000000000001,TP,2.0,4,0,TREND,2026-08-21 08:57:00+00:00,fold1
ETHUSDT,2026-08-21 09:01:00+00:00,0.0005000000000000001,BE_STOP,8.0,3,0,TREND,2026-08-21 09:01:00+00:00,fold1
NEARUSDT,2026-08-21 09:03:00+00:00,-0.0264,MAE_KILL,6.0,3,0,TREND,2026-08-21 09:03:00+00:00,fold1
ETHUSDT,2026-08-21 09:07:00+00:00,0.00569296984239893,TP,3.0,3,0,TREND,2026-08-21 09:07:00+00:00,fold1
BTCUSDT,2026-08-21 09:18:00+00:00,0.0005000000000000001,BE_STOP,9.0,4,1,TREND,2026-08-21 09:18:00+00:00,fold1
XRPUSDT,2026-08-21 09:32:00+00:00,0.0060754698153999195,TP,4.0,8,0,TREND,2026-08-21 09:32:00+00:00,fold1
BTCUSDT,2026-08-21 09:37:00+00:00,0.0005000000000000001,BE_STOP,26.0,5,2,TREND,2026-08-21 09:37:00+00:00,fold1
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,TP,9.0,8,5,TREND,2026-08-21 09:44:00+00:00,fold1
BTCUSDT,2026-08-21 09:44:00+00:00,0.004600000000000001,TP,6.0,8,5,TREND,2026-08-21 09:44:00+00:00,fold1
BTCUSDT,2026-08-21 11:19:00+00:00,0.004600000000000001,TP,119.0,6,3,TREND,2026-08-21 11:19:00+00:00,fold1
BTCUSDT,2026-08-21 11:22:00+00:00,0.0005000000000000001,BE_STOP,118.0,7,4,TREND,2026-08-21 11:22:00+00:00,fold1
BTCUSDT,2026-08-21 11:23:00+00:00,0.0005000000000000001,BE_STOP,127.0,6,3,TREND,2026-08-21 11:23:00+00:00,fold1
SOLUSDT,2026-08-21 11:34:00+00:00,0.0067596708957899645,TP,147.0,3,1,TREND,2026-08-21 11:34:00+00:00,fold1
SOLUSDT,2026-08-21 11:35:00+00:00,0.0005000000000000001,BE_STOP,280.0,5,1,TREND,2026-08-21 11:35:00+00:00,fold2
BTCUSDT,2026-08-21 14:19:00+00:00,0.004600000000000001,TP,11.0,6,5,TREND,2026-08-21 14:19:00+00:00,fold2
BTCUSDT,2026-08-21 14:19:00+00:00,0.004600000000000001,TP,9.0,7,6,TREND,2026-08-21 14:19:00+00:00,fold2
BTCUSDT,2026-08-21 14:23:00+00:00,0.0005000000000000001,BE_STOP,18.0,5,4,TREND,2026-08-21 14:23:00+00:00,fold2
BTCUSDT,2026-08-21 15:14:00+00:00,0.004600000000000001,TP,77.0,4,3,TREND,2026-08-21 15:14:00+00:00,fold2
ETHUSDT,2026-08-21 20:54:00+00:00,0.0005000000000000001,BE_STOP,17.0,7,3,TREND,2026-08-21 20:54:00+00:00,fold2
ETHUSDT,2026-08-21 21:11:00+00:00,0.004600000000000001,TP,43.0,4,0,TREND,2026-08-21 21:11:00+00:00,fold2
ETHUSDT,2026-08-21 21:11:00+00:00,0.004600000000000001,TP,39.0,6,2,TREND,2026-08-21 21:11:00+00:00,fold2
ETHUSDT,2026-08-21 21:11:00+00:00,0.004600000000000001,TP,30.0,8,4,TREND,2026-08-21 21:11:00+00:00,fold2
ETHUSDT,2026-08-21 21:11:00+00:00,0.004600000000000001,TP,11.0,8,4,TREND,2026-08-21 21:11:00+00:00,fold2
ETHUSDT,2026-08-21 21:12:00+00:00,0.004600000000000001,TP,42.0,5,1,TREND,2026-08-21 21:12:00+00:00,fold2
ETHUSDT,2026-08-21 21:23:00+00:00,0.004600000000000001,TP,9.0,4,0,TREND,2026-08-21 21:23:00+00:00,fold2
ETHUSDT,2026-08-21 21:23:00+00:00,0.004600000000000001,TP,3.0,5,1,TREND,2026-08-21 21:23:00+00:00,fold2
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,TP,8.0,4,0,TREND,2026-08-21 21:33:00+00:00,fold2
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,TP,5.0,5,1,TREND,2026-08-21 21:33:00+00:00,fold2
ETHUSDT,2026-08-21 21:33:00+00:00,0.004600000000000001,TP,2.0,6,2,TREND,2026-08-21 21:33:00+00:00,fold2
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,BE_STOP,712.0,7,4,TREND,2026-08-21 21:36:00+00:00,fold2
BTCUSDT,2026-08-21 21:36:00+00:00,0.0005000000000000001,BE_STOP,710.0,8,5,TREND,2026-08-21 21:36:00+00:00,fold2
ETHUSDT,2026-08-21 21:45:00+00:00,0.004600000000000001,TP,7.0,4,2,TREND,2026-08-21 21:45:00+00:00,fold2
ETHUSDT,2026-08-21 21:52:00+00:00,0.004974969826343102,TP,18.0,4,0,TREND,2026-08-21 21:52:00+00:00,fold2
ETHUSDT,2026-08-21 21:52:00+00:00,0.005524284078156303,TP,16.0,3,1,TREND,2026-08-21 21:52:00+00:00,fold2
ETHUSDT,2026-08-21 21:52:00+00:00,0.004600000000000001,TP,6.0,4,2,TREND,2026-08-21 21:52:00+00:00,fold2
ETHUSDT,2026-08-21 21:55:00+00:00,0.004600000000000001,TP,2.0,2,0,TREND,2026-08-21 21:55:00+00:00,fold2
ETHUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,TP,8.0,2,0,TREND,2026-08-21 22:03:00+00:00,fold2
ETHUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,TP,5.0,3,1,TREND,2026-08-21 22:03:00+00:00,fold2
ETHUSDT,2026-08-21 22:03:00+00:00,0.004600000000000001,TP,2.0,4,2,TREND,2026-08-21 22:03:00+00:00,fold2
ETHUSDT,2026-08-21 22:07:00+00:00,0.005234574095418887,TP,3.0,2,0,TREND,2026-08-21 22:07:00+00:00,fold2
ETHUSDT,2026-08-21 22:16:00+00:00,0.0005000000000000001,BE_STOP,8.0,2,0,TREND,2026-08-21 22:16:00+00:00,fold2
ETHUSDT,2026-08-21 22:21:00+00:00,0.0005000000000000001,BE_STOP,11.0,3,1,TREND,2026-08-21 22:21:00+00:00,fold2
NEARUSDT,2026-08-21 22:31:00+00:00,0.0005000000000000001,BE_STOP,14.0,5,1,TREND,2026-08-21 22:31:00+00:00,fold2
SOLUSDT,2026-08-21 22:31:00+00:00,0.004600000000000001,TP,9.0,6,0,TREND,2026-08-21 22:31:00+00:00,fold2
NEARUSDT,2026-08-21 22:31:00+00:00,0.0005000000000000001,BE_STOP,7.0,7,2,TREND,2026-08-21 22:31:00+00:00,fold2
NEARUSDT,2026-08-21 22:46:00+00:00,0.0005000000000000001,BE_STOP,34.0,4,0,TREND,2026-08-21 22:46:00+00:00,fold2
SOLUSDT,2026-08-21 22:48:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,0,TREND,2026-08-21 22:48:00+00:00,fold2
ETHUSDT,2026-08-21 22:52:00+00:00,0.0005000000000000001,BE_STOP,17.0,7,4,TREND,2026-08-21 22:52:00+00:00,fold2
ETHUSDT,2026-08-21 22:52:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,5,TREND,2026-08-21 22:52:00+00:00,fold2
XRPUSDT,2026-08-21 23:00:00+00:00,0.0005000000000000001,BE_STOP,12.0,8,0,TREND,2026-08-21 23:00:00+00:00,fold2
XRPUSDT,2026-08-21 23:08:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,1,TREND,2026-08-21 23:08:00+00:00,fold2
