pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime,ts_parsed,fold
NEARUSDT,2026-08-14 04:38:00+00:00,0.0005000000000000001,BE_STOP,32.0,8,0,TREND,2026-08-14 04:38:00+00:00,fold1
BTCUSDT,2026-08-14 06:52:00+00:00,0.004600000000000001,TP,544.0,6,1,TREND,2026-08-14 06:52:00+00:00,fold1
BTCUSDT,2026-08-14 06:52:00+00:00,0.004600000000000001,TP,542.0,7,2,TREND,2026-08-14 06:52:00+00:00,fold1
NEARUSDT,2026-08-14 07:39:00+00:00,0.004600000000000001,TP,158.0,8,0,TREND,2026-08-14 07:39:00+00:00,fold1
BTCUSDT,2026-08-14 08:49:00+00:00,0.0005000000000000001,BE_STOP,69.0,8,4,TREND,2026-08-14 08:49:00+00:00,fold1
BTCUSDT,2026-08-14 08:53:00+00:00,0.0005000000000000001,BE_STOP,120.0,7,2,TREND,2026-08-14 08:53:00+00:00,fold1
BTCUSDT,2026-08-14 13:04:00+00:00,0.004600000000000001,TP,369.0,8,3,TREND,2026-08-14 13:04:00+00:00,fold1
BTCUSDT,2026-08-14 13:47:00+00:00,-0.02154785408396109,MAX_AGE,2880.0,8,3,,2026-08-14 13:47:00+00:00,fold1
SOLUSDT,2026-08-14 14:23:00+00:00,0.0005000000000000001,BE_STOP,14.0,7,2,TREND,2026-08-14 14:23:00+00:00,fold1
BTCUSDT,2026-08-14 17:56:00+00:00,0.0005000000000000001,BE_STOP,542.0,7,3,TREND,2026-08-14 17:56:00+00:00,fold1
BTCUSDT,2026-08-14 17:56:00+00:00,0.0005000000000000001,BE_STOP,540.0,8,4,TREND,2026-08-14 17:56:00+00:00,fold1
SOLUSDT,2026-08-14 18:17:00+00:00,0.0005000000000000001,BE_STOP,242.0,8,3,TREND,2026-08-14 18:17:00+00:00,fold1
SOLUSDT,2026-08-14 19:15:00+00:00,0.004600000000000001,TP,290.0,8,3,TREND,2026-08-14 19:15:00+00:00,fold1
NEARUSDT,2026-08-14 20:41:00+00:00,0.004600000000000001,TP,7.0,6,1,TREND,2026-08-14 20:41:00+00:00,fold1
NEARUSDT,2026-08-14 20:42:00+00:00,0.004600000000000001,TP,12.0,5,0,TREND,2026-08-14 20:42:00+00:00,fold1
NEARUSDT,2026-08-14 20:52:00+00:00,0.0005000000000000001,BE_STOP,9.0,5,0,TREND,2026-08-14 20:52:00+00:00,fold1
NEARUSDT,2026-08-14 20:54:00+00:00,0.0005000000000000001,BE_STOP,9.0,6,1,TREND,2026-08-14 20:54:00+00:00,fold1
NEARUSDT,2026-08-14 23:48:00+00:00,0.004600000000000001,TP,173.0,7,2,TREND,2026-08-14 23:48:00+00:00,fold1
NEARUSDT,2026-08-14 23:50:00+00:00,0.004600000000000001,TP,177.0,7,2,TREND,2026-08-14 23:50:00+00:00,fold1
NEARUSDT,2026-08-14 23:51:00+00:00,0.004600000000000001,TP,181.0,7,2,TREND,2026-08-14 23:51:00+00:00,fold1
NEARUSDT,2026-08-15 00:09:00+00:00,0.004600000000000001,TP,17.0,6,0,TREND,2026-08-15 00:09:00+00:00,fold1
NEARUSDT,2026-08-15 00:09:00+00:00,0.004600000000000001,TP,15.0,7,1,TREND,2026-08-15 00:09:00+00:00,fold1
NEARUSDT,2026-08-15 00:09:00+00:00,0.004600000000000001,TP,12.0,8,2,TREND,2026-08-15 00:09:00+00:00,fold1
NEARUSDT,2026-08-15 00:23:00+00:00,0.0005000000000000001,BE_STOP,11.0,7,1,TREND,2026-08-15 00:23:00+00:00,fold1
NEARUSDT,2026-08-15 01:22:00+00:00,0.004600000000000001,TP,72.0,6,0,TREND,2026-08-15 01:22:00+00:00,fold1
NEARUSDT,2026-08-15 02:58:00+00:00,0.004600000000000001,TP,95.0,8,0,TREND,2026-08-15 02:58:00+00:00,fold1
SOLUSDT,2026-08-15 05:47:00+00:00,-0.017205010580213797,MAX_AGE,2880.0,6,2,TREND,2026-08-15 05:47:00+00:00,fold1
SOLUSDT,2026-08-15 05:49:00+00:00,-0.016021259677756788,MAX_AGE,2880.0,7,3,TREND,2026-08-15 05:49:00+00:00,fold1
SOLUSDT,2026-08-15 09:55:00+00:00,0.0005000000000000001,BE_STOP,580.0,8,2,TREND,2026-08-15 09:55:00+00:00,fold1
SOLUSDT,2026-08-15 09:57:00+00:00,0.0005000000000000001,BE_STOP,573.0,8,3,TREND,2026-08-15 09:57:00+00:00,fold1
NEARUSDT,2026-08-15 10:38:00+00:00,0.0005000000000000001,BE_STOP,156.0,7,0,TREND,2026-08-15 10:38:00+00:00,fold1
NEARUSDT,2026-08-15 10:38:00+00:00,0.0005000000000000001,BE_STOP,153.0,8,1,TREND,2026-08-15 10:38:00+00:00,fold1
SOLUSDT,2026-08-15 21:40:00+00:00,0.004600000000000001,TP,705.0,8,1,TREND,2026-08-15 21:40:00+00:00,fold1
SOLUSDT,2026-08-15 21:40:00+00:00,0.004600000000000001,TP,703.0,8,1,TREND,2026-08-15 21:40:00+00:00,fold1
BTCUSDT,2026-08-15 21:58:00+00:00,-0.006498293844539073,MAX_AGE,2880.0,8,3,TREND,2026-08-15 21:58:00+00:00,fold1
ETHUSDT,2026-08-15 22:02:00+00:00,-0.004146758401693598,MAX_AGE,2880.0,8,1,TREND,2026-08-15 22:02:00+00:00,fold1
NEARUSDT,2026-08-16 00:02:00+00:00,0.0005000000000000001,BE_STOP,12.0,7,2,TREND,2026-08-16 00:02:00+00:00,fold1
NEARUSDT,2026-08-16 01:02:00+00:00,0.0005000000000000001,BE_STOP,60.0,7,2,TREND,2026-08-16 01:02:00+00:00,fold1
NEARUSDT,2026-08-16 01:30:00+00:00,0.004600000000000001,TP,106.0,5,0,TREND,2026-08-16 01:30:00+00:00,fold1
NEARUSDT,2026-08-16 02:26:00+00:00,0.0005000000000000001,BE_STOP,74.0,7,2,TREND,2026-08-16 02:26:00+00:00,fold1
NEARUSDT,2026-08-16 09:43:00+00:00,0.0005000000000000001,BE_STOP,437.0,7,2,TREND,2026-08-16 09:43:00+00:00,fold1
NEARUSDT,2026-08-16 12:14:00+00:00,0.0005000000000000001,BE_STOP,746.0,6,1,TREND,2026-08-16 12:14:00+00:00,fold1
NEARUSDT,2026-08-16 14:21:00+00:00,0.0005000000000000001,BE_STOP,127.0,8,1,TREND,2026-08-16 14:21:00+00:00,fold1
BTCUSDT,2026-08-16 16:52:00+00:00,0.0005000000000000001,BE_STOP,2274.0,8,2,TREND,2026-08-16 16:52:00+00:00,fold1
BTCUSDT,2026-08-16 16:52:00+00:00,0.0005000000000000001,BE_STOP,130.0,8,4,TREND,2026-08-16 16:52:00+00:00,fold1
NEARUSDT,2026-08-16 20:53:00+00:00,0.0005000000000000001,BE_STOP,1153.0,7,2,TREND,2026-08-16 20:53:00+00:00,fold1
NEARUSDT,2026-08-16 21:06:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,0,TREND,2026-08-16 21:06:00+00:00,fold1
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,288.0,7,3,TREND,2026-08-16 21:40:00+00:00,fold1
BTCUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,286.0,8,4,TREND,2026-08-16 21:40:00+00:00,fold1
SOLUSDT,2026-08-16 21:40:00+00:00,0.004600000000000001,TP,34.0,8,2,TREND,2026-08-16 21:40:00+00:00,fold1
BTCUSDT,2026-08-16 21:42:00+00:00,0.0005000000000000001,BE_STOP,716.0,8,3,TREND,2026-08-16 21:42:00+00:00,fold1
BTCUSDT,2026-08-16 21:49:00+00:00,0.0005000000000000001,BE_STOP,844.0,8,2,TREND,2026-08-16 21:49:00+00:00,fold1
SOLUSDT,2026-08-16 22:05:00+00:00,0.0005000000000000001,BE_STOP,15.0,8,2,TREND,2026-08-16 22:05:00+00:00,fold1
BTCUSDT,2026-08-16 22:27:00+00:00,-0.0017152826078647985,MAX_AGE,2880.0,8,1,TREND,2026-08-16 22:27:00+00:00,fold1
BTCUSDT,2026-08-16 22:51:00+00:00,0.0005000000000000001,BE_STOP,68.0,6,3,TREND,2026-08-16 22:51:00+00:00,fold1
BTCUSDT,2026-08-16 22:51:00+00:00,0.0005000000000000001,BE_STOP,65.0,7,4,TREND,2026-08-16 22:51:00+00:00,fold1
BTCUSDT,2026-08-16 22:54:00+00:00,0.0005000000000000001,BE_STOP,66.0,8,5,TREND,2026-08-16 22:54:00+00:00,fold1
SOLUSDT,2026-08-17 00:24:00+00:00,0.0005000000000000001,BE_STOP,92.0,7,3,TREND,2026-08-17 00:24:00+00:00,fold1
SOLUSDT,2026-08-17 00:47:00+00:00,0.0005000000000000001,BE_STOP,102.0,8,5,TREND,2026-08-17 00:47:00+00:00,fold1
SOLUSDT,2026-08-17 01:04:00+00:00,0.004600000000000001,TP,121.0,7,4,TREND,2026-08-17 01:04:00+00:00,fold1
SOLUSDT,2026-08-17 01:58:00+00:00,0.0005000000000000001,BE_STOP,53.0,8,4,TREND,2026-08-17 01:58:00+00:00,fold1
BTCUSDT,2026-08-17 02:32:00+00:00,0.004600000000000001,TP,105.0,8,2,TREND,2026-08-17 02:32:00+00:00,fold1
ETHUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,TP,11.0,7,0,TREND,2026-08-17 02:53:00+00:00,fold1
ETHUSDT,2026-08-17 02:53:00+00:00,0.004600000000000001,TP,9.0,8,1,TREND,2026-08-17 02:53:00+00:00,fold1
ETHUSDT,2026-08-17 06:54:00+00:00,0.0005000000000000001,BE_STOP,240.0,7,0,TREND,2026-08-17 06:54:00+00:00,fold1
ETHUSDT,2026-08-17 07:01:00+00:00,0.0005000000000000001,BE_STOP,245.0,8,1,TREND,2026-08-17 07:01:00+00:00,fold1
SOLUSDT,2026-08-17 08:04:00+00:00,0.0005000000000000001,BE_STOP,2541.0,7,2,TREND,2026-08-17 08:04:00+00:00,fold1
SOLUSDT,2026-08-17 08:04:00+00:00,0.0005000000000000001,BE_STOP,2539.0,8,3,TREND,2026-08-17 08:04:00+00:00,fold1
BTCUSDT,2026-08-17 14:54:00+00:00,0.0005000000000000001,BE_STOP,475.0,8,2,TREND,2026-08-17 14:54:00+00:00,fold1
BTCUSDT,2026-08-17 16:07:00+00:00,0.0005000000000000001,BE_STOP,36.0,7,3,TREND,2026-08-17 16:07:00+00:00,fold1
BTCUSDT,2026-08-17 16:09:00+00:00,0.0005000000000000001,BE_STOP,36.0,8,4,TREND,2026-08-17 16:09:00+00:00,fold1
SOLUSDT,2026-08-17 16:20:00+00:00,0.0005000000000000001,BE_STOP,559.0,8,4,TREND,2026-08-17 16:20:00+00:00,fold1
BTCUSDT,2026-08-17 17:23:00+00:00,0.004600000000000001,TP,114.0,6,2,TREND,2026-08-17 17:23:00+00:00,fold1
BTCUSDT,2026-08-17 18:23:00+00:00,0.004600000000000001,TP,44.0,7,4,TREND,2026-08-17 18:23:00+00:00,fold1
BTCUSDT,2026-08-17 19:02:00+00:00,0.0005000000000000001,BE_STOP,95.0,5,2,TREND,2026-08-17 19:02:00+00:00,fold1
BTCUSDT,2026-08-17 19:02:00+00:00,0.0005000000000000001,BE_STOP,80.0,8,5,TREND,2026-08-17 19:02:00+00:00,fold1
BTCUSDT,2026-08-18 02:06:00+00:00,0.0005000000000000001,BE_STOP,420.0,8,5,TREND,2026-08-18 02:06:00+00:00,fold1
BTCUSDT,2026-08-18 04:34:00+00:00,0.0005000000000000001,BE_STOP,570.0,7,4,TREND,2026-08-18 04:34:00+00:00,fold1
ETHUSDT,2026-08-18 07:27:00+00:00,0.0005000000000000001,BE_STOP,171.0,8,0,TREND,2026-08-18 07:27:00+00:00,fold1
BTCUSDT,2026-08-18 14:27:00+00:00,0.004600000000000001,TP,1203.0,8,5,TREND,2026-08-18 14:27:00+00:00,fold1
SOLUSDT,2026-08-18 19:28:00+00:00,-0.0414,MAE_KILL,2700.0,8,2,TREND,2026-08-18 19:28:00+00:00,fold1
BTCUSDT,2026-08-18 21:41:00+00:00,-0.028833726887948292,MAX_AGE,2880.0,6,3,TREND,2026-08-18 21:41:00+00:00,fold1
NEARUSDT,2026-08-18 21:43:00+00:00,0.004600000000000001,TP,66.0,8,0,TREND,2026-08-18 21:43:00+00:00,fold1
BTCUSDT,2026-08-18 22:05:00+00:00,-0.028503875914720034,MAX_AGE,2880.0,8,5,TREND,2026-08-18 22:05:00+00:00,fold1
NEARUSDT,2026-08-19 00:06:00+00:00,0.004600000000000001,TP,68.0,6,0,TREND,2026-08-19 00:06:00+00:00,fold1
NEARUSDT,2026-08-19 00:06:00+00:00,0.004600000000000001,TP,66.0,7,1,TREND,2026-08-19 00:06:00+00:00,fold1
NEARUSDT,2026-08-19 00:15:00+00:00,0.004600000000000001,TP,8.0,7,1,TREND,2026-08-19 00:15:00+00:00,fold1
NEARUSDT,2026-08-19 00:23:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,2,TREND,2026-08-19 00:23:00+00:00,fold1
SOLUSDT,2026-08-19 00:25:00+00:00,-0.034443197936815065,MAX_AGE,2880.0,8,5,TREND,2026-08-19 00:25:00+00:00,fold1
NEARUSDT,2026-08-19 04:32:00+00:00,0.0005000000000000001,BE_STOP,319.0,8,2,TREND,2026-08-19 04:32:00+00:00,fold1
NEARUSDT,2026-08-19 06:05:00+00:00,-0.0264,MAE_KILL,347.0,8,2,TREND,2026-08-19 06:05:00+00:00,fold1
NEARUSDT,2026-08-19 06:40:00+00:00,-0.0264,MAE_KILL,377.0,8,2,TREND,2026-08-19 06:40:00+00:00,fold1
NEARUSDT,2026-08-19 07:04:00+00:00,0.0005000000000000001,BE_STOP,7.0,8,0,TREND,2026-08-19 07:04:00+00:00,fold1
NEARUSDT,2026-08-19 11:31:00+00:00,0.004600000000000001,TP,267.0,8,0,TREND,2026-08-19 11:31:00+00:00,fold1
SOLUSDT,2026-08-19 12:44:00+00:00,0.004600000000000001,TP,72.0,8,1,TREND,2026-08-19 12:44:00+00:00,fold1
BTCUSDT,2026-08-19 13:34:00+00:00,0.0005000000000000001,BE_STOP,1385.0,8,3,TREND,2026-08-19 13:34:00+00:00,fold1
BTCUSDT,2026-08-19 13:37:00+00:00,0.0005000000000000001,BE_STOP,51.0,8,5,TREND,2026-08-19 13:37:00+00:00,fold1
BTCUSDT,2026-08-19 14:17:00+00:00,0.004600000000000001,TP,43.0,8,5,TREND,2026-08-19 14:17:00+00:00,fold1
SOLUSDT,2026-08-19 14:42:00+00:00,-0.0414,MAE_KILL,1835.0,8,2,TREND,2026-08-19 14:42:00+00:00,fold1
XRPUSDT,2026-08-19 14:55:00+00:00,-0.0414,MAE_KILL,2161.0,8,0,TREND,2026-08-19 14:55:00+00:00,fold1
BTCUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,TP,38.0,8,5,TREND,2026-08-19 14:55:00+00:00,fold1
BTCUSDT,2026-08-19 14:55:00+00:00,0.004600000000000001,TP,13.0,8,6,TREND,2026-08-19 14:55:00+00:00,fold1
NEARUSDT,2026-08-19 15:02:00+00:00,0.0005000000000000001,BE_STOP,7.0,6,0,TREND,2026-08-19 15:02:00+00:00,fold1
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,MAE_KILL,2738.0,6,3,TREND,2026-08-19 15:14:00+00:00,fold1
BTCUSDT,2026-08-19 15:16:00+00:00,-0.0414,MAE_KILL,551.0,8,4,TREND,2026-08-19 15:16:00+00:00,fold1
BTCUSDT,2026-08-19 15:23:00+00:00,-0.0414,MAE_KILL,731.0,8,2,TREND,2026-08-19 15:23:00+00:00,fold1
BTCUSDT,2026-08-19 15:23:00+00:00,-0.0414,MAE_KILL,650.0,8,3,TREND,2026-08-19 15:23:00+00:00,fold1
BTCUSDT,2026-08-19 15:26:00+00:00,-0.0414,MAE_KILL,108.0,8,5,TREND,2026-08-19 15:26:00+00:00,fold1
SOLUSDT,2026-08-20 00:22:00+00:00,0.0005000000000000001,BE_STOP,18.0,1,0,TREND,2026-08-20 00:22:00+00:00,fold1
ETHUSDT,2026-08-20 00:39:00+00:00,0.004600000000000001,TP,33.0,2,0,TREND,2026-08-20 00:39:00+00:00,fold1
ETHUSDT,2026-08-20 00:39:00+00:00,0.004600000000000001,TP,31.0,3,1,TREND,2026-08-20 00:39:00+00:00,fold1
ETHUSDT,2026-08-20 00:39:00+00:00,0.004600000000000001,TP,27.0,5,2,TREND,2026-08-20 00:39:00+00:00,fold1
ETHUSDT,2026-08-20 00:39:00+00:00,0.004600000000000001,TP,23.0,6,3,TREND,2026-08-20 00:39:00+00:00,fold1
ETHUSDT,2026-08-20 00:41:00+00:00,0.0005000000000000001,BE_STOP,19.0,7,4,TREND,2026-08-20 00:41:00+00:00,fold1
ETHUSDT,2026-08-20 00:41:00+00:00,0.0005000000000000001,BE_STOP,16.0,8,5,TREND,2026-08-20 00:41:00+00:00,fold1
ETHUSDT,2026-08-20 00:52:00+00:00,0.0005000000000000001,BE_STOP,12.0,5,2,TREND,2026-08-20 00:52:00+00:00,fold1
BTCUSDT,2026-08-20 01:02:00+00:00,0.0005000000000000001,BE_STOP,20.0,4,0,TREND,2026-08-20 01:02:00+00:00,fold1
BTCUSDT,2026-08-20 01:20:00+00:00,0.0005000000000000001,BE_STOP,26.0,8,5,TREND,2026-08-20 01:20:00+00:00,fold1
XRPUSDT,2026-08-20 01:26:00+00:00,0.0005000000000000001,BE_STOP,23.0,8,0,TREND,2026-08-20 01:26:00+00:00,fold1
BTCUSDT,2026-08-20 01:34:00+00:00,0.0005000000000000001,BE_STOP,50.0,5,1,TREND,2026-08-20 01:34:00+00:00,fold1
BTCUSDT,2026-08-20 01:34:00+00:00,0.0005000000000000001,BE_STOP,42.0,7,4,TREND,2026-08-20 01:34:00+00:00,fold1
BTCUSDT,2026-08-20 01:52:00+00:00,0.0005000000000000001,BE_STOP,62.0,7,3,TREND,2026-08-20 01:52:00+00:00,fold1
BTCUSDT,2026-08-20 01:53:00+00:00,0.0005000000000000001,BE_STOP,65.0,6,2,TREND,2026-08-20 01:53:00+00:00,fold1
ETHUSDT,2026-08-20 02:21:00+00:00,0.0005000000000000001,BE_STOP,45.0,7,2,TREND,2026-08-20 02:21:00+00:00,fold1
ETHUSDT,2026-08-20 02:57:00+00:00,0.0005000000000000001,BE_STOP,92.0,8,0,TREND,2026-08-20 02:57:00+00:00,fold1
SOLUSDT,2026-08-20 03:00:00+00:00,0.004600000000000001,TP,30.0,8,2,TREND,2026-08-20 03:00:00+00:00,fold1
ETHUSDT,2026-08-20 03:08:00+00:00,0.004600000000000001,TP,100.0,8,1,TREND,2026-08-20 03:08:00+00:00,fold1
XRPUSDT,2026-08-20 03:10:00+00:00,0.004600000000000001,TP,6.0,8,0,TREND,2026-08-20 03:10:00+00:00,fold1
SOLUSDT,2026-08-20 03:11:00+00:00,0.004600000000000001,TP,10.0,7,2,TREND,2026-08-20 03:11:00+00:00,fold1
SOLUSDT,2026-08-20 07:18:00+00:00,0.0005000000000000001,BE_STOP,418.0,7,2,TREND,2026-08-20 07:18:00+00:00,fold1
SOLUSDT,2026-08-20 07:29:00+00:00,0.004600000000000001,TP,439.0,4,1,TREND,2026-08-20 07:29:00+00:00,fold1
SOLUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,9.0,7,2,TREND,2026-08-20 08:09:00+00:00,fold1
SOLUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,6.0,8,3,TREND,2026-08-20 08:09:00+00:00,fold1
ETHUSDT,2026-08-20 08:10:00+00:00,0.004600000000000001,TP,389.0,8,3,TREND,2026-08-20 08:10:00+00:00,fold1
ETHUSDT,2026-08-20 08:12:00+00:00,0.004600000000000001,TP,377.0,8,5,TREND,2026-08-20 08:12:00+00:00,fold1
ETHUSDT,2026-08-20 08:13:00+00:00,0.004600000000000001,TP,381.0,8,4,TREND,2026-08-20 08:13:00+00:00,fold1
BTCUSDT,2026-08-20 08:16:00+00:00,0.0005000000000000001,BE_STOP,4.0,5,0,TREND,2026-08-20 08:16:00+00:00,fold1
SOLUSDT,2026-08-20 08:17:00+00:00,-0.0414,MAE_KILL,308.0,8,3,TREND,2026-08-20 08:17:00+00:00,fold1
SOLUSDT,2026-08-20 08:17:00+00:00,-0.0414,MAE_KILL,305.0,7,3,TREND,2026-08-20 08:17:00+00:00,fold1
XRPUSDT,2026-08-20 08:17:00+00:00,-0.0414,MAE_KILL,303.0,8,0,TREND,2026-08-20 08:17:00+00:00,fold1
BTCUSDT,2026-08-20 08:17:00+00:00,0.004600000000000001,TP,1.0,5,1,TREND,2026-08-20 08:17:00+00:00,fold1
BTCUSDT,2026-08-20 08:19:00+00:00,0.0005000000000000001,BE_STOP,5.0,5,1,TREND,2026-08-20 08:19:00+00:00,fold1
BTCUSDT,2026-08-20 08:31:00+00:00,0.0005000000000000001,BE_STOP,7.0,4,2,TREND,2026-08-20 08:31:00+00:00,fold1
SOLUSDT,2026-08-20 08:37:00+00:00,0.004600000000000001,TP,15.0,3,0,TREND,2026-08-20 08:37:00+00:00,fold1
XRPUSDT,2026-08-20 08:38:00+00:00,0.004600000000000001,TP,6.0,6,0,TREND,2026-08-20 08:38:00+00:00,fold1
BTCUSDT,2026-08-20 08:40:00+00:00,0.004600000000000001,TP,5.0,7,4,TREND,2026-08-20 08:40:00+00:00,fold1
BTCUSDT,2026-08-20 08:41:00+00:00,0.0005000000000000001,BE_STOP,2.0,7,5,TREND,2026-08-20 08:41:00+00:00,fold1
BTCUSDT,2026-08-20 08:42:00+00:00,0.0005000000000000001,BE_STOP,24.0,2,1,TREND,2026-08-20 08:42:00+00:00,fold1
BTCUSDT,2026-08-20 08:43:00+00:00,0.0005000000000000001,BE_STOP,15.0,5,3,TREND,2026-08-20 08:43:00+00:00,fold1
BTCUSDT,2026-08-20 08:47:00+00:00,0.005167838339266931,TP,27.0,2,1,TREND,2026-08-20 08:47:00+00:00,fold1
BTCUSDT,2026-08-20 08:47:00+00:00,0.004600000000000001,TP,17.0,6,4,TREND,2026-08-20 08:47:00+00:00,fold1
BTCUSDT,2026-08-20 09:06:00+00:00,0.004600000000000001,TP,23.0,5,3,TREND,2026-08-20 09:06:00+00:00,fold1
BTCUSDT,2026-08-20 09:09:00+00:00,0.004600000000000001,TP,28.0,6,4,TREND,2026-08-20 09:09:00+00:00,fold1
BTCUSDT,2026-08-20 09:16:00+00:00,0.0005000000000000001,BE_STOP,25.0,7,3,TREND,2026-08-20 09:16:00+00:00,fold1
BTCUSDT,2026-08-20 09:19:00+00:00,0.004600000000000001,TP,30.0,6,2,TREND,2026-08-20 09:19:00+00:00,fold1
BTCUSDT,2026-08-20 09:20:00+00:00,0.0005000000000000001,BE_STOP,26.0,8,4,TREND,2026-08-20 09:20:00+00:00,fold1
BTCUSDT,2026-08-20 09:28:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,2,TREND,2026-08-20 09:28:00+00:00,fold1
XRPUSDT,2026-08-20 09:31:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,0,TREND,2026-08-20 09:31:00+00:00,fold1
BTCUSDT,2026-08-20 09:52:00+00:00,0.0005000000000000001,BE_STOP,45.0,8,4,TREND,2026-08-20 09:52:00+00:00,fold1
SOLUSDT,2026-08-20 09:59:00+00:00,0.0005000000000000001,BE_STOP,50.0,8,2,TREND,2026-08-20 09:59:00+00:00,fold1
SOLUSDT,2026-08-20 10:02:00+00:00,0.0005000000000000001,BE_STOP,31.0,8,3,TREND,2026-08-20 10:02:00+00:00,fold1
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,57.0,8,3,TREND,2026-08-20 10:15:00+00:00,fold1
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,53.0,8,3,TREND,2026-08-20 10:15:00+00:00,fold1
BTCUSDT,2026-08-20 10:21:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,2,TREND,2026-08-20 10:21:00+00:00,fold1
SOLUSDT,2026-08-20 11:41:00+00:00,0.0005000000000000001,BE_STOP,176.0,6,0,TREND,2026-08-20 11:41:00+00:00,fold1
SOLUSDT,2026-08-20 12:08:00+00:00,0.004600000000000001,TP,135.0,8,4,TREND,2026-08-20 12:08:00+00:00,fold1
BTCUSDT,2026-08-20 12:10:00+00:00,0.0005000000000000001,BE_STOP,129.0,8,2,TREND,2026-08-20 12:10:00+00:00,fold1
BTCUSDT,2026-08-20 12:10:00+00:00,0.0005000000000000001,BE_STOP,125.0,8,3,TREND,2026-08-20 12:10:00+00:00,fold1
BTCUSDT,2026-08-20 12:51:00+00:00,0.0005000000000000001,BE_STOP,40.0,7,4,TREND,2026-08-20 12:51:00+00:00,fold1
XRPUSDT,2026-08-20 13:05:00+00:00,0.0005000000000000001,BE_STOP,10.0,8,1,TREND,2026-08-20 13:05:00+00:00,fold1
XRPUSDT,2026-08-20 13:20:00+00:00,0.004600000000000001,TP,15.0,8,1,TREND,2026-08-20 13:20:00+00:00,fold1
BTCUSDT,2026-08-20 13:33:00+00:00,0.0005000000000000001,BE_STOP,84.0,8,5,TREND,2026-08-20 13:33:00+00:00,fold1
ETHUSDT,2026-08-20 13:36:00+00:00,0.004600000000000001,TP,299.0,7,0,TREND,2026-08-20 13:36:00+00:00,fold1
XRPUSDT,2026-08-20 13:50:00+00:00,0.004600000000000001,TP,26.0,8,1,TREND,2026-08-20 13:50:00+00:00,fold1
XRPUSDT,2026-08-20 13:50:00+00:00,0.0046080439450923985,TP,2.0,8,3,TREND,2026-08-20 13:50:00+00:00,fold1
XRPUSDT,2026-08-20 13:57:00+00:00,0.005149729646950779,TP,3.0,7,2,TREND,2026-08-20 13:57:00+00:00,fold1
XRPUSDT,2026-08-20 14:03:00+00:00,0.0005000000000000001,BE_STOP,3.0,8,3,TREND,2026-08-20 14:03:00+00:00,fold1
XRPUSDT,2026-08-20 14:05:00+00:00,0.00496691828027571,TP,7.0,7,2,TREND,2026-08-20 14:05:00+00:00,fold1
XRPUSDT,2026-08-20 14:10:00+00:00,-0.0414,MAE_KILL,115.0,8,0,TREND,2026-08-20 14:10:00+00:00,fold1
XRPUSDT,2026-08-20 14:10:00+00:00,0.004973572536714513,TP,4.0,7,2,TREND,2026-08-20 14:10:00+00:00,fold1
XRPUSDT,2026-08-20 14:10:00+00:00,0.004738657870419098,TP,2.0,8,3,TREND,2026-08-20 14:10:00+00:00,fold1
XRPUSDT,2026-08-20 14:16:00+00:00,-0.0414,MAE_KILL,38.0,7,2,TREND,2026-08-20 14:16:00+00:00,fold1
XRPUSDT,2026-08-20 14:16:00+00:00,0.005759064598286615,TP,1.0,6,1,TREND,2026-08-20 14:16:00+00:00,fold1
XRPUSDT,2026-08-20 14:29:00+00:00,0.0005000000000000001,BE_STOP,12.0,5,0,TREND,2026-08-20 14:29:00+00:00,fold1
XRPUSDT,2026-08-20 14:35:00+00:00,0.0005000000000000001,BE_STOP,16.0,6,1,TREND,2026-08-20 14:35:00+00:00,fold1
XRPUSDT,2026-08-20 14:38:00+00:00,0.0005000000000000001,BE_STOP,14.0,8,3,TREND,2026-08-20 14:38:00+00:00,fold1
BTCUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,TP,282.0,8,3,TREND,2026-08-20 15:04:00+00:00,fold1
XRPUSDT,2026-08-20 15:04:00+00:00,0.006587760689266407,TP,42.0,7,2,TREND,2026-08-20 15:04:00+00:00,fold1
XRPUSDT,2026-08-20 15:04:00+00:00,0.004601010890042665,TP,32.0,8,3,TREND,2026-08-20 15:04:00+00:00,fold1
XRPUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,TP,29.0,8,3,TREND,2026-08-20 15:04:00+00:00,fold1
XRPUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,TP,26.0,8,3,TREND,2026-08-20 15:04:00+00:00,fold1
