pair,ts,net_frac,exit_type,balance_after,hold_min,slots_at_entry,regime
NEARUSDT,2026-09-07 17:50:00+00:00,0.0013000000000000002,BE_STOP,8.20141484802282,5.0,2,CHOP
ETHUSDT,2026-09-08 01:24:00+00:00,0.0013000000000000002,BE_STOP,8.20409609802282,453.0,2,CHOP
BTCUSDT,2026-09-08 06:08:00+00:00,0.0013000000000000002,BE_STOP,8.20677734802282,866.0,2,CHOP
XRPUSDT,2026-09-08 06:23:00+00:00,0.0013000000000000002,BE_STOP,8.20945859802282,15.0,2,CHOP
XRPUSDT,2026-09-08 06:56:00+00:00,0.0013000000000000002,BE_STOP,8.21213984802282,33.0,2,CHOP
BTCUSDT,2026-09-08 13:34:00+00:00,0.0013000000000000002,BE_STOP,8.21482109802282,398.0,2,TREND
ETHUSDT,2026-09-08 13:41:00+00:00,0.004600000000000001,TP,8.224308598022821,7.0,2,CHOP
XRPUSDT,2026-09-08 16:01:00+00:00,-0.0414,MAE_KILL,8.138921098022822,140.0,2,CHOP
SOLUSDT,2026-09-08 16:40:00+00:00,0.004600000000000001,TP,8.148408598022822,39.0,2,CHOP
ETHUSDT,2026-09-09 04:46:00+00:00,0.0013000000000000002,BE_STOP,8.151089848022822,726.0,2,CHOP
BTCUSDT,2026-09-09 05:22:00+00:00,0.0013000000000000002,BE_STOP,8.153771098022823,36.0,2,CHOP
SOLUSDT,2026-09-09 07:07:00+00:00,0.004600000000000001,TP,8.163258598022823,105.0,2,CHOP
BTCUSDT,2026-09-09 08:12:00+00:00,0.0013000000000000002,BE_STOP,8.165939848022823,65.0,2,CHOP
BTCUSDT,2026-09-09 08:24:00+00:00,0.0013000000000000002,BE_STOP,8.168621098022824,1860.0,2,CHOP
BTCUSDT,2026-09-09 08:37:00+00:00,0.0013000000000000002,BE_STOP,8.171302348022824,25.0,2,CHOP
BTCUSDT,2026-09-11 08:24:00+00:00,-0.028415745249581775,MAX_AGE,8.11269487344556,2880.0,2,TREND
ETHUSDT,2026-09-11 08:34:00+00:00,0.0013000000000000002,BE_STOP,8.11537612344556,9.0,2,CHOP
BTCUSDT,2026-09-11 08:37:00+00:00,-0.03003323777195416,MAX_AGE,8.053432570540906,2880.0,2,TREND
BTCUSDT,2026-09-11 12:38:00+00:00,0.0013000000000000002,BE_STOP,8.056113820540906,244.0,2,TREND
BTCUSDT,2026-09-11 12:38:00+00:00,0.0013000000000000002,BE_STOP,8.058795070540906,241.0,2,TREND
BTCUSDT,2026-09-11 12:41:00+00:00,0.0013000000000000002,BE_STOP,8.061476320540907,3.0,1,TREND
BTCUSDT,2026-09-11 12:50:00+00:00,0.005731735937207759,TP,8.073298025911397,10.0,2,TREND
NEARUSDT,2026-09-11 13:05:00+00:00,0.017174297753599084,TP,8.108720015028196,23.0,2,CHOP
ETHUSDT,2026-09-11 13:43:00+00:00,0.004600000000000001,TP,8.118207515028196,37.0,2,CHOP
BTCUSDT,2026-09-11 13:49:00+00:00,0.004600000000000001,TP,8.127695015028197,58.0,2,CHOP
BTCUSDT,2026-09-11 13:49:00+00:00,0.004600000000000001,TP,8.137182515028197,6.0,2,CHOP
BTCUSDT,2026-09-11 13:58:00+00:00,0.004600000000000001,TP,8.146670015028198,8.0,1,CHOP
BTCUSDT,2026-09-11 13:59:00+00:00,0.004600000000000001,TP,8.156157515028198,6.0,2,CHOP
NEARUSDT,2026-09-11 14:03:00+00:00,0.0062032702237521465,TP,8.168951759864687,4.0,1,TREND
BTCUSDT,2026-09-13 14:03:00+00:00,-0.0338316496026799,MAX_AGE,8.09917398255916,2880.0,1,TREND
BTCUSDT,2026-09-13 14:05:00+00:00,-0.03310570972428572,MAX_AGE,8.030893456252821,2880.0,2,TREND
BTCUSDT,2026-09-13 14:19:00+00:00,0.0013000000000000002,BE_STOP,8.033574706252821,16.0,2,CHOP
NEARUSDT,2026-09-13 14:19:00+00:00,0.0013000000000000002,BE_STOP,8.036255956252822,13.0,2,CHOP
BTCUSDT,2026-09-13 16:46:00+00:00,0.0013000000000000002,BE_STOP,8.038937206252822,143.0,2,CHOP
BTCUSDT,2026-09-13 16:48:00+00:00,0.0013000000000000002,BE_STOP,8.041618456252822,147.0,1,CHOP
NEARUSDT,2026-09-13 16:58:00+00:00,0.004600000000000001,TP,8.051105956252822,12.0,2,CHOP
ETHUSDT,2026-09-13 17:14:00+00:00,0.0013000000000000002,BE_STOP,8.053787206252823,26.0,2,CHOP
SOLUSDT,2026-09-13 19:09:00+00:00,0.0013000000000000002,BE_STOP,8.056468456252823,115.0,2,TREND
BTCUSDT,2026-09-13 22:06:00+00:00,0.004600000000000001,TP,8.065955956252823,176.0,2,TREND
BTCUSDT,2026-09-14 00:01:00+00:00,0.0013000000000000002,BE_STOP,8.068637206252824,114.0,2,CHOP
SOLUSDT,2026-09-14 00:30:00+00:00,0.0013000000000000002,BE_STOP,8.071318456252824,29.0,2,TREND
BTCUSDT,2026-09-14 02:39:00+00:00,0.0013000000000000002,BE_STOP,8.073999706252824,581.0,2,TREND
BTCUSDT,2026-09-14 12:05:00+00:00,-0.017613885858737688,EOD,8.037671066669178,0.0,2,CHOP
ETHUSDT,2026-09-14 12:05:00+00:00,-0.004995137167079995,EOD,8.027368596262075,0.0,2,CHOP
