pair,i,side,atr_frac,mfe,mae,t_mfe,loc_range_pct,vwap_dev_atr,dist_hi_atr,dist_lo_atr,sweep_lo,sweep_hi,failed_bo,eq_touches,displacement,mss,compression,atr_ratio,atr_pctile,impulse5_atr,roc15_atr,run_len,vol_surge,wick_bias,session,regime,exp_t0.6_s1.0,exp_t0.6_s1.5,exp_t0.6_s2.0,exp_t1.0_s1.0,exp_t1.0_s1.5,exp_t1.0_s2.0,exp_t1.6_s1.0,exp_t1.6_s1.5,exp_t1.6_s2.0,ts,loc_q,vwap_q,disp_q,imp_q,vs_q,wick_q,disthi_q
BTCUSDT,479,long,0.0003806944560482,0.0034790586521682,0.0013304601279699,49,0.13118854579955,-14.645320847077135,41.71014492753832,6.298136645962971,False,False,False,25.0,1.0476190476192178,False,False,1.1102719033231994,0.3961456102783726,-0.550724637681306,1.0517598343683388,-1,0.440777456696431,0.0,NY,CHOP,-0.001171583326371,-0.001171583326371,-0.001171583326371,-0.0010193055439517,-0.0010193055439517,-0.0010193055439517,-0.0007908888703227,-0.0007908888703227,-0.0007908888703227,2026-08-12 20:12:00+00:00,Q1 range-lo,deep disc,large body,flat,low vol,neutral,far from hi
BTCUSDT,540,long,0.0002985771417518,0.0017723664945672,0.0036957065325937,183,0.2610833189580852,-0.606611986538469,45.12340105342051,15.943566591421304,False,False,False,25.0,0.4687735139199033,False,False,1.1261598429534658,0.2253787878787878,2.206922498118818,1.011286681715739,-1,1.8583276447834036,0.725308641975439,LATE,CHOP,-0.0016985771417518,-0.0018478657126277,-0.0019971542835036,-0.0016985771417518,-0.0018478657126277,-0.0019971542835036,-0.0016985771417518,-0.0018478657126277,-0.0019971542835036,2026-08-12 21:13:00+00:00,Q1 range-lo,disc,mid,with-trend strong,vol surge,upper wick,far from hi
BTCUSDT,555,short,0.0002364793334837,0.0021829900032917,0.0032933853512865,74,0.1779368638951204,-6.180370950566773,63.479543292107934,13.740247383445674,True,False,False,25.0,0.8125594671744781,True,False,0.967051841400974,0.1270718232044199,-4.2226450999053,-6.420551855376463,2,3.256204442561338,-0.706024096385437,LATE,CHOP,-0.0012581123999097,-0.0012581123999097,-0.0012581123999097,-0.0011635206665162,-0.0011635206665162,-0.0011635206665162,-0.0010216330664259,-0.0010216330664259,-0.0010216330664259,2026-08-12 21:28:00+00:00,Q1 range-lo,deep disc,large body,rev5 strong,vol surge,lower wick,far from hi
BTCUSDT,605,long,0.0003691064743367,0.003258621802999,0.0022175637982709,118,0.179834397101949,0.1972157534283546,40.57482474855341,8.896677842121541,False,False,False,25.0,0.0640048765620254,False,False,0.9682321868590564,0.4435075885328836,0.6272477903077255,0.5675099055164396,-1,1.2257953849295486,-0.2586206896547326,LATE,CHOP,-0.0011785361153979,-0.0011785361153979,-0.0011785361153979,-0.0017691064743367,-0.0019536597115051,-0.0021382129486735,-0.0017691064743367,-0.0019536597115051,-0.0021382129486735,2026-08-12 22:18:00+00:00,Q1 range-lo,disc,small body,with-trend,mid vol,lower wick,far from hi
BTCUSDT,618,short,0.0003365938636609,0.0018858709352154,0.0035921351146962,11,0.1616353286182518,0.1429582292973635,45.49648946840212,8.771648278167307,False,False,False,25.0,0.3042460715479565,False,False,0.8277904370047671,0.3399339933993399,-0.1310598462054098,-0.7863590772317777,2,0.36378002528445,0.6388888888888888,LATE,CHOP,-0.0011980436818034,-0.0011980436818034,-0.0011980436818034,-0.001063406136339,-0.001063406136339,-0.001063406136339,-0.0008614498181424,-0.0008614498181424,-0.0008614498181424,2026-08-12 22:31:00+00:00,Q1 range-lo,disc,mid,flat,low vol,upper wick,far from hi
BTCUSDT,679,long,0.0002620581077535,0.0043120777592961,0.0011036396458893,44,0.1223908918406083,-2.022898678415189,61.216158143531295,8.53717232488175,False,False,False,25.0,0.3910614525139591,False,False,0.8481350990159141,0.1724137931034483,3.868500214869032,2.147829823807262,-1,0.8893322203672788,0.4298245614035815,LATE,CHOP,-0.0012427651353478,-0.0012427651353478,-0.0012427651353478,-0.0011379418922464,-0.0011379418922464,-0.0011379418922464,-0.0009807070275943,-0.0009807070275943,-0.0009807070275943,2026-08-12 23:32:00+00:00,Q1 range-lo,disc,mid,with-trend strong,mid vol,upper wick,far from hi
BTCUSDT,693,short,0.0002437689106773,0.0008279581762841,0.0045892538914034,167,0.1072968776953608,-3.010328072362301,66.95933456562102,8.048059149723047,False,False,False,25.0,0.9057301293900428,False,False,0.8969204625522981,0.1409691629955947,0.0129390018482408,-1.552680221811502,2,0.3384857906029689,0.0,LATE,CHOP,-0.0012537386535935,-0.0012537386535935,-0.0012537386535935,-0.0016437689106773,-0.001765653366016,-0.0018875378213547,-0.0016437689106773,-0.001765653366016,-0.0018875378213547,2026-08-12 23:46:00+00:00,Q1 range-lo,disc,large body,flat,low vol,neutral,far from hi
BTCUSDT,753,short,0.0003636455227522,0.002627378257461,0.0035671894136648,107,0.2059686044505801,1.838399709337318,39.852813852814506,10.33766233766265,False,False,False,25.0,1.1861471861472703,False,False,1.1076480460320812,0.4871794871794871,-0.1082251082251101,-1.4718614718614982,2,0.4667310738398283,-0.2057971014492332,ASIA,CHOP,-0.0017636455227522,-0.0019454682841283,-0.0021272910455044,-0.0017636455227522,-0.0019454682841283,-0.0021272910455044,-0.0017636455227522,-0.0019454682841283,-0.0021272910455044,2026-08-13 00:46:00+00:00,Q1 range-lo,prem,large body,flat,low vol,lower wick,far from hi
BTCUSDT,759,long,0.0004301524748937,0.0031133240515688,0.0032879470782106,235,0.2422804899085743,3.065873489165123,32.12904911180871,10.273249738767346,False,False,False,25.0,1.0898641588298157,False,False,1.245931519333356,0.6291834002677377,0.4315569487984477,-0.0036572622778988,-1,1.0245975952320794,-0.0723860589813587,ASIA,CHOP,-0.0018301524748937,-0.0020452287123405,-0.0011419085150637,-0.0018301524748937,-0.0020452287123405,-0.0009698475251062,-0.0018301524748937,-0.0020452287123405,-0.00071175604017,2026-08-13 00:52:00+00:00,Q1 range-lo,prem,large body,with-trend,mid vol,neutral,mid
BTCUSDT,813,short,0.0004228722283789,0.0008421397920514,0.0089907096525936,47,0.1080731412799747,-2.617248408537433,38.5652637187006,4.672882258923996,True,False,False,18.0,1.2978156632926168,False,False,1.125901636066431,0.6242197253433208,-2.0511454448588493,-0.8167288225893051,2,3.1440745708517928,-0.2090909090908429,ASIA,CHOP,-0.0018228722283789,-0.0020343083425683,-0.0022457444567578,-0.0018228722283789,-0.0020343083425683,-0.0022457444567578,-0.0018228722283789,-0.0020343083425683,-0.0022457444567578,2026-08-13 01:46:00+00:00,Q1 range-lo,disc,large body,rev5 strong,vol surge,lower wick,far from hi
BTCUSDT,823,long,0.0004043211613121,0.0079558881449389,0.0018668767231193,200,0.1642228739002943,-0.1816311224319935,37.75674923462181,7.418870025048552,False,False,False,17.0,0.8883940996382735,False,False,1.0713114346767696,0.591861898890259,0.7909824659060192,0.393543000278251,-1,1.5124500501125906,-0.3333333333333333,ASIA,CHOP,-0.0018043211613121,-0.0020064817419681,-0.0022086423226242,-0.0018043211613121,-0.0020064817419681,-0.0022086423226242,-0.0018043211613121,-0.0020064817419681,-0.0022086423226242,2026-08-13 01:56:00+00:00,Q1 range-lo,disc,large body,with-trend,mid vol,lower wick,mid
BTCUSDT,883,long,0.0003162162860942,0.0069010017075454,0.0007019034804025,140,0.2215801276522349,2.911965482527149,44.91645929612351,12.78563810878027,False,False,False,3.0,0.8162104514753362,False,False,0.9870290880595048,0.3432835820895522,0.1293992179167376,5.3949520085316935,-1,0.909215233769247,0.3667953667953462,ASIA,CHOP,-0.0012102702283434,-0.0012102702283434,-0.0012102702283434,-0.0017162162860942,-0.0018743244291413,-0.0020324325721885,-0.0017162162860942,-0.0018743244291413,-0.0020324325721885,2026-08-13 02:56:00+00:00,Q1 range-lo,prem,large body,with-trend,mid vol,upper wick,far from hi
BTCUSDT,930,short,0.0002907971685255,0.00016674768087,0.0064638322707101,1,0.245385544247024,3.5918717489830256,47.32843894899358,15.390262751158591,False,False,False,0.0,0.1785162287478248,False,False,0.914692333973478,0.2636165577342048,-0.6599690880991284,0.6816074188561542,2,1.1132098010694886,0.1052631578939709,ASIA,CHOP,-0.0016907971685255,-0.0018361957527882,-0.001981594337051,-0.0016907971685255,-0.0018361957527882,-0.001981594337051,-0.0016907971685255,-0.0018361957527882,-0.001981594337051,2026-08-13 03:43:00+00:00,Q1 range-lo,prem,small body,flat,mid vol,neutral,far from hi
BTCUSDT,944,long,0.0003200683650759,0.0055827287472808,0.0008880185085061,79,0.2934276349836156,5.390897717811964,40.227288670644,16.705717292179337,False,False,False,0.0,0.643283058575903,False,False,1.0539741219962528,0.3787553648068669,-1.1441599438791905,2.897229042441412,-1,1.8709144512784015,0.0,ASIA,CHOP,-0.0017200683650759,-0.0012079589809544,-0.0012079589809544,-0.0017200683650759,-0.001079931634924,-0.001079931634924,-0.0017200683650759,-0.0008878906158784,-0.0008878906158784,2026-08-13 03:57:00+00:00,Q1 range-lo,prem,large body,flat,vol surge,neutral,far from hi
BTCUSDT,1004,long,0.0003956640247195,0.0045469960936027,0.000756785952043,19,0.3500086251509422,6.003856377628168,29.90476190476284,16.10317460317525,False,False,False,0.0,0.65079365079373,False,False,1.705350165556143,0.6381048387096774,-0.1944444444445086,0.6190476190475818,-1,2.514659443172929,0.01204819277091,ASIA,CHOP,-0.0017956640247195,-0.0019934960370793,-0.0011626015851682,-0.0017956640247195,-0.0019934960370793,-0.0010043359752804,-0.0017956640247195,-0.0019934960370793,-0.0007669375604486,2026-08-13 04:57:00+00:00,Q2,deep prem,large body,flat,vol surge,neutral,mid
BTCUSDT,1008,short,0.0002611067425009,0.0,0.0050645955863871,1,0.3217181300672758,7.173869943998393,47.31241942415343,22.44091104426398,False,False,False,0.0,0.3128491620110117,False,False,1.1236931694713923,0.2093373493975903,-2.9600343790291843,-4.38590459819538,2,2.311020721702064,-0.651612903226182,ASIA,CHOP,-0.0016611067425009,-0.0017916601137514,-0.0019222134850018,-0.0016611067425009,-0.0017916601137514,-0.0019222134850018,-0.0016611067425009,-0.0017916601137514,-0.0019222134850018,2026-08-13 05:01:00+00:00,Q2,deep prem,mid,rev5 strong,vol surge,lower wick,far from hi
BTCUSDT,1073,short,0.000211912695104,0.0039635398218993,0.0016205220149639,189,0.4502328790753832,12.428667714345172,47.13998943475902,38.60538827258261,False,False,False,0.0,1.23507659799237,True,True,0.5806006389776592,0.0923656927426955,-1.0353935552033648,-3.5795034337031693,2,0.6191491516964834,-0.2098214285716098,ASIA,CHOP,-0.0012728523829375,-0.0012728523829375,-0.0012728523829375,-0.0011880873048959,-0.0011880873048959,-0.0011880873048959,-0.0010609396878334,-0.0010609396878334,-0.0010609396878334,2026-08-13 06:06:00+00:00,Q2,deep prem,large body,flat,low vol,lower wick,far from hi
BTCUSDT,1124,long,0.0003242381131332,0.000720280596267,0.0048587623700363,3,0.4997412454717964,9.549392201673497,28.0096585029305,27.98068299413444,False,True,False,0.0,1.5695067264573126,True,False,1.6553417461314786,0.454136690647482,1.25560538116585,6.104173853052511,-1,2.6421730651459145,0.1113445378150377,ASIA,TREND,-0.00120545713212,-0.00120545713212,-0.00120545713212,-0.0010757618868667,-0.0010757618868667,-0.0010757618868667,-0.0008812190189867,-0.0008812190189867,-0.0008812190189867,2026-08-13 06:57:00+00:00,Q2,deep prem,large body,with-trend,vol surge,neutral,mid
BTCUSDT,1148,short,0.0002081323811463,0.0046370999326367,0.0007347296852725,240,0.4730032775573579,11.508059694148702,45.98924731182436,41.27741935483559,False,False,False,0.0,0.9032258064515422,False,False,0.8930143234376591,0.1003521126760563,-0.4440860215054511,-1.5279569892474112,2,1.7535153386498437,-0.2179487179488315,LONDON,TREND,-0.0016081323811463,-0.0017121985717195,-0.0018162647622927,-0.0016081323811463,-0.0017121985717195,-0.0018162647622927,-0.0016081323811463,-0.0017121985717195,-0.0018162647622927,2026-08-13 07:21:00+00:00,Q2,deep prem,large body,flat,vol surge,lower wick,far from hi
BTCUSDT,1190,long,7.660158253283038e-05,0.0,0.0085965986213504,1,0.5084526479213379,34.93537500179819,116.4759124086852,120.48175182474074,False,False,False,0.0,0.3474452554751234,True,True,0.492894405468892,0.0195246179966044,11.956204379554425,12.017518248166631,-1,1.2145705986907702,0.0,LONDON,CHOP,-0.0014766015825328,-0.0015149023737992,-0.0015532031650656,-0.0014766015825328,-0.0015149023737992,-0.0015532031650656,-0.0014766015825328,-0.0015149023737992,-0.0015532031650656,2026-08-13 08:03:00+00:00,Q2,deep prem,mid,with-trend strong,mid vol,neutral,far from hi
BTCUSDT,1208,short,0.0001829845018622,0.0071914924972994,0.0002884749552001,194,0.4304812834224581,5.922324331957075,56.57405140758597,42.7625458996304,False,False,False,0.0,0.0,False,False,1.4869640392519072,0.0827759197324414,-1.413708690330402,-7.402692778457502,-1,0.3788952293414014,1.0,LONDON,CHOP,-0.0012902092988826,-0.0012902092988826,-0.0012902092988826,-0.0012170154981377,-0.0012170154981377,-0.0012170154981377,-0.0011072247970204,-0.0011072247970204,-0.0011072247970204,2026-08-13 08:21:00+00:00,Q2,prem,small body,rev5 strong,low vol,upper wick,far from hi
BTCUSDT,1272,long,0.0003268580150767,0.0019189728627085,0.005573187143824,35,0.3409522166637937,-1.9617616102725477,36.71036376115188,18.991763898420984,False,False,False,0.0,0.2450240219628602,False,False,1.725945449699397,0.5119047619047619,1.426904598490215,1.5806451612903452,-1,0.8778793197361254,0.0066666666665696,LONDON,CHOP,-0.0017268580150767,-0.0018902870226151,-0.0020537160301535,-0.0017268580150767,-0.0018902870226151,-0.0020537160301535,-0.0017268580150767,-0.0018902870226151,-0.0020537160301535,2026-08-13 09:25:00+00:00,Q2,disc,small body,with-trend strong,mid vol,neutral,mid
