pair,ts,net_frac,exit_type,mfe_frac,tp_frac,tsp,fold
XRPUSDT,2026-08-20 00:14:00+00:00,0.0010000000000000002,FLOOR40,0.004527755139001986,0.006,2026-08-20 00:14:00+00:00,f1
ETHUSDT,2026-08-20 00:23:00+00:00,0.0010000000000000002,FLOOR40,0.004617659559396602,0.006,2026-08-20 00:23:00+00:00,f1
BTCUSDT,2026-08-20 00:25:00+00:00,0.0005000000000000001,BE_STOP,0.0033148106603160363,0.006,2026-08-20 00:25:00+00:00,f1
NEARUSDT,2026-08-20 00:29:00+00:00,0.004600000000000001,TP,0.006667816290165002,0.006,2026-08-20 00:29:00+00:00,f1
NEARUSDT,2026-08-20 00:29:00+00:00,0.004600000000000001,TP,0.007710455147016559,0.006,2026-08-20 00:29:00+00:00,f1
XRPUSDT,2026-08-20 00:33:00+00:00,0.004600000000000001,TP,0.006147170493581555,0.006,2026-08-20 00:33:00+00:00,f1
ETHUSDT,2026-08-20 00:39:00+00:00,0.004600000000000001,TP,0.007464141978263632,0.006,2026-08-20 00:39:00+00:00,f1
ETHUSDT,2026-08-20 00:41:00+00:00,0.0010000000000000002,FLOOR40,0.004632085145504057,0.006,2026-08-20 00:41:00+00:00,f1
ETHUSDT,2026-08-20 00:41:00+00:00,0.0010000000000000002,FLOOR40,0.004019683195957306,0.006,2026-08-20 00:41:00+00:00,f1
ETHUSDT,2026-08-20 00:52:00+00:00,0.0005000000000000001,BE_STOP,0.003252312363199839,0.006,2026-08-20 00:52:00+00:00,f1
BTCUSDT,2026-08-20 01:02:00+00:00,0.0005000000000000001,BE_STOP,0.0031457708216817066,0.006,2026-08-20 01:02:00+00:00,f1
BTCUSDT,2026-08-20 01:20:00+00:00,0.0010000000000000002,FLOOR40,0.0038800507557250835,0.006,2026-08-20 01:20:00+00:00,f1
BTCUSDT,2026-08-20 01:20:00+00:00,0.0005000000000000001,BE_STOP,0.0033509662096513427,0.006,2026-08-20 01:20:00+00:00,f1
BTCUSDT,2026-08-20 01:34:00+00:00,0.0010000000000000002,FLOOR40,0.004933676328988444,0.006,2026-08-20 01:34:00+00:00,f1
BTCUSDT,2026-08-20 01:34:00+00:00,0.0010000000000000002,FLOOR40,0.004265398072661413,0.006,2026-08-20 01:34:00+00:00,f1
BTCUSDT,2026-08-20 01:52:00+00:00,0.0005000000000000001,BE_STOP,0.0031375420911682137,0.006,2026-08-20 01:52:00+00:00,f1
XRPUSDT,2026-08-20 01:53:00+00:00,0.0005000000000000001,BE_STOP,0.0032379924446843387,0.006,2026-08-20 01:53:00+00:00,f1
BTCUSDT,2026-08-20 01:56:00+00:00,0.0010000000000000002,FLOOR40,0.005045440616444325,0.006,2026-08-20 01:56:00+00:00,f1
ETHUSDT,2026-08-20 01:56:00+00:00,0.0010000000000000002,FLOOR40,0.004407021145736818,0.006,2026-08-20 01:56:00+00:00,f1
NEARUSDT,2026-08-20 02:05:00+00:00,0.0005000000000000001,BE_STOP,0.0031435756744399063,0.006,2026-08-20 02:05:00+00:00,f1
BTCUSDT,2026-08-20 03:11:00+00:00,0.004600000000000001,TP,0.006684777279832127,0.006,2026-08-20 03:11:00+00:00,f1
NEARUSDT,2026-08-20 03:36:00+00:00,0.0010000000000000002,FLOOR40,0.0057497967243582415,0.006,2026-08-20 03:36:00+00:00,f1
BTCUSDT,2026-08-20 03:47:00+00:00,0.0010000000000000002,FLOOR40,0.0037188443644090258,0.006,2026-08-20 03:47:00+00:00,f1
BTCUSDT,2026-08-20 05:25:00+00:00,0.004600000000000001,TP,0.006003706812242677,0.006,2026-08-20 05:25:00+00:00,f1
SOLUSDT,2026-08-20 06:45:00+00:00,0.004600000000000001,TP,0.007103671402447537,0.006,2026-08-20 06:45:00+00:00,f1
SOLUSDT,2026-08-20 06:48:00+00:00,0.0005000000000000001,BE_STOP,0.0034806578209680646,0.006,2026-08-20 06:48:00+00:00,f1
BTCUSDT,2026-08-20 07:03:00+00:00,0.0010000000000000002,FLOOR40,0.003676470588235294,0.006,2026-08-20 07:03:00+00:00,f1
BTCUSDT,2026-08-20 07:11:00+00:00,0.0010000000000000002,FLOOR40,0.004295577019093283,0.006,2026-08-20 07:11:00+00:00,f1
BTCUSDT,2026-08-20 07:13:00+00:00,0.0010000000000000002,FLOOR40,0.005009325184026931,0.006,2026-08-20 07:13:00+00:00,f1
SOLUSDT,2026-08-20 07:29:00+00:00,0.004600000000000001,TP,0.006406209815061628,0.006,2026-08-20 07:29:00+00:00,f1
SOLUSDT,2026-08-20 07:36:00+00:00,0.0005000000000000001,BE_STOP,0.0033899489760256846,0.006,2026-08-20 07:36:00+00:00,f1
XRPUSDT,2026-08-20 07:50:00+00:00,0.0005000000000000001,BE_STOP,0.00306278713629389,0.006,2026-08-20 07:50:00+00:00,f1
XRPUSDT,2026-08-20 07:51:00+00:00,0.0005000000000000001,BE_STOP,0.003243535453644315,0.006,2026-08-20 07:51:00+00:00,f1
BTCUSDT,2026-08-20 08:07:00+00:00,0.004600000000000001,TP,0.007412615048023948,0.006,2026-08-20 08:07:00+00:00,f1
SOLUSDT,2026-08-20 08:07:00+00:00,0.004600000000000001,TP,0.007122656331831928,0.006,2026-08-20 08:07:00+00:00,f1
BTCUSDT,2026-08-20 08:07:00+00:00,0.004600000000000001,TP,0.01043638358556645,0.006,2026-08-20 08:07:00+00:00,f1
XRPUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,0.0065600287562905145,0.006,2026-08-20 08:09:00+00:00,f1
NEARUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,0.00620226267731001,0.006,2026-08-20 08:09:00+00:00,f1
SOLUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,0.00885367043896545,0.006,2026-08-20 08:09:00+00:00,f1
BTCUSDT,2026-08-20 08:09:00+00:00,0.004600000000000001,TP,0.008447021324776522,0.006,2026-08-20 08:09:00+00:00,f1
NEARUSDT,2026-08-20 08:14:00+00:00,0.004600000000000001,TP,0.006796504654748999,0.006,2026-08-20 08:14:00+00:00,f1
ETHUSDT,2026-08-20 08:16:00+00:00,0.0010000000000000002,FLOOR40,0.005909926389756152,0.006,2026-08-20 08:16:00+00:00,f1
BTCUSDT,2026-08-20 08:17:00+00:00,0.004600000000000001,TP,0.007632405334234577,0.006,2026-08-20 08:17:00+00:00,f1
BTCUSDT,2026-08-20 08:19:00+00:00,0.0010000000000000002,FLOOR40,0.0039059102145724426,0.006,2026-08-20 08:19:00+00:00,f1
BTCUSDT,2026-08-20 08:31:00+00:00,0.0005000000000000001,BE_STOP,0.0035732107589909697,0.006,2026-08-20 08:31:00+00:00,f1
SOLUSDT,2026-08-20 08:37:00+00:00,0.004600000000000001,TP,0.0061120348603864606,0.006,2026-08-20 08:37:00+00:00,f1
XRPUSDT,2026-08-20 08:38:00+00:00,0.004600000000000001,TP,0.006900165953358388,0.006,2026-08-20 08:38:00+00:00,f1
BTCUSDT,2026-08-20 08:40:00+00:00,0.004600000000000001,TP,0.006698244573747598,0.006,2026-08-20 08:40:00+00:00,f1
BTCUSDT,2026-08-20 08:41:00+00:00,0.0011599318188827178,FLOOR40,0.0042781408310136005,0.006399829547206794,2026-08-20 08:41:00+00:00,f1
BTCUSDT,2026-08-20 08:41:00+00:00,0.0010000000000000002,FLOOR40,0.004390773207872152,0.006,2026-08-20 08:41:00+00:00,f1
BTCUSDT,2026-08-20 08:41:00+00:00,0.0005000000000000001,BE_STOP,0.0032697997930293747,0.006,2026-08-20 08:41:00+00:00,f1
BTCUSDT,2026-08-20 08:47:00+00:00,0.005167838339266931,TP,0.00719129519129515,0.00656783833926693,2026-08-20 08:47:00+00:00,f1
BTCUSDT,2026-08-20 08:47:00+00:00,0.004600000000000001,TP,0.006878876473568626,0.006,2026-08-20 08:47:00+00:00,f1
BTCUSDT,2026-08-20 09:00:00+00:00,0.0010000000000000002,FLOOR40,0.004699842685432488,0.006,2026-08-20 09:00:00+00:00,f1
ETHUSDT,2026-08-20 09:03:00+00:00,0.0010000000000000002,FLOOR40,0.0050209720109388924,0.006,2026-08-20 09:03:00+00:00,f1
BTCUSDT,2026-08-20 09:06:00+00:00,0.004600000000000001,TP,0.006318345467301261,0.006,2026-08-20 09:06:00+00:00,f1
ETHUSDT,2026-08-20 09:06:00+00:00,0.004600000000000001,TP,0.006269894858686296,0.006,2026-08-20 09:06:00+00:00,f1
BTCUSDT,2026-08-20 09:16:00+00:00,0.0010000000000000002,FLOOR40,0.0036650682857887864,0.006,2026-08-20 09:16:00+00:00,f1
NEARUSDT,2026-08-20 09:16:00+00:00,0.0010000000000000002,FLOOR40,0.004378731873756065,0.006,2026-08-20 09:16:00+00:00,f1
BTCUSDT,2026-08-20 09:16:00+00:00,0.0010000000000000002,FLOOR40,0.00407691566883876,0.006,2026-08-20 09:16:00+00:00,f1
BTCUSDT,2026-08-20 09:19:00+00:00,0.004600000000000001,TP,0.00611542195433692,0.006,2026-08-20 09:19:00+00:00,f1
ETHUSDT,2026-08-20 09:28:00+00:00,0.0010000000000000002,FLOOR40,0.004617483471508004,0.006,2026-08-20 09:28:00+00:00,f1
BTCUSDT,2026-08-20 09:28:00+00:00,0.0005000000000000001,BE_STOP,0.003215026664253111,0.006,2026-08-20 09:28:00+00:00,f1
XRPUSDT,2026-08-20 09:31:00+00:00,0.0010000000000000002,FLOOR40,0.004412528119051637,0.006,2026-08-20 09:31:00+00:00,f1
XRPUSDT,2026-08-20 09:52:00+00:00,0.004600000000000001,TP,0.007796933206272302,0.006,2026-08-20 09:52:00+00:00,f1
SOLUSDT,2026-08-20 09:59:00+00:00,0.0010000000000000002,FLOOR40,0.004288556986345235,0.006,2026-08-20 09:59:00+00:00,f1
ETHUSDT,2026-08-20 10:07:00+00:00,0.0010000000000000002,FLOOR40,0.005131592762398076,0.006,2026-08-20 10:07:00+00:00,f1
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,0.0002545272049317463,0.006,2026-08-20 10:15:00+00:00,f1
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,0.00742673038924641,0.006,2026-08-20 10:15:00+00:00,f1
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,0.006761770566704823,0.006,2026-08-20 10:15:00+00:00,f1
BTCUSDT,2026-08-20 10:15:00+00:00,0.004600000000000001,TP,0.00830021042786992,0.006,2026-08-20 10:15:00+00:00,f1
NEARUSDT,2026-08-20 11:11:00+00:00,0.004600000000000001,TP,0.006103125712982063,0.006,2026-08-20 11:11:00+00:00,f1
ETHUSDT,2026-08-20 11:31:00+00:00,0.004600000000000001,TP,0.009327470185719569,0.006,2026-08-20 11:31:00+00:00,f1
ETHUSDT,2026-08-20 11:52:00+00:00,0.0010000000000000002,FLOOR40,0.0039620509134368044,0.006,2026-08-20 11:52:00+00:00,f1
ETHUSDT,2026-08-20 12:10:00+00:00,0.0010000000000000002,FLOOR40,0.0048681345694620674,0.006,2026-08-20 12:10:00+00:00,f1
BTCUSDT,2026-08-20 12:12:00+00:00,0.0010000000000000002,FLOOR40,0.005971689767030415,0.006,2026-08-20 12:12:00+00:00,f1
NEARUSDT,2026-08-20 12:32:00+00:00,-0.0264,MAE_KILL,0.0010763652843869197,0.006,2026-08-20 12:32:00+00:00,f1
NEARUSDT,2026-08-20 12:35:00+00:00,-0.0264,MAE_KILL,0.001814161800555513,0.006,2026-08-20 12:35:00+00:00,f1
BTCUSDT,2026-08-20 12:50:00+00:00,0.0010000000000000002,FLOOR40,0.0038504218456373567,0.006,2026-08-20 12:50:00+00:00,f1
BTCUSDT,2026-08-20 12:51:00+00:00,0.0010000000000000002,FLOOR40,0.0045359687274491,0.006,2026-08-20 12:51:00+00:00,f1
BTCUSDT,2026-08-20 12:51:00+00:00,0.0010000000000000002,FLOOR40,0.004039249574889233,0.006,2026-08-20 12:51:00+00:00,f1
XRPUSDT,2026-08-20 13:05:00+00:00,0.0010000000000000002,FLOOR40,0.005203961725700842,0.006,2026-08-20 13:05:00+00:00,f1
BTCUSDT,2026-08-20 13:11:00+00:00,0.0005000000000000001,BE_STOP,0.00349346679953903,0.006,2026-08-20 13:11:00+00:00,f1
XRPUSDT,2026-08-20 13:20:00+00:00,0.004600000000000001,TP,0.007881938621499121,0.006,2026-08-20 13:20:00+00:00,f1
SOLUSDT,2026-08-20 13:22:00+00:00,0.0010000000000000002,FLOOR40,0.0037065938353492865,0.006,2026-08-20 13:22:00+00:00,f1
ETHUSDT,2026-08-20 13:36:00+00:00,0.004600000000000001,TP,0.0074605515086158675,0.006,2026-08-20 13:36:00+00:00,f1
XRPUSDT,2026-08-20 14:12:00+00:00,-0.0414,MAE_KILL,0.00042069835927635254,0.006,2026-08-20 14:12:00+00:00,f1
BTCUSDT,2026-08-20 15:03:00+00:00,0.004600000000000001,TP,0.006090240730049911,0.006,2026-08-20 15:03:00+00:00,f1
BTCUSDT,2026-08-20 15:03:00+00:00,0.004600000000000001,TP,0.0069951782837587495,0.006,2026-08-20 15:03:00+00:00,f1
ETHUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,TP,0.00603649813322174,0.006,2026-08-20 15:04:00+00:00,f1
BTCUSDT,2026-08-20 15:04:00+00:00,0.004600000000000001,TP,0.008395489977805544,0.006,2026-08-20 15:04:00+00:00,f1
BTCUSDT,2026-08-20 15:05:00+00:00,0.0010000000000000002,FLOOR40,0.004463086783781084,0.006,2026-08-20 15:05:00+00:00,f1
BTCUSDT,2026-08-20 15:17:00+00:00,0.0010000000000000002,FLOOR40,0.004066891972574432,0.006,2026-08-20 15:17:00+00:00,f1
ETHUSDT,2026-08-20 15:20:00+00:00,0.004600000000000001,TP,0.008458273535069916,0.006,2026-08-20 15:20:00+00:00,f1
BTCUSDT,2026-08-20 15:31:00+00:00,0.004600000000000001,TP,0.006630440201405893,0.006,2026-08-20 15:31:00+00:00,f1
BTCUSDT,2026-08-20 15:31:00+00:00,0.004600000000000001,TP,0.006729422909398537,0.006,2026-08-20 15:31:00+00:00,f1
BTCUSDT,2026-08-20 15:31:00+00:00,0.004600000000000001,TP,0.00768958848849053,0.006,2026-08-20 15:31:00+00:00,f1
BTCUSDT,2026-08-20 15:32:00+00:00,0.004600000000000001,TP,0.007520804284797339,0.006,2026-08-20 15:32:00+00:00,f1
XRPUSDT,2026-08-20 15:57:00+00:00,0.005736582973043869,TP,0.008224866246107144,0.007136582973043868,2026-08-20 15:57:00+00:00,f1
SOLUSDT,2026-08-20 16:04:00+00:00,0.0010000000000000002,FLOOR40,0.00504493323220475,0.006,2026-08-20 16:04:00+00:00,f1
ETHUSDT,2026-08-20 16:42:00+00:00,-0.0414,MAE_KILL,0.00011066794746371197,0.006,2026-08-20 16:42:00+00:00,f1
BTCUSDT,2026-08-20 16:49:00+00:00,0.0005000000000000001,BE_STOP,0.003373151426067314,0.006,2026-08-20 16:49:00+00:00,f1
SOLUSDT,2026-08-20 16:59:00+00:00,0.004600000000000001,TP,0.006738791601723594,0.006,2026-08-20 16:59:00+00:00,f1
BTCUSDT,2026-08-20 17:06:00+00:00,0.0005000000000000001,BE_STOP,0.0035757854473657553,0.006,2026-08-20 17:06:00+00:00,f1
BTCUSDT,2026-08-20 17:06:00+00:00,0.0010000000000000002,FLOOR40,0.004065186246418418,0.006,2026-08-20 17:06:00+00:00,f1
BTCUSDT,2026-08-20 17:09:00+00:00,0.0010000000000000002,FLOOR40,0.004926251003036034,0.006,2026-08-20 17:09:00+00:00,f1
BTCUSDT,2026-08-20 17:59:00+00:00,0.0005000000000000001,BE_STOP,0.003268454870974523,0.006,2026-08-20 17:59:00+00:00,f1
BTCUSDT,2026-08-20 18:00:00+00:00,0.0005000000000000001,BE_STOP,0.0034672298622051307,0.006,2026-08-20 18:00:00+00:00,f1
BTCUSDT,2026-08-20 18:00:00+00:00,0.0005000000000000001,BE_STOP,0.003581837346330549,0.006,2026-08-20 18:00:00+00:00,f1
SOLUSDT,2026-08-20 18:02:00+00:00,0.004600000000000001,TP,0.006392912999303493,0.006,2026-08-20 18:02:00+00:00,f1
BTCUSDT,2026-08-20 18:37:00+00:00,0.0005000000000000001,BE_STOP,0.0033973165883004913,0.006,2026-08-20 18:37:00+00:00,f1
BTCUSDT,2026-08-20 19:08:00+00:00,0.0010000000000000002,FLOOR40,0.00373960856098819,0.006,2026-08-20 19:08:00+00:00,f1
BTCUSDT,2026-08-20 19:10:00+00:00,0.0010000000000000002,FLOOR40,0.0038343537143063515,0.006,2026-08-20 19:10:00+00:00,f1
BTCUSDT,2026-08-20 19:10:00+00:00,0.0005000000000000001,BE_STOP,0.003477248974887308,0.006,2026-08-20 19:10:00+00:00,f1
BTCUSDT,2026-08-20 19:10:00+00:00,0.0005000000000000001,BE_STOP,0.0033659448018147397,0.006,2026-08-20 19:10:00+00:00,f1
SOLUSDT,2026-08-20 19:28:00+00:00,0.0010000000000000002,FLOOR40,0.003776833888187275,0.006,2026-08-20 19:28:00+00:00,f1
NEARUSDT,2026-08-20 19:38:00+00:00,0.0010000000000000002,FLOOR40,0.00459222228681045,0.006,2026-08-20 19:38:00+00:00,f1
XRPUSDT,2026-08-20 19:59:00+00:00,0.0015380031924685535,FLOOR40,0.005301362042247737,0.0073450079811713835,2026-08-20 19:59:00+00:00,f1
XRPUSDT,2026-08-20 19:59:00+00:00,0.0012640895171337466,FLOOR40,0.005949955171570693,0.006660223792834366,2026-08-20 19:59:00+00:00,f1
ETHUSDT,2026-08-20 20:19:00+00:00,0.0005000000000000001,BE_STOP,0.003343603690443396,0.006,2026-08-20 20:19:00+00:00,f1
BTCUSDT,2026-08-20 20:39:00+00:00,0.0010000000000000002,FLOOR40,0.005875696258993242,0.006,2026-08-20 20:39:00+00:00,f1
BTCUSDT,2026-08-20 20:39:00+00:00,0.0010000000000000002,FLOOR40,0.005746928662376544,0.006,2026-08-20 20:39:00+00:00,f1
SOLUSDT,2026-08-20 20:51:00+00:00,0.0010000000000000002,FLOOR40,0.004273749097700478,0.006,2026-08-20 20:51:00+00:00,f1
XRPUSDT,2026-08-20 20:51:00+00:00,0.0010000000000000002,FLOOR40,0.003944614393817523,0.006,2026-08-20 20:51:00+00:00,f1
ETHUSDT,2026-08-20 20:56:00+00:00,0.0010000000000000002,FLOOR40,0.0036363793036590423,0.006,2026-08-20 20:56:00+00:00,f1
XRPUSDT,2026-08-20 21:06:00+00:00,0.004600000000000001,TP,0.0062746359906683345,0.006,2026-08-20 21:06:00+00:00,f1
SOLUSDT,2026-08-20 21:17:00+00:00,0.0010000000000000002,FLOOR40,0.00414914045354791,0.006,2026-08-20 21:17:00+00:00,f1
ETHUSDT,2026-08-20 22:06:00+00:00,0.0005000000000000001,BE_STOP,0.003327772639658524,0.006,2026-08-20 22:06:00+00:00,f1
ETHUSDT,2026-08-20 22:06:00+00:00,0.0010000000000000002,FLOOR40,0.004536684119879058,0.006,2026-08-20 22:06:00+00:00,f1
NEARUSDT,2026-08-20 22:23:00+00:00,0.004600000000000001,TP,0.006599533481253942,0.006,2026-08-20 22:23:00+00:00,f1
NEARUSDT,2026-08-20 22:23:00+00:00,0.004600000000000001,TP,0.007000569151963688,0.006,2026-08-20 22:23:00+00:00,f1
XRPUSDT,2026-08-20 23:22:00+00:00,0.004600000000000001,TP,0.0060255292158882335,0.006,2026-08-20 23:22:00+00:00,f1
BTCUSDT,2026-08-20 23:25:00+00:00,0.004600000000000001,TP,0.007232825477146472,0.006,2026-08-20 23:25:00+00:00,f1
BTCUSDT,2026-08-20 23:25:00+00:00,0.004600000000000001,TP,0.006845172641301957,0.006,2026-08-20 23:25:00+00:00,f1
NEARUSDT,2026-08-20 23:26:00+00:00,0.004600000000000001,TP,0.006150547342286373,0.006,2026-08-20 23:26:00+00:00,f1
SOLUSDT,2026-08-20 23:34:00+00:00,0.0005000000000000001,BE_STOP,0.0031011994344872255,0.006,2026-08-20 23:34:00+00:00,f1
SOLUSDT,2026-08-20 23:35:00+00:00,0.0010000000000000002,FLOOR40,0.0038795070743952924,0.006,2026-08-20 23:35:00+00:00,f1
NEARUSDT,2026-08-20 23:58:00+00:00,0.0010000000000000002,FLOOR40,0.004913588614029104,0.006,2026-08-20 23:58:00+00:00,f1
SOLUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,0.006772908366533852,0.006,2026-08-21 00:18:00+00:00,f1
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,0.00794002687603599,0.006,2026-08-21 00:18:00+00:00,f1
BTCUSDT,2026-08-21 00:18:00+00:00,0.004600000000000001,TP,0.009507321785540111,0.006,2026-08-21 00:18:00+00:00,f1
NEARUSDT,2026-08-21 00:25:00+00:00,0.0010000000000000002,FLOOR40,0.0037744352430849814,0.006,2026-08-21 00:25:00+00:00,f1
BTCUSDT,2026-08-21 00:34:00+00:00,0.0010000000000000002,FLOOR40,0.004943950894706945,0.006,2026-08-21 00:34:00+00:00,f1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005000000000000001,BE_STOP,0.003144159723313947,0.006,2026-08-21 01:05:00+00:00,f1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0010000000000000002,FLOOR40,0.004723665564478039,0.006,2026-08-21 01:05:00+00:00,f1
XRPUSDT,2026-08-21 01:05:00+00:00,0.0010000000000000002,FLOOR40,0.005832282471626792,0.006,2026-08-21 01:05:00+00:00,f1
BTCUSDT,2026-08-21 01:16:00+00:00,0.004600000000000001,TP,0.00709976162275618,0.006,2026-08-21 01:16:00+00:00,f1
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,0.014323851855867088,0.006,2026-08-21 01:18:00+00:00,f1
BTCUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,0.013617823423306384,0.006,2026-08-21 01:18:00+00:00,f1
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,0.009718347113079326,0.006,2026-08-21 01:18:00+00:00,f1
ETHUSDT,2026-08-21 01:18:00+00:00,0.004600000000000001,TP,0.006232622207861908,0.006,2026-08-21 01:18:00+00:00,f1
SOLUSDT,2026-08-21 01:20:00+00:00,0.0010000000000000002,FLOOR40,0.005201809913904952,0.006,2026-08-21 01:20:00+00:00,f1
BTCUSDT,2026-08-21 01:31:00+00:00,0.004600000000000001,TP,0.00831735910732666,0.006,2026-08-21 01:31:00+00:00,f1
BTCUSDT,2026-08-21 01:34:00+00:00,0.0010000000000000002,FLOOR40,0.0047371155277773705,0.006,2026-08-21 01:34:00+00:00,f1
SOLUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,0.0063795493738799435,0.006,2026-08-21 01:47:00+00:00,f1
NEARUSDT,2026-08-21 01:47:00+00:00,0.0010000000000000002,FLOOR40,0.00583139896959745,0.006,2026-08-21 01:47:00+00:00,f1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,0.012481298793755431,0.006,2026-08-21 01:47:00+00:00,f1
BTCUSDT,2026-08-21 01:47:00+00:00,0.004600000000000001,TP,0.013260961854981124,0.006,2026-08-21 01:47:00+00:00,f1
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005000000000000001,BE_STOP,0.0032143288462788645,0.006,2026-08-21 01:54:00+00:00,f1
ETHUSDT,2026-08-21 03:11:00+00:00,0.0010000000000000002,FLOOR40,0.003735990037359993,0.006,2026-08-21 03:11:00+00:00,f1
XRPUSDT,2026-08-21 03:27:00+00:00,0.004600000000000001,TP,0.007641837128521649,0.006,2026-08-21 03:27:00+00:00,f1
NEARUSDT,2026-08-21 03:37:00+00:00,0.004600000000000001,TP,0.006420635363742988,0.006,2026-08-21 03:37:00+00:00,f1
XRPUSDT,2026-08-21 03:44:00+00:00,0.0005000000000000001,BE_STOP,0.0032824427480915804,0.006,2026-08-21 03:44:00+00:00,f1
XRPUSDT,2026-08-21 03:51:00+00:00,0.004600000000000001,TP,0.00757286009332213,0.006,2026-08-21 03:51:00+00:00,f1
ETHUSDT,2026-08-21 05:22:00+00:00,0.0010000000000000002,FLOOR40,0.004140927584784761,0.006,2026-08-21 05:22:00+00:00,f1
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005000000000000001,BE_STOP,0.0030897995417794055,0.006,2026-08-21 05:23:00+00:00,f1
SOLUSDT,2026-08-21 05:45:00+00:00,-0.0414,MAE_KILL,0.0019241848139186725,0.006,2026-08-21 05:45:00+00:00,f1
SOLUSDT,2026-08-21 05:45:00+00:00,-0.0414,MAE_KILL,0.002533307232592136,0.006,2026-08-21 05:45:00+00:00,f1
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,BE_STOP,0.0031249667839414585,0.006,2026-08-21 06:11:00+00:00,f1
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005000000000000001,BE_STOP,0.003504957048658654,0.006,2026-08-21 06:11:00+00:00,f1
XRPUSDT,2026-08-21 06:26:00+00:00,0.0005000000000000001,BE_STOP,0.003065368993792631,0.006,2026-08-21 06:26:00+00:00,f1
BTCUSDT,2026-08-21 06:42:00+00:00,0.0010000000000000002,FLOOR40,0.0037825855224951585,0.006,2026-08-21 06:42:00+00:00,f1
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005000000000000001,BE_STOP,0.0033967895501339678,0.006,2026-08-21 06:42:00+00:00,f1
BTCUSDT,2026-08-21 06:43:00+00:00,0.0010000000000000002,FLOOR40,0.004888401626723992,0.006,2026-08-21 06:43:00+00:00,f1
SOLUSDT,2026-08-21 06:48:00+00:00,0.0010000000000000002,FLOOR40,0.005110581453356228,0.006,2026-08-21 06:48:00+00:00,f1
XRPUSDT,2026-08-21 07:01:00+00:00,0.0010000000000000002,FLOOR40,0.0036863528146840775,0.006,2026-08-21 07:01:00+00:00,f1
BTCUSDT,2026-08-21 07:05:00+00:00,0.0005000000000000001,BE_STOP,0.003025406539003717,0.006,2026-08-21 07:05:00+00:00,f1
BTCUSDT,2026-08-21 07:10:00+00:00,-0.0414,MAE_KILL,0.00045880794847107386,0.006,2026-08-21 07:10:00+00:00,f1
NEARUSDT,2026-08-21 07:15:00+00:00,-0.0264,MAE_KILL,0.0019340222136266002,0.006,2026-08-21 07:15:00+00:00,f1
ETHUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,0.008241202642577838,0.006,2026-08-21 07:15:00+00:00,f1
BTCUSDT,2026-08-21 07:15:00+00:00,0.004600000000000001,TP,0.011000010578204784,0.006,2026-08-21 07:15:00+00:00,f1
NEARUSDT,2026-08-21 07:16:00+00:00,0.004600000000000001,TP,0.007679411605645985,0.006,2026-08-21 07:16:00+00:00,f1
ETHUSDT,2026-08-21 07:18:00+00:00,0.0010000000000000002,FLOOR40,0.005282332275469398,0.006,2026-08-21 07:18:00+00:00,f1
SOLUSDT,2026-08-21 07:20:00+00:00,0.0010000000000000002,FLOOR40,0.004759701196536019,0.006,2026-08-21 07:20:00+00:00,f1
BTCUSDT,2026-08-21 07:34:00+00:00,0.0010000000000000002,FLOOR40,0.004325351467614401,0.006,2026-08-21 07:34:00+00:00,f1
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,TP,0.006247077208844268,0.006,2026-08-21 07:43:00+00:00,f1
BTCUSDT,2026-08-21 07:43:00+00:00,0.004600000000000001,TP,0.006733697845950645,0.006,2026-08-21 07:43:00+00:00,f1
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005000000000000001,BE_STOP,0.00338045241634429,0.006,2026-08-21 07:44:00+00:00,f1
BTCUSDT,2026-08-21 07:45:00+00:00,0.0010000000000000002,FLOOR40,0.004968810834571867,0.006,2026-08-21 07:45:00+00:00,f1
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005000000000000001,BE_STOP,0.003285986717503287,0.006,2026-08-21 08:05:00+00:00,f1
