pair,ts,net_frac,exit_type,variant,k,mfe_frac,hold_min
BTCUSDT,2026-08-16 22:49:00+00:00,0.0005,BE_STOP,base,2.0,0.0030842841486246617,67.0
BTCUSDT,2026-08-16 22:51:00+00:00,0.0005,BE_STOP,base,2.0,0.0037007598639239962,64.0
BTCUSDT,2026-08-16 22:53:00+00:00,0.0005,BE_STOP,base,2.0,0.0037530222081632735,69.0
BTCUSDT,2026-08-16 22:57:00+00:00,0.0005,BE_STOP,base,2.0,0.004109210287962617,60.0
XRPUSDT,2026-08-16 22:59:00+00:00,0.0005,BE_STOP,base,2.0,0.0037197144867799703,79.0
ETHUSDT,2026-08-17 01:01:00+00:00,0.0046,TP,base,2.0,0.008107516666043998,132.0
ETHUSDT,2026-08-17 01:01:00+00:00,0.0046,TP,base,2.0,0.00832278970942302,130.0
ETHUSDT,2026-08-17 01:01:00+00:00,0.0046,TP,base,2.0,0.008085994417194663,127.0
ETHUSDT,2026-08-17 01:01:00+00:00,0.0046,TP,base,2.0,0.0074085136569469355,121.0
BTCUSDT,2026-08-17 01:15:00+00:00,0.0005,BE_STOP,base,2.0,0.004014309120872636,132.0
ETHUSDT,2026-08-17 01:37:00+00:00,0.0005,BE_STOP,base,2.0,0.0033703168732772066,28.0
BTCUSDT,2026-08-17 01:54:00+00:00,0.0005,BE_STOP,base,2.0,0.003216577035195051,39.0
BTCUSDT,2026-08-17 02:52:00+00:00,0.0046,TP,base,2.0,0.0060164234242380005,110.0
BTCUSDT,2026-08-17 02:53:00+00:00,0.0046,TP,base,2.0,0.006536973617453115,108.0
BTCUSDT,2026-08-17 02:53:00+00:00,0.0046,TP,base,2.0,0.006329555361813472,106.0
BTCUSDT,2026-08-17 05:28:00+00:00,0.0005,BE_STOP,base,2.0,0.0030156510871177343,150.0
SOLUSDT,2026-08-17 06:45:00+00:00,0.0046,TP,base,2.0,0.006559601900022742,306.0
NEARUSDT,2026-08-17 06:46:00+00:00,0.0046,TP,base,2.0,0.00706670727992693,78.0
ETHUSDT,2026-08-17 07:01:00+00:00,0.0005,BE_STOP,base,2.0,0.005195296889131881,245.0
BTCUSDT,2026-08-17 07:17:00+00:00,0.0005,BE_STOP,base,2.0,0.004462053617197032,263.0
BTCUSDT,2026-08-17 09:15:00+00:00,0.0005,BE_STOP,base,2.0,0.003092343615428247,117.0
BTCUSDT,2026-08-17 13:02:00+00:00,0.0005,BE_STOP,base,2.0,0.005775431777022045,226.0
BTCUSDT,2026-08-17 15:28:00+00:00,0.0046,TP,base,2.0,0.006925373134328404,519.0
SOLUSDT,2026-08-17 16:20:00+00:00,0.0005,BE_STOP,base,2.0,0.004972761927373871,559.0
BTCUSDT,2026-08-17 17:23:00+00:00,0.0046,TP,base,2.0,0.0060347682636488495,114.0
SOLUSDT,2026-08-17 17:39:00+00:00,0.0005,BE_STOP,base,2.0,0.003726577211256123,79.0
NEARUSDT,2026-08-17 17:46:00+00:00,-0.0264,MAE_KILL,base,2.0,0.0015732784702892021,659.0
BTCUSDT,2026-08-17 18:23:00+00:00,0.0046,TP,base,2.0,0.00610585454698414,44.0
BTCUSDT,2026-08-17 18:29:00+00:00,0.0005,BE_STOP,base,2.0,0.0036398788986490654,66.0
BTCUSDT,2026-08-17 19:01:00+00:00,0.0005,BE_STOP,base,2.0,0.005364893729644207,75.0
ETHUSDT,2026-08-18 02:30:00+00:00,0.0046,TP,base,2.0,0.006108815571449475,447.0
NEARUSDT,2026-08-18 02:49:00+00:00,0.0005,BE_STOP,base,2.0,0.004174083849978465,19.0
ETHUSDT,2026-08-18 03:36:00+00:00,0.0005,BE_STOP,base,2.0,0.0034153330478411165,1541.0
NEARUSDT,2026-08-18 06:30:00+00:00,-0.0264,MAE_KILL,base,2.0,0.0,174.0
BTCUSDT,2026-08-18 14:26:00+00:00,0.0046,TP,base,2.0,0.006533959989386753,1197.0
ETHUSDT,2026-08-18 14:26:00+00:00,0.0046,TP,base,2.0,0.006323719736108325,475.0
BTCUSDT,2026-08-18 14:27:00+00:00,0.0046,TP,base,2.0,0.0065240310077519835,1203.0
BTCUSDT,2026-08-18 22:01:00+00:00,-0.028554714242977803,MAX_AGE,base,2.0,0.002711493294464376,2880.0
BTCUSDT,2026-08-18 22:05:00+00:00,-0.028503875914720034,MAX_AGE,base,2.0,0.002767033005500675,2880.0
BTCUSDT,2026-08-18 22:07:00+00:00,-0.028417050923664595,MAX_AGE,base,2.0,0.002859056622685737,2880.0
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005,BE_STOP,base,2.0,0.003880976416007116,118.0
ETHUSDT,2026-08-19 00:03:00+00:00,0.0005,BE_STOP,base,2.0,0.003980750117696239,116.0
ETHUSDT,2026-08-19 02:26:00+00:00,0.0005,BE_STOP,base,2.0,0.0036277338686070623,140.0
BTCUSDT,2026-08-19 05:53:00+00:00,0.0046,TP,base,2.0,0.006165962648346717,345.0
BTCUSDT,2026-08-19 06:09:00+00:00,0.0046,TP,base,2.0,0.0062004048927901964,487.0
NEARUSDT,2026-08-19 06:48:00+00:00,0.0046,TP,base,2.0,0.006617968408566002,55.0
NEARUSDT,2026-08-19 06:56:00+00:00,0.0046,TP,base,2.0,0.008259330559522987,8.0
BTCUSDT,2026-08-19 12:38:00+00:00,0.0046,TP,base,2.0,0.006649043694604238,341.0
BTCUSDT,2026-08-19 12:41:00+00:00,0.0046,TP,base,2.0,0.006006519232980212,614.0
ETHUSDT,2026-08-19 12:47:00+00:00,0.0046,TP,base,2.0,0.006199666651089525,9.0
BTCUSDT,2026-08-19 13:03:00+00:00,-0.0214630918801097,MAX_AGE,base,2.0,0.0013292448031094592,2880.0
XRPUSDT,2026-08-19 13:20:00+00:00,0.0046,TP,base,2.0,0.006233303650934968,33.0
BTCUSDT,2026-08-19 13:31:00+00:00,0.0046,TP,base,2.0,0.006000777878613939,1380.0
BTCUSDT,2026-08-19 13:31:00+00:00,0.0046,TP,base,2.0,0.006535180644005677,1378.0
BTCUSDT,2026-08-19 13:34:00+00:00,0.0005,BE_STOP,base,2.0,0.003578247213155162,1385.0
NEARUSDT,2026-08-19 13:44:00+00:00,0.0005,BE_STOP,base,2.0,0.003150092649783882,23.0
BTCUSDT,2026-08-19 14:10:00+00:00,0.0046,TP,base,2.0,0.006532004358773901,25.0
NEARUSDT,2026-08-19 14:14:00+00:00,0.0005,BE_STOP,base,2.0,0.003695719125346477,92.0
BTCUSDT,2026-08-19 14:17:00+00:00,0.0046,TP,base,2.0,0.006228354545622313,44.0
SOLUSDT,2026-08-19 14:44:00+00:00,0.0046,TP,base,2.0,0.006392705693583039,34.0
NEARUSDT,2026-08-19 14:47:00+00:00,0.0005,BE_STOP,base,2.0,0.0031974420463628302,33.0
XRPUSDT,2026-08-19 14:52:00+00:00,0.0046,TP,base,2.0,0.006181318681318653,77.0
XRPUSDT,2026-08-19 14:54:00+00:00,0.0046,TP,base,2.0,0.007929515418502198,83.0
XRPUSDT,2026-08-19 14:54:00+00:00,0.0046,TP,base,2.0,0.007929515418502198,7.0
BTCUSDT,2026-08-19 14:55:00+00:00,0.0046,TP,base,2.0,0.00902632896124517,38.0
NEARUSDT,2026-08-19 14:55:00+00:00,0.0046,TP,base,2.0,0.006694098139163489,11.0
NEARUSDT,2026-08-19 15:00:00+00:00,0.0046,TP,base,2.0,0.006746810598626042,8.0
NEARUSDT,2026-08-19 15:02:00+00:00,0.0005,BE_STOP,base,2.0,0.003975778335066334,7.0
ETHUSDT,2026-08-19 15:04:00+00:00,0.0046,TP,base,2.0,0.006776104728068946,7.0
BTCUSDT,2026-08-19 15:05:00+00:00,0.0046,TP,base,2.0,0.008067712295630684,6.0
BTCUSDT,2026-08-19 15:05:00+00:00,0.0046,TP,base,2.0,0.0077264737223994885,4.0
SOLUSDT,2026-08-19 15:06:00+00:00,0.006449409970127773,TP,base,2.0,0.011802362944287883,3.0
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0014835013126880475,2185.0
BTCUSDT,2026-08-19 15:14:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0002524851080542296,544.0
BTCUSDT,2026-08-19 15:22:00+00:00,0.0046,TP,base,2.0,0.006821605012652039,15.0
BTCUSDT,2026-08-19 15:23:00+00:00,0.0046,TP,base,2.0,0.00744024776747433,13.0
NEARUSDT,2026-08-19 15:23:00+00:00,0.0046,TP,base,2.0,0.00864535768645357,2.0
ETHUSDT,2026-08-19 15:24:00+00:00,0.007366246682465841,TP,base,2.0,0.011422405219397714,10.0
ETHUSDT,2026-08-19 15:24:00+00:00,0.007124639410303547,TP,base,2.0,0.00872372714919118,8.0
ETHUSDT,2026-08-19 15:24:00+00:00,0.0067517662041596555,TP,base,2.0,0.01239404090531256,6.0
NEARUSDT,2026-08-19 15:26:00+00:00,-0.0264,MAE_KILL,base,2.0,0.0025341492057605495,143.0
BTCUSDT,2026-08-19 15:26:00+00:00,0.0046,TP,base,2.0,0.0066337042228972725,1.0
BTCUSDT,2026-08-19 15:39:00+00:00,0.012565156506318885,TP,base,2.0,0.015078470949728051,9.0
NEARUSDT,2026-08-19 15:41:00+00:00,0.00786138929359547,TP,base,2.0,0.011510705552573431,9.0
NEARUSDT,2026-08-19 15:43:00+00:00,0.0005,BE_STOP,base,2.0,0.005990865413132451,4.0
BTCUSDT,2026-08-19 15:54:00+00:00,0.0005,BE_STOP,base,2.0,0.009049375692778637,19.0
XRPUSDT,2026-08-19 16:00:00+00:00,0.0005,BE_STOP,base,2.0,0.005152707513584468,6.0
ETHUSDT,2026-08-19 16:02:00+00:00,0.004674008550788762,TP,base,2.0,0.009153526771785905,13.0
BTCUSDT,2026-08-19 16:05:00+00:00,0.0063375384204196,TP,base,2.0,0.007922123479887746,20.0
BTCUSDT,2026-08-19 16:05:00+00:00,0.005760233818036455,TP,base,2.0,0.007546590884185764,18.0
BTCUSDT,2026-08-19 16:09:00+00:00,0.0005,BE_STOP,base,2.0,0.004938858131336525,7.0
BTCUSDT,2026-08-19 16:11:00+00:00,0.0005,BE_STOP,base,2.0,0.006283617939685526,28.0
ETHUSDT,2026-08-19 16:23:00+00:00,0.0005,BE_STOP,base,2.0,0.003575047316802731,16.0
BTCUSDT,2026-08-19 16:39:00+00:00,0.0005,BE_STOP,base,2.0,0.004388560301529595,28.0
ETHUSDT,2026-08-19 16:47:00+00:00,0.0005,BE_STOP,base,2.0,0.010704419889502841,79.0
NEARUSDT,2026-08-19 16:58:00+00:00,0.0005,BE_STOP,base,2.0,0.0036255572065378864,19.0
SOLUSDT,2026-08-19 17:03:00+00:00,0.0046,TP,base,2.0,0.006193803752931866,40.0
BTCUSDT,2026-08-19 17:08:00+00:00,0.0046,TP,base,2.0,0.0062924609963598,21.0
BTCUSDT,2026-08-19 17:19:00+00:00,0.0046,TP,base,2.0,0.006422696743495467,20.0
BTCUSDT,2026-08-19 17:19:00+00:00,0.0046,TP,base,2.0,0.006496742130773688,16.0
BTCUSDT,2026-08-19 17:28:00+00:00,0.0046,TP,base,2.0,0.006731432538479324,19.0
BTCUSDT,2026-08-19 17:30:00+00:00,0.0005,BE_STOP,base,2.0,0.0030943323004192416,10.0
NEARUSDT,2026-08-19 17:48:00+00:00,-0.0264,MAE_KILL,base,2.0,0.001866795134288873,108.0
SOLUSDT,2026-08-19 18:48:00+00:00,0.0005,BE_STOP,base,2.0,0.0032441398151084877,159.0
ETHUSDT,2026-08-19 19:13:00+00:00,0.0046,TP,base,2.0,0.006722656885935073,25.0
BTCUSDT,2026-08-19 19:15:00+00:00,0.0005,BE_STOP,base,2.0,0.0040934780184632,86.0
ETHUSDT,2026-08-19 20:07:00+00:00,0.0046271193171077895,TP,base,2.0,0.008924406705442221,242.0
XRPUSDT,2026-08-19 20:15:00+00:00,0.0046,TP,base,2.0,0.007209737827715393,8.0
SOLUSDT,2026-08-19 20:50:00+00:00,0.00955400775655597,TP,base,2.0,0.014358138912866369,313.0
ETHUSDT,2026-08-19 20:50:00+00:00,-0.0414,MAE_KILL,base,2.0,0.001976856316296967,202.0
NEARUSDT,2026-08-19 20:50:00+00:00,-0.0264,MAE_KILL,base,2.0,0.00011949572802770985,198.0
SOLUSDT,2026-08-19 20:50:00+00:00,0.0046,TP,base,2.0,0.013877412142127982,97.0
BTCUSDT,2026-08-19 20:50:00+00:00,0.0046,TP,base,2.0,0.0093819024777845,35.0
BTCUSDT,2026-08-19 20:51:00+00:00,0.010683381341856524,TP,base,2.0,0.013274478003499917,310.0
XRPUSDT,2026-08-19 20:54:00+00:00,0.0046,TP,base,2.0,0.007302601551802837,3.0
SOLUSDT,2026-08-19 21:04:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0029435310056036717,222.0
NEARUSDT,2026-08-19 21:04:00+00:00,0.0046,TP,base,2.0,0.010231963257950154,8.0
BTCUSDT,2026-08-19 21:06:00+00:00,0.0046,TP,base,2.0,0.006494465158287167,12.0
BTCUSDT,2026-08-19 21:06:00+00:00,0.0046,TP,base,2.0,0.007561970777960148,7.0
BTCUSDT,2026-08-19 21:06:00+00:00,0.0046,TP,base,2.0,0.006829639796949568,4.0
BTCUSDT,2026-08-19 21:07:00+00:00,0.0046,TP,base,2.0,0.009100092357423312,2.0
BTCUSDT,2026-08-19 21:23:00+00:00,0.004997253668594435,TP,base,2.0,0.007321198255853336,11.0
BTCUSDT,2026-08-19 21:25:00+00:00,0.0005,BE_STOP,base,2.0,0.004077108017448598,17.0
SOLUSDT,2026-08-19 21:28:00+00:00,0.011406276804415054,TP,base,2.0,0.014719571794275082,10.0
BTCUSDT,2026-08-19 21:30:00+00:00,0.005150687373779498,TP,base,2.0,0.006986094194658059,14.0
BTCUSDT,2026-08-19 21:31:00+00:00,0.0046,TP,base,2.0,0.006043741470816599,21.0
NEARUSDT,2026-08-19 21:31:00+00:00,0.0046,TP,base,2.0,0.006172839506172794,8.0
NEARUSDT,2026-08-19 21:33:00+00:00,0.0046,TP,base,2.0,0.006394884092725749,7.0
ETHUSDT,2026-08-19 21:45:00+00:00,0.0071194216061875905,TP,base,2.0,0.008637476538152193,7.0
ETHUSDT,2026-08-19 21:46:00+00:00,0.01852929253349876,TP,base,2.0,0.021102273028906052,26.0
BTCUSDT,2026-08-19 21:47:00+00:00,0.0046,TP,base,2.0,0.006323931238381422,18.0
BTCUSDT,2026-08-19 21:48:00+00:00,0.0005,BE_STOP,base,2.0,0.004030524197478444,17.0
SOLUSDT,2026-08-19 21:48:00+00:00,0.0005,BE_STOP,base,2.0,0.005488423577160768,14.0
BTCUSDT,2026-08-19 21:54:00+00:00,0.0005,BE_STOP,base,2.0,0.0057257717157215065,18.0
XRPUSDT,2026-08-19 22:01:00+00:00,0.0005,BE_STOP,base,2.0,0.004515672038250491,3.0
XRPUSDT,2026-08-19 22:03:00+00:00,0.0052456980519480795,TP,base,2.0,0.0068359375000000356,2.0
XRPUSDT,2026-08-19 22:08:00+00:00,0.0005,BE_STOP,base,2.0,0.0044204756431793085,5.0
ETHUSDT,2026-08-19 22:25:00+00:00,0.0005,BE_STOP,base,2.0,0.02121070003274078,71.0
BTCUSDT,2026-08-19 22:33:00+00:00,0.0046,TP,base,2.0,0.006687088630940591,25.0
SOLUSDT,2026-08-19 22:33:00+00:00,0.0046,TP,base,2.0,0.007411217356743743,7.0
BTCUSDT,2026-08-20 03:16:00+00:00,0.0005,BE_STOP,base,2.0,0.0030651318817131582,280.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005,BE_STOP,base,2.0,0.0030579374541451843,564.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005,BE_STOP,base,2.0,0.0036101807671132737,559.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.0005,BE_STOP,base,2.0,0.0038462200347622153,555.0
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005,BE_STOP,base,2.0,0.00408237035676999,563.0
BTCUSDT,2026-08-20 07:13:00+00:00,0.0005,BE_STOP,base,2.0,0.003998841081924649,559.0
SOLUSDT,2026-08-20 08:07:00+00:00,0.0046,TP,base,2.0,0.007122656331831928,54.0
ETHUSDT,2026-08-20 08:07:00+00:00,0.0005,BE_STOP,base,2.0,0.005623105691345138,52.0
NEARUSDT,2026-08-20 08:09:00+00:00,0.0046,TP,base,2.0,0.00620226267731001,58.0
BTCUSDT,2026-08-20 08:09:00+00:00,0.0046,TP,base,2.0,0.008447021324776522,1.0
BTCUSDT,2026-08-20 08:10:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0010415765067284376,775.0
ETHUSDT,2026-08-20 08:16:00+00:00,0.0005,BE_STOP,base,2.0,0.005909926389756152,5.0
BTCUSDT,2026-08-20 08:17:00+00:00,0.005123956378208504,TP,base,2.0,0.007632405334234577,1.0
BTCUSDT,2026-08-20 08:19:00+00:00,0.0005,BE_STOP,base,2.0,0.0039059102145724426,5.0
BTCUSDT,2026-08-20 08:31:00+00:00,0.0005,BE_STOP,base,2.0,0.0035732107589909697,7.0
BTCUSDT,2026-08-20 08:34:00+00:00,0.0005,BE_STOP,base,2.0,0.0033314606741572626,3.0
SOLUSDT,2026-08-20 08:38:00+00:00,0.0048807669940288765,TP,base,2.0,0.00725875809873282,16.0
BTCUSDT,2026-08-20 08:40:00+00:00,0.0046,TP,base,2.0,0.006698244573747598,5.0
BTCUSDT,2026-08-20 08:41:00+00:00,0.0005,BE_STOP,base,2.0,0.0032697997930293747,2.0
BTCUSDT,2026-08-20 08:42:00+00:00,0.0005,BE_STOP,base,2.0,0.0042781408310136005,24.0
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0019891257263641433,632.0
BTCUSDT,2026-08-20 09:06:00+00:00,-0.0414,MAE_KILL,base,2.0,0.002087788464461947,349.0
BTCUSDT,2026-08-20 09:06:00+00:00,0.006809797924083661,TP,base,2.0,0.008947700947700988,46.0
BTCUSDT,2026-08-20 09:06:00+00:00,0.0046,TP,base,2.0,0.006318345467301261,23.0
ETHUSDT,2026-08-20 09:06:00+00:00,0.0046,TP,base,2.0,0.00904830157487928,21.0
BTCUSDT,2026-08-20 09:09:00+00:00,0.0046,TP,base,2.0,0.006688668312591446,28.0
BTCUSDT,2026-08-20 09:16:00+00:00,0.0005,BE_STOP,base,2.0,0.0032241869805321177,5.0
BTCUSDT,2026-08-20 09:20:00+00:00,0.0005,BE_STOP,base,2.0,0.003724916387959907,5.0
BTCUSDT,2026-08-20 09:28:00+00:00,0.0005,BE_STOP,base,2.0,0.003215026664253111,8.0
XRPUSDT,2026-08-20 09:31:00+00:00,0.0005,BE_STOP,base,2.0,0.004412528119051637,3.0
BTCUSDT,2026-08-20 09:52:00+00:00,0.0005,BE_STOP,base,2.0,0.005619192907478597,45.0
SOLUSDT,2026-08-20 09:59:00+00:00,0.0005,BE_STOP,base,2.0,0.004288556986345235,50.0
ETHUSDT,2026-08-20 10:02:00+00:00,0.0005,BE_STOP,base,2.0,0.0038678195659981986,31.0
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0025256695034380724,177.0
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0022219445390003274,175.0
BTCUSDT,2026-08-20 10:15:00+00:00,0.0046,TP,base,2.0,0.00742673038924641,57.0
BTCUSDT,2026-08-20 10:15:00+00:00,0.0046,TP,base,2.0,0.006761770566704823,53.0
XRPUSDT,2026-08-20 10:21:00+00:00,0.0005,BE_STOP,base,2.0,0.003870967741935439,68.0
NEARUSDT,2026-08-20 11:11:00+00:00,0.0046,TP,base,2.0,0.006103125712982063,72.0
ETHUSDT,2026-08-20 12:11:00+00:00,0.0005,BE_STOP,base,2.0,0.0048681345694620674,138.0
ETHUSDT,2026-08-20 12:13:00+00:00,0.0005,BE_STOP,base,2.0,0.0054924084562034976,131.0
NEARUSDT,2026-08-20 12:32:00+00:00,-0.0264,MAE_KILL,base,2.0,0.0010763652843869197,137.0
ETHUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.00857756768371295,16.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.011235878161416607,14.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.008669356214972728,11.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.008154587842623084,7.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.008103690119474429,5.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.00734770788054956,3.0
SOLUSDT,2026-08-21 00:18:00+00:00,0.0046,TP,base,2.0,0.0070709601020221705,1.0
BTCUSDT,2026-08-21 00:34:00+00:00,0.0005,BE_STOP,base,2.0,0.0037452675288019216,5.0
BTCUSDT,2026-08-21 00:35:00+00:00,0.0005,BE_STOP,base,2.0,0.004943950894706945,16.0
SOLUSDT,2026-08-21 00:49:00+00:00,0.0005,BE_STOP,base,2.0,0.004298904289830141,11.0
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005,BE_STOP,base,2.0,0.004723665564478039,44.0
XRPUSDT,2026-08-21 01:05:00+00:00,0.0005,BE_STOP,base,2.0,0.004961020552799411,38.0
XRPUSDT,2026-08-21 01:06:00+00:00,0.0005,BE_STOP,base,2.0,0.005832282471626792,43.0
BTCUSDT,2026-08-21 01:16:00+00:00,0.0046,TP,base,2.0,0.00709976162275618,42.0
BTCUSDT,2026-08-21 01:18:00+00:00,0.0046,TP,base,2.0,0.013638413442592394,46.0
BTCUSDT,2026-08-21 01:18:00+00:00,0.0046,TP,base,2.0,0.014323851855867088,13.0
BTCUSDT,2026-08-21 01:18:00+00:00,0.0046,TP,base,2.0,0.013617823423306384,11.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.0046,TP,base,2.0,0.009718347113079326,8.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.0046,TP,base,2.0,0.006232622207861908,1.0
SOLUSDT,2026-08-21 01:20:00+00:00,0.0005,BE_STOP,base,2.0,0.005201809913904952,55.0
BTCUSDT,2026-08-21 01:31:00+00:00,0.0046,TP,base,2.0,0.00831735910732666,10.0
BTCUSDT,2026-08-21 01:34:00+00:00,0.0005,BE_STOP,base,2.0,0.0047371155277773705,5.0
SOLUSDT,2026-08-21 01:47:00+00:00,0.0046,TP,base,2.0,0.0063795493738799435,28.0
NEARUSDT,2026-08-21 01:47:00+00:00,0.0005,BE_STOP,base,2.0,0.00583139896959745,24.0
BTCUSDT,2026-08-21 01:47:00+00:00,0.0046,TP,base,2.0,0.012481298793755431,14.0
BTCUSDT,2026-08-21 01:47:00+00:00,0.0046,TP,base,2.0,0.013260961854981124,12.0
XRPUSDT,2026-08-21 01:47:00+00:00,0.0046,TP,base,2.0,0.008556981719175339,10.0
BTCUSDT,2026-08-21 01:54:00+00:00,0.0005,BE_STOP,base,2.0,0.0032143288462788645,6.0
XRPUSDT,2026-08-21 02:40:00+00:00,0.0005,BE_STOP,base,2.0,0.004170528266913864,42.0
BTCUSDT,2026-08-21 03:04:00+00:00,0.0046,TP,base,2.0,0.006303785481364213,24.0
ETHUSDT,2026-08-21 03:11:00+00:00,0.0005,BE_STOP,base,2.0,0.003735990037359993,106.0
XRPUSDT,2026-08-21 03:27:00+00:00,0.0046,TP,base,2.0,0.007641837128521649,14.0
NEARUSDT,2026-08-21 03:37:00+00:00,0.0046,TP,base,2.0,0.006420635363742988,10.0
XRPUSDT,2026-08-21 03:39:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0013463213748317374,170.0
XRPUSDT,2026-08-21 03:44:00+00:00,0.0005,BE_STOP,base,2.0,0.0032824427480915804,7.0
XRPUSDT,2026-08-21 03:51:00+00:00,0.0046,TP,base,2.0,0.00757286009332213,7.0
XRPUSDT,2026-08-21 03:59:00+00:00,0.0005,BE_STOP,base,2.0,0.005183321899534962,19.0
BTCUSDT,2026-08-21 05:23:00+00:00,0.0005,BE_STOP,base,2.0,0.0030897995417794055,207.0
ETHUSDT,2026-08-21 05:24:00+00:00,0.0005,BE_STOP,base,2.0,0.004140927584784761,93.0
XRPUSDT,2026-08-21 05:48:00+00:00,0.0005,BE_STOP,base,2.0,0.003440893102921066,23.0
BTCUSDT,2026-08-21 06:11:00+00:00,0.0005,BE_STOP,base,2.0,0.003504957048658654,22.0
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005,BE_STOP,base,2.0,0.0037825855224951585,292.0
BTCUSDT,2026-08-21 06:42:00+00:00,0.0005,BE_STOP,base,2.0,0.0033967895501339678,290.0
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005,BE_STOP,base,2.0,0.004888401626723992,289.0
BTCUSDT,2026-08-21 06:43:00+00:00,0.0005,BE_STOP,base,2.0,0.005631864665229479,80.0
SOLUSDT,2026-08-21 06:48:00+00:00,0.0005,BE_STOP,base,2.0,0.005110581453356228,5.0
XRPUSDT,2026-08-21 07:01:00+00:00,0.0005,BE_STOP,base,2.0,0.0036863528146840775,13.0
BTCUSDT,2026-08-21 07:05:00+00:00,0.0005,BE_STOP,base,2.0,0.003025406539003717,4.0
BTCUSDT,2026-08-21 07:10:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0,430.0
ETHUSDT,2026-08-21 07:15:00+00:00,0.0046,TP,base,2.0,0.008241202642577838,25.0
BTCUSDT,2026-08-21 07:15:00+00:00,0.0046,TP,base,2.0,0.011000010578204784,10.0
NEARUSDT,2026-08-21 07:16:00+00:00,0.0046,TP,base,2.0,0.007679411605645985,5.0
ETHUSDT,2026-08-21 07:18:00+00:00,0.0005,BE_STOP,base,2.0,0.005282332275469398,3.0
SOLUSDT,2026-08-21 07:21:00+00:00,0.0005,BE_STOP,base,2.0,0.004759701196536019,70.0
BTCUSDT,2026-08-21 07:42:00+00:00,0.0046,TP,base,2.0,0.006300367838597277,18.0
BTCUSDT,2026-08-21 07:43:00+00:00,0.0046,TP,base,2.0,0.006247077208844268,22.0
BTCUSDT,2026-08-21 07:44:00+00:00,0.0005,BE_STOP,base,2.0,0.00338045241634429,27.0
BTCUSDT,2026-08-21 07:46:00+00:00,0.0005,BE_STOP,base,2.0,0.004968810834571867,27.0
BTCUSDT,2026-08-21 08:05:00+00:00,0.0005,BE_STOP,base,2.0,0.003285986717503287,20.0
BTCUSDT,2026-08-21 08:06:00+00:00,0.0005,BE_STOP,base,2.0,0.003777991662002594,18.0
XRPUSDT,2026-08-21 08:10:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0004658023445384162,304.0
BTCUSDT,2026-08-21 08:13:00+00:00,0.0046,TP,base,2.0,0.006409502835751064,8.0
NEARUSDT,2026-08-21 08:13:00+00:00,0.0005,BE_STOP,base,2.0,0.005859579365909856,5.0
BTCUSDT,2026-08-21 08:14:00+00:00,0.0046,TP,base,2.0,0.00740831557337493,31.0
BTCUSDT,2026-08-21 08:14:00+00:00,0.0046,TP,base,2.0,0.00702216427640164,4.0
XRPUSDT,2026-08-21 08:22:00+00:00,0.0005,BE_STOP,base,2.0,0.007875185735512586,9.0
SOLUSDT,2026-08-21 08:25:00+00:00,0.0046,TP,base,2.0,0.006811854166895928,9.0
BTCUSDT,2026-08-21 08:27:00+00:00,0.0005,BE_STOP,base,2.0,0.0037516642014230675,8.0
BTCUSDT,2026-08-21 08:31:00+00:00,0.0046,TP,base,2.0,0.00620311129875613,10.0
BTCUSDT,2026-08-21 08:31:00+00:00,0.0046,TP,base,2.0,0.006115540591446075,8.0
XRPUSDT,2026-08-21 08:33:00+00:00,-0.0414,MAE_KILL,base,2.0,0.0014479500076207993,43.0
BTCUSDT,2026-08-21 08:33:00+00:00,0.0046,TP,base,2.0,0.006547171697111648,5.0
