pair,ts,net_frac,exit_type,variant,k,mfe_frac,hold_min
BTCUSDT,2026-08-28 13:28:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022178549957310814,196.0
SOLUSDT,2026-08-28 13:32:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0034127415372589786,4.0
XRPUSDT,2026-08-28 13:47:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0023987582898264918,17.0
SOLUSDT,2026-08-28 13:49:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017439699617850697,2.0
ETHUSDT,2026-08-28 13:58:00+00:00,0.0046,TP,ratchet,1.6,0.006743603170732638,9.0
SOLUSDT,2026-08-28 14:00:00+00:00,0.0046,TP,ratchet,1.6,0.00812079322918149,27.0
BTCUSDT,2026-08-28 14:01:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.00543117692317402,2.0
BTCUSDT,2026-08-28 14:03:00+00:00,0.0016,RATCHET,ratchet,1.6,0.00404806572034697,235.0
NEARUSDT,2026-08-28 14:08:00+00:00,0.003777029260457634,RATCHET,ratchet,1.6,0.00602900439954369,4.0
NEARUSDT,2026-08-28 14:08:00+00:00,0.002316507539445156,RATCHET,ratchet,1.6,0.004839849910272396,2.0
BTCUSDT,2026-08-28 14:13:00+00:00,0.0046,TP,ratchet,1.6,0.006802281368821256,5.0
NEARUSDT,2026-08-28 14:14:00+00:00,0.002639965247610769,RATCHET,ratchet,1.6,0.005973066898349207,4.0
SOLUSDT,2026-08-28 14:17:00+00:00,0.002666129552931807,RATCHET,ratchet,1.6,0.004452137121977095,4.0
NEARUSDT,2026-08-28 14:22:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018917896329927227,2.0
BTCUSDT,2026-08-28 14:29:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0024981593845997984,11.0
NEARUSDT,2026-08-28 14:34:00+00:00,0.0046,TP,ratchet,1.6,0.007458250013511341,12.0
BTCUSDT,2026-08-28 14:58:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015834455674852783,19.0
BTCUSDT,2026-08-28 15:01:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004716577486270619,20.0
BTCUSDT,2026-08-28 15:02:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004406904611838923,4.0
XRPUSDT,2026-08-28 15:21:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001612111866545152,18.0
BTCUSDT,2026-08-28 16:01:00+00:00,0.0046,TP,ratchet,1.6,0.006374478660073785,105.0
ETHUSDT,2026-08-28 16:03:00+00:00,-0.0414,MAE_KILL,ratchet,1.6,0.001273391217126916,1835.0
BTCUSDT,2026-08-28 16:03:00+00:00,-0.0414,MAE_KILL,ratchet,1.6,6.281337407588374e-05,870.0
BTCUSDT,2026-08-28 16:16:00+00:00,0.0046,TP,ratchet,1.6,0.006399310312188658,9.0
BTCUSDT,2026-08-28 16:17:00+00:00,0.0046,TP,ratchet,1.6,0.006946364744318547,14.0
BTCUSDT,2026-08-28 16:17:00+00:00,0.0046,TP,ratchet,1.6,0.00686753744241855,12.0
SOLUSDT,2026-08-28 16:23:00+00:00,0.0046,TP,ratchet,1.6,0.008408759683976466,7.0
ETHUSDT,2026-08-28 16:24:00+00:00,0.0046,TP,ratchet,1.6,0.011309687171021692,6.0
BTCUSDT,2026-08-28 16:24:00+00:00,0.0046,TP,ratchet,1.6,0.007993736865960728,4.0
SOLUSDT,2026-08-28 18:40:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004859903381642513,135.0
ETHUSDT,2026-08-28 18:40:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004854368932038909,133.0
BTCUSDT,2026-08-28 18:40:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002770458247723889,131.0
BTCUSDT,2026-08-28 18:51:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022127580420773178,8.0
BTCUSDT,2026-08-28 18:52:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002631470214546206,12.0
NEARUSDT,2026-08-28 18:52:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002773309667757443,7.0
SOLUSDT,2026-08-28 19:00:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002227431450553932,7.0
NEARUSDT,2026-08-28 19:03:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004818342933096993,7.0
SOLUSDT,2026-08-28 19:12:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004707869422145424,8.0
BTCUSDT,2026-08-28 19:13:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002051098259338309,11.0
BTCUSDT,2026-08-28 19:23:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017864019649133276,11.0
NEARUSDT,2026-08-28 19:29:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016501650165015906,15.0
BTCUSDT,2026-08-29 00:05:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002097024388045985,282.0
BTCUSDT,2026-08-29 00:05:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002069934966968425,276.0
BTCUSDT,2026-08-29 00:30:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0021102255279422384,25.0
NEARUSDT,2026-08-29 08:12:00+00:00,-0.0264,MAE_KILL,ratchet,1.6,0.0006019481230163625,485.0
ETHUSDT,2026-08-29 14:48:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0031529486817730274,858.0
BTCUSDT,2026-08-29 18:43:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002161095159967261,235.0
BTCUSDT,2026-08-29 18:50:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017157468428337479,7.0
BTCUSDT,2026-08-30 04:19:00+00:00,-0.02347674655309041,MAX_AGE,ratchet,1.6,0.001189344971386864,2880.0
BTCUSDT,2026-08-30 04:41:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017372379580732544,22.0
BTCUSDT,2026-08-30 06:53:00+00:00,-0.02294134449513568,MAX_AGE,ratchet,1.6,0.0,2880.0
BTCUSDT,2026-08-30 06:58:00+00:00,-0.022051795704927143,MAX_AGE,ratchet,1.6,0.0,2880.0
BTCUSDT,2026-08-30 12:08:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0032118874344009164,313.0
BTCUSDT,2026-08-30 12:11:00+00:00,0.0046,TP,ratchet,1.6,0.006067303068438694,1041.0
ETHUSDT,2026-08-30 12:13:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022452784307367933,3.0
BTCUSDT,2026-08-30 12:34:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002766615913574735,22.0
BTCUSDT,2026-08-30 12:34:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0026760617122215404,20.0
BTCUSDT,2026-08-30 12:44:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002030626171270268,10.0
NEARUSDT,2026-08-30 12:51:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017053933063313213,15.0
BTCUSDT,2026-08-30 12:58:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015415571762538772,14.0
NEARUSDT,2026-08-30 13:05:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0030323987870405056,6.0
ETHUSDT,2026-08-30 13:17:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015835312747427132,26.0
SOLUSDT,2026-08-30 13:32:00+00:00,-0.0414,MAE_KILL,ratchet,1.6,0.0011489999805253755,2561.0
BTCUSDT,2026-08-30 13:53:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0034296421248525538,48.0
BTCUSDT,2026-08-30 13:53:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0033786231538644857,20.0
BTCUSDT,2026-08-30 15:01:00+00:00,-0.012430982771708766,MAX_AGE,ratchet,1.6,1.2568056022269195e-06,2880.0
SOLUSDT,2026-08-30 15:15:00+00:00,0.0046,TP,ratchet,1.6,0.0063789868667916754,13.0
BTCUSDT,2026-08-30 15:21:00+00:00,-0.010238790931989962,MAX_AGE,ratchet,1.6,0.0011158690176323151,2880.0
NEARUSDT,2026-08-30 15:46:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017127870256383297,31.0
NEARUSDT,2026-08-30 15:50:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001816821630864512,4.0
SOLUSDT,2026-08-30 15:59:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022951313116111047,38.0
SOLUSDT,2026-08-30 15:59:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019853404717771013,9.0
BTCUSDT,2026-08-30 16:06:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017325615021281748,131.0
BTCUSDT,2026-08-30 16:16:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004627727823674695,143.0
BTCUSDT,2026-08-30 16:17:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005210163561331339,11.0
BTCUSDT,2026-08-30 16:39:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001933643627454739,21.0
BTCUSDT,2026-08-30 16:43:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018447431773582642,27.0
BTCUSDT,2026-08-30 16:43:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018156094366174771,4.0
BTCUSDT,2026-08-30 16:59:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0031877324124889982,16.0
BTCUSDT,2026-08-30 17:01:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002642788925552144,15.0
NEARUSDT,2026-08-30 17:11:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.00580474934036934,613.0
SOLUSDT,2026-08-30 17:24:00+00:00,0.0046,TP,ratchet,1.6,0.010882355709941971,85.0
BTCUSDT,2026-08-30 17:26:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004851227342821788,15.0
BTCUSDT,2026-08-30 18:13:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0020861876884506986,45.0
BTCUSDT,2026-08-30 19:46:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019761993551349845,140.0
BTCUSDT,2026-08-30 20:41:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019614688799314437,55.0
XRPUSDT,2026-08-30 20:44:00+00:00,0.0046,TP,ratchet,1.6,0.0062294142918517485,283.0
BTCUSDT,2026-08-30 20:45:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0031528248878577984,448.0
BTCUSDT,2026-08-30 20:46:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005324900126396654,153.0
BTCUSDT,2026-08-30 20:46:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0038432991367827393,5.0
NEARUSDT,2026-08-30 21:01:00+00:00,0.0046,TP,ratchet,1.6,0.012449457331347023,7.0
BTCUSDT,2026-08-30 21:03:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004719533419312747,18.0
BTCUSDT,2026-08-30 21:03:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005441275067459306,16.0
BTCUSDT,2026-08-30 21:03:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005974943130595659,14.0
ETHUSDT,2026-08-30 21:11:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0021855269548324797,5.0
SOLUSDT,2026-08-30 21:11:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015585914950932455,3.0
ETHUSDT,2026-08-30 22:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015071406867212802,84.0
BTCUSDT,2026-08-30 22:29:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002167394231161519,85.0
BTCUSDT,2026-08-30 22:29:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.00211268772894353,78.0
BTCUSDT,2026-08-30 22:39:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0029729857161608204,85.0
XRPUSDT,2026-08-30 22:52:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003823402106478201,13.0
BTCUSDT,2026-08-30 23:18:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003100136053727109,49.0
BTCUSDT,2026-08-30 23:18:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003481693360924839,47.0
BTCUSDT,2026-08-30 23:18:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0031980969664021893,26.0
BTCUSDT,2026-08-30 23:19:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002478844891485159,53.0
BTCUSDT,2026-08-30 23:23:00+00:00,0.0046,TP,ratchet,1.6,0.0064011879705206534,5.0
NEARUSDT,2026-08-30 23:23:00+00:00,0.0046,TP,ratchet,1.6,0.016846397338912963,3.0
BTCUSDT,2026-08-30 23:24:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0034568103778650975,1123.0
NEARUSDT,2026-08-30 23:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0020607375271149814,2.0
BTCUSDT,2026-08-30 23:30:00+00:00,0.0046,TP,ratchet,1.6,0.006483480578387971,4.0
BTCUSDT,2026-08-30 23:33:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017031592640295334,3.0
BTCUSDT,2026-08-30 23:37:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0037532525830942646,4.0
ETHUSDT,2026-08-30 23:42:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0036005392512702835,2.0
BTCUSDT,2026-08-30 23:44:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022946909781733707,2372.0
BTCUSDT,2026-08-30 23:44:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.0049299509321855004,8.0
BTCUSDT,2026-08-30 23:47:00+00:00,0.0046,TP,ratchet,1.6,0.006400907365758569,4.0
ETHUSDT,2026-08-31 00:06:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001998766806401178,4.0
BTCUSDT,2026-08-31 00:07:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002679572608813257,7.0
NEARUSDT,2026-08-31 00:16:00+00:00,0.0046,TP,ratchet,1.6,0.008743950725912905,7.0
ETHUSDT,2026-08-31 00:23:00+00:00,0.0046,TP,ratchet,1.6,0.0067096037153240706,17.0
BTCUSDT,2026-08-31 00:25:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015058460747783258,8.0
SOLUSDT,2026-08-31 00:28:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0044572730128810065,30.0
NEARUSDT,2026-08-31 00:38:00+00:00,-0.0264,MAE_KILL,ratchet,1.6,0.000497210098889632,44.0
SOLUSDT,2026-08-31 00:38:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0028161301677943904,14.0
BTCUSDT,2026-08-31 00:38:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0035229033653740474,12.0
BTCUSDT,2026-08-31 00:38:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003794825168359249,10.0
BTCUSDT,2026-08-31 05:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001517569325617239,284.0
BTCUSDT,2026-08-31 05:27:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018604281420847985,289.0
BTCUSDT,2026-08-31 05:27:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0020582886836442355,287.0
BTCUSDT,2026-08-31 05:27:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017833607696527544,283.0
BTCUSDT,2026-08-31 06:20:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015977554485256773,48.0
NEARUSDT,2026-08-31 06:21:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002708559046587158,51.0
NEARUSDT,2026-08-31 06:21:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004177290728584626,47.0
ETHUSDT,2026-08-31 06:42:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015200619496945685,14.0
BTCUSDT,2026-08-31 07:14:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017265866138905892,54.0
BTCUSDT,2026-08-31 07:18:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018375691329362818,36.0
BTCUSDT,2026-08-31 07:22:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022456940450035923,116.0
BTCUSDT,2026-08-31 07:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015848853868194097,8.0
SOLUSDT,2026-08-31 07:26:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0030540290813597937,4.0
XRPUSDT,2026-08-31 07:29:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004316020482809083,13.0
XRPUSDT,2026-08-31 07:45:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015348633240754208,15.0
ETHUSDT,2026-08-31 08:08:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003032053724714143,23.0
BTCUSDT,2026-08-31 08:13:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018800382146543224,47.0
BTCUSDT,2026-08-31 08:13:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018403181870499173,45.0
BTCUSDT,2026-08-31 08:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002039350633888591,18.0
BTCUSDT,2026-08-31 08:43:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003462389522018816,30.0
ETHUSDT,2026-08-31 08:44:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004144410784486592,29.0
NEARUSDT,2026-08-31 08:55:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001628841350852368,10.0
BTCUSDT,2026-08-31 09:03:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0023498881248914453,20.0
ETHUSDT,2026-08-31 09:11:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002759607522485691,16.0
BTCUSDT,2026-08-31 09:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0023592408690760553,15.0
BTCUSDT,2026-08-31 09:47:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016580816859536598,21.0
XRPUSDT,2026-08-31 10:10:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.00189822588888073,66.0
BTCUSDT,2026-08-31 11:55:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016114626926610558,105.0
BTCUSDT,2026-08-31 12:28:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0035991621538776298,33.0
XRPUSDT,2026-08-31 12:42:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004477064220183482,378.0
ETHUSDT,2026-08-31 13:03:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001584521384928665,35.0
BTCUSDT,2026-08-31 13:33:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0025047557029979407,30.0
BTCUSDT,2026-08-31 13:48:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019178089225610092,15.0
BTCUSDT,2026-08-31 13:53:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018078117511618062,71.0
ETHUSDT,2026-08-31 13:55:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0041528544743329515,7.0
BTCUSDT,2026-08-31 14:00:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001668735470769531,5.0
NEARUSDT,2026-08-31 14:16:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0021266154097824386,350.0
SOLUSDT,2026-08-31 14:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001768890973769569,26.0
ETHUSDT,2026-08-31 14:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002076379645745946,10.0
BTCUSDT,2026-08-31 14:41:00+00:00,0.0046,TP,ratchet,1.6,0.006015588756205823,10.0
ETHUSDT,2026-08-31 15:34:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002118275084143726,51.0
BTCUSDT,2026-08-31 15:44:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0032014492513603027,10.0
BTCUSDT,2026-08-31 16:57:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.00242735720531121,430.0
BTCUSDT,2026-08-31 17:43:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004162885114539719,46.0
SOLUSDT,2026-08-31 17:44:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0022351882492961457,120.0
ETHUSDT,2026-08-31 17:49:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001562696096093532,6.0
BTCUSDT,2026-08-31 18:23:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0026721962231606882,38.0
BTCUSDT,2026-08-31 18:23:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0029940233711434508,34.0
NEARUSDT,2026-08-31 18:39:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002130379207498937,16.0
NEARUSDT,2026-08-31 20:23:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004099451631794611,103.0
BTCUSDT,2026-08-31 21:08:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001925423453636398,162.0
SOLUSDT,2026-08-31 21:17:00+00:00,0.0016,RATCHET,ratchet,1.6,0.00300306099786606,9.0
NEARUSDT,2026-08-31 23:13:00+00:00,-0.0264,MAE_KILL,ratchet,1.6,0.0005349023803155335,116.0
BTCUSDT,2026-09-01 02:15:00+00:00,0.0016,RATCHET,ratchet,1.6,0.00338065743648982,181.0
NEARUSDT,2026-09-01 02:22:00+00:00,0.0046,TP,ratchet,1.6,0.00715062956629879,7.0
BTCUSDT,2026-09-01 05:40:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015305909296345213,557.0
BTCUSDT,2026-09-01 05:46:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001694593500050549,6.0
BTCUSDT,2026-09-01 05:57:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016150348743826266,11.0
BTCUSDT,2026-09-01 08:20:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002400799329462864,358.0
BTCUSDT,2026-09-01 08:35:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005845121527422883,15.0
ETHUSDT,2026-09-01 08:43:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0024104444435380326,8.0
BTCUSDT,2026-09-01 08:52:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016839619311654517,9.0
BTCUSDT,2026-09-01 12:39:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017305905977667685,227.0
XRPUSDT,2026-09-01 12:41:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017491436484222576,2.0
ETHUSDT,2026-09-01 13:06:00+00:00,0.0046,TP,ratchet,1.6,0.006501678712126357,1393.0
ETHUSDT,2026-09-01 13:06:00+00:00,0.0046,TP,ratchet,1.6,0.008266119956950627,25.0
BTCUSDT,2026-09-01 13:07:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.004667588532536859,1360.0
NEARUSDT,2026-09-01 13:17:00+00:00,0.00460100016669447,TP,ratchet,1.6,0.008878291309421058,5.0
BTCUSDT,2026-09-01 13:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0017257885234421052,16.0
BTCUSDT,2026-09-01 13:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015769606942225287,9.0
XRPUSDT,2026-09-01 13:34:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0035113386978785043,5.0
BTCUSDT,2026-09-01 13:42:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0032051323291186567,35.0
BTCUSDT,2026-09-01 13:43:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004217326644224034,17.0
ETHUSDT,2026-09-01 13:49:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0025216551227259477,15.0
XRPUSDT,2026-09-01 13:52:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005697173325542348,8.0
BTCUSDT,2026-09-01 14:03:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002103823632226569,12.0
BTCUSDT,2026-09-01 14:03:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003449107078747346,10.0
BTCUSDT,2026-09-01 14:08:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0032224942130814715,4.0
BTCUSDT,2026-09-01 16:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002553646548003235,164.0
BTCUSDT,2026-09-01 16:33:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0016138200745295765,7.0
BTCUSDT,2026-09-01 16:38:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019208387102609425,2448.0
BTCUSDT,2026-09-01 16:38:00+00:00,0.0016,RATCHET,ratchet,1.6,0.0036827378112468676,5.0
SOLUSDT,2026-09-01 16:46:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004273335179836211,5.0
BTCUSDT,2026-09-01 16:59:00+00:00,-0.023396022733721177,MAX_AGE,ratchet,1.6,0.0,2880.0
BTCUSDT,2026-09-01 17:01:00+00:00,-0.022199517341135417,MAX_AGE,ratchet,1.6,0.0001300048720272797,2880.0
BTCUSDT,2026-09-01 17:18:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001500894987681858,32.0
XRPUSDT,2026-09-01 17:26:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0024142219621040902,24.0
BTCUSDT,2026-09-01 17:35:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0018218999334678107,36.0
BTCUSDT,2026-09-01 17:49:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0024647419311962775,31.0
BTCUSDT,2026-09-01 17:50:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.002598599027396365,23.0
BTCUSDT,2026-09-01 18:00:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0015404135447747035,7.0
BTCUSDT,2026-09-01 18:03:00+00:00,0.0016,RATCHET,ratchet,1.6,0.003614155917631383,85.0
NEARUSDT,2026-09-01 18:08:00+00:00,0.0046,TP,ratchet,1.6,0.006693440428380136,4.0
ETHUSDT,2026-09-01 18:11:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004477797072686649,11.0
BTCUSDT,2026-09-01 18:24:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.001966578529056112,2556.0
BTCUSDT,2026-09-01 18:24:00+00:00,0.00010000000000000005,RATCHET,ratchet,1.6,0.0019045126585312449,12.0
NEARUSDT,2026-09-01 18:27:00+00:00,-0.0264,MAE_KILL,ratchet,1.6,0.0,38.0
BTCUSDT,2026-09-01 18:28:00+00:00,0.0046,TP,ratchet,1.6,0.006071229012255286,18.0
ETHUSDT,2026-09-01 18:37:00+00:00,0.0046,TP,ratchet,1.6,0.006706155248115153,8.0
BTCUSDT,2026-09-01 18:40:00+00:00,0.0031000000000000003,RATCHET,ratchet,1.6,0.005375778338133449,9.0
SOLUSDT,2026-09-01 18:40:00+00:00,0.0016,RATCHET,ratchet,1.6,0.004463969389924209,3.0
