pair,i,side,mkt_taker,v1,v2_fill,v2,v2_best,v3_fill,v3,v3_best
SOLUSDT,26441,short,0.0013118060043675974,,1,0.0018118060043675974,0.0018118060043675974,0,,
SOLUSDT,26479,long,-0.0024157440325037957,,1,-0.0019157440325037957,0.0006157440325037958,1,-0.0019162521585830874,0.00020975129514985233
SOLUSDT,26520,short,0.001368188870976817,,1,0.001868188870976817,0.001868188870976817,0,,
SOLUSDT,26548,long,-0.002852597809399891,,1,-0.002352597809399891,0.00047155868563993444,1,-0.0023533244716357087,0.0010533244716357084
SOLUSDT,26584,short,-0.002962153931339981,,1,-0.002462153931339981,0.00209944629014397,1,-0.0024613732447176227,0.002098197191548196
SOLUSDT,26624,long,-0.004520652125129026,,1,-0.004020652125129026,-0.004020652125129026,1,-0.004022213231744899,-0.004022213231744899
SOLUSDT,26687,short,0.0005814835536023723,,1,0.0010814835536023721,0.0010814835536023721,0,,
SOLUSDT,26711,long,-0.003035105117907051,,1,-0.002535105117907051,0.0012351051179070507,1,-0.0025359230794467745,0.002217476927114839
SOLUSDT,26747,short,-0.0024603498168678604,,1,-0.0019603498168678604,0.0006603498168678604,1,-0.001959819906914403,-0.001959819906914403
SOLUSDT,26772,long,-0.0025741529425281173,,1,-0.0020741529425281173,0.0007741529425281174,1,-0.0020747403126844598,-0.0020747403126844598
SOLUSDT,26807,short,-0.0028517543735951316,,1,-0.0023517543735951316,-0.0023517543735951316,1,-0.002351028859165549,-0.002351028859165549
SOLUSDT,26832,long,-0.002322628409652646,,1,-0.0018226284096526462,0.0010762054554442338,1,0.0010769439274079377,0.0010769439274079377
SOLUSDT,26871,short,-0.002211624318601597,,1,-0.001711624318601597,0.0008985989097625551,1,-0.0017112187092469737,0.0008979499347951575
SOLUSDT,26906,long,-0.0025926155165555548,,1,-0.0020926155165555548,0.0015081848264888872,1,0.0015091393961869804,0.0015091393961869804
SOLUSDT,26969,long,0.0008534026552003664,,1,0.0013534026552003663,0.0013534026552003663,0,,
SOLUSDT,26994,short,-0.0024483290861135364,,1,-0.0019483290861135364,-0.0019483290861135364,1,-0.0019478051835217758,0.00022868311011306537
SOLUSDT,27029,long,-0.0023415789876287166,,1,-0.0018415789876287166,0.0011065263802059466,1,0.0011072800202160545,0.0011072800202160545
SOLUSDT,27080,short,-0.002411057002768409,,1,-0.001911057002768409,0.00020663420166104529,1,-0.0019105517269049567,0.0012168827630479303
SOLUSDT,27092,long,-0.002249480872799948,,1,-0.001749480872799948,0.00044948087279994824,1,0.0009598493211404874,0.0009598493211404874
SOLUSDT,27152,long,0.0011539465968340283,,1,0.0016539465968340283,0.0016539465968340283,0,,
SOLUSDT,27179,short,-0.002559028080089373,,1,-0.002059028080089373,0.0007590280800893732,1,-0.0020584488556615425,0.001453518169058468
SOLUSDT,27244,short,-0.0023979471594965484,,1,-0.0018979471594965484,0.0005979471594965485,1,0.0011959174964462542,0.0011959174964462542
